antigen137|Q5HHB7|CP002114.3|mhci|seq3981	antigen137|Q5HHB7|CP002114.3|mhci|seq3981
antigen137|Q5HHB7|CP002114.3|mhci|seq4335	antigen137|Q5HHB7|CP002114.3|mhci|seq4335
antigen137|Q5HHB7|CP002114.3|mhci|seq4335	antigen137|Q5HHB7|BA000018.3|mhci|seq4335
antigen137|Q5HHB7|CP002114.3|mhci|seq4367	antigen137|Q5HHB7|CP002114.3|mhci|seq4367
antigen137|Q5HHB7|CP002114.3|mhci|seq4367	antigen137|Q5HHB7|BA000018.3|mhci|seq4367
antigen137|Q5HHB7|CP002114.3|mhci|seq4399	antigen137|Q5HHB7|CP002114.3|mhci|seq4399
antigen137|Q5HHB7|CP002114.3|mhci|seq4399	antigen137|Q5HHB7|BA000018.3|mhci|seq4399
antigen137|Q5HHB7|CP002114.3|mhci|seq4495	antigen137|Q5HHB7|CP002114.3|mhci|seq4495
antigen137|Q5HHB7|CP002114.3|mhci|seq4495	antigen137|Q5HHB7|BA000018.3|mhci|seq4495
antigen137|Q5HHB7|CP002114.3|mhci|seq4527	antigen137|Q5HHB7|CP002114.3|mhci|seq4527
antigen137|Q5HHB7|CP002114.3|mhci|seq4527	antigen137|Q5HHB7|BA000018.3|mhci|seq4523
antigen137|Q5HHB7|CP002114.3|mhci|seq4655	antigen137|Q5HHB7|CP002114.3|mhci|seq4655
antigen137|Q5HHB7|CP002114.3|mhci|seq4655	antigen137|Q5HHB7|BA000018.3|mhci|seq4651
antigen137|Q5HHB7|CP002114.3|mhci|seq4687	antigen137|Q5HHB7|CP002114.3|mhci|seq4687
antigen137|Q5HHB7|CP002114.3|mhci|seq4687	antigen137|Q5HHB7|BA000018.3|mhci|seq4683
antigen137|Q5HHB7|CP002114.3|mhci|seq4719	antigen137|Q5HHB7|CP002114.3|mhci|seq4719
antigen137|Q5HHB7|CP002114.3|mhci|seq4719	antigen137|Q5HHB7|BA000018.3|mhci|seq4719
antigen137|Q5HHB7|CP002114.3|mhci|seq4751	antigen137|Q5HHB7|CP002114.3|mhci|seq4751
antigen137|Q5HHB7|CP002114.3|mhci|seq4751	antigen137|Q5HHB7|BA000018.3|mhci|seq4751
antigen137|Q5HHB7|CP002114.3|mhci|seq4783	antigen137|Q5HHB7|CP002114.3|mhci|seq4783
antigen137|Q5HHB7|CP002114.3|mhci|seq4783	antigen137|Q5HHB7|BA000018.3|mhci|seq4783
antigen137|Q5HHB7|CP002114.3|mhci|seq4815	antigen137|Q5HHB7|CP002114.3|mhci|seq4815
antigen137|Q5HHB7|CP002114.3|mhci|seq4815	antigen137|Q5HHB7|BA000018.3|mhci|seq4815
antigen137|Q5HHB7|BA000018.3|mhci|seq50	antigen137|Q5HHB7|BA000018.3|mhci|seq50
antigen137|Q5HHB7|BA000018.3|mhci|seq50	antigen137|Q5HHB7|CP002114.3|mhci|seq46
antigen137|Q5HHB7|BA000018.3|mhci|seq82	antigen137|Q5HHB7|BA000018.3|mhci|seq82
antigen137|Q5HHB7|BA000018.3|mhci|seq82	antigen137|Q5HHB7|CP002114.3|mhci|seq78
antigen137|Q5HHB7|BA000018.3|mhci|seq146	antigen137|Q5HHB7|BA000018.3|mhci|seq146
antigen137|Q5HHB7|BA000018.3|mhci|seq210	antigen137|Q5HHB7|BA000018.3|mhci|seq210
antigen137|Q5HHB7|BA000018.3|mhci|seq242	antigen137|Q5HHB7|BA000018.3|mhci|seq242
antigen137|Q5HHB7|BA000018.3|mhci|seq274	antigen137|Q5HHB7|BA000018.3|mhci|seq274
antigen137|Q5HHB7|BA000018.3|mhci|seq306	antigen137|Q5HHB7|BA000018.3|mhci|seq306
antigen137|Q5HHB7|BA000018.3|mhci|seq338	antigen137|Q5HHB7|BA000018.3|mhci|seq338
antigen137|Q5HHB7|BA000018.3|mhci|seq370	antigen137|Q5HHB7|BA000018.3|mhci|seq370
antigen137|Q5HHB7|BA000018.3|mhci|seq370	antigen137|Q5HHB7|CP002114.3|mhci|seq358
antigen137|Q5HHB7|BA000018.3|mhci|seq402	antigen137|Q5HHB7|BA000018.3|mhci|seq402
antigen137|Q5HHB7|BA000018.3|mhci|seq402	antigen137|Q5HHB7|CP002114.3|mhci|seq394
antigen137|Q5HHB7|BA000018.3|mhci|seq434	antigen137|Q5HHB7|BA000018.3|mhci|seq434
antigen137|Q5HHB7|BA000018.3|mhci|seq434	antigen137|Q5HHB7|CP002114.3|mhci|seq422
antigen137|Q5HHB7|BA000018.3|mhci|seq466	antigen137|Q5HHB7|BA000018.3|mhci|seq466
antigen137|Q5HHB7|BA000018.3|mhci|seq466	antigen137|Q5HHB7|CP002114.3|mhci|seq454
antigen137|Q5HHB7|BA000018.3|mhci|seq498	antigen137|Q5HHB7|BA000018.3|mhci|seq498
antigen137|Q5HHB7|BA000018.3|mhci|seq498	antigen137|Q5HHB7|CP002114.3|mhci|seq486
antigen137|Q5HHB7|BA000018.3|mhci|seq530	antigen137|Q5HHB7|BA000018.3|mhci|seq530
antigen137|Q5HHB7|BA000018.3|mhci|seq530	antigen137|Q5HHB7|CP002114.3|mhci|seq518
antigen137|Q5HHB7|BA000018.3|mhci|seq562	antigen137|Q5HHB7|BA000018.3|mhci|seq562
antigen137|Q5HHB7|BA000018.3|mhci|seq594	antigen137|Q5HHB7|BA000018.3|mhci|seq594
antigen137|Q5HHB7|BA000018.3|mhci|seq594	antigen137|Q5HHB7|CP002114.3|mhci|seq582
antigen137|Q5HHB7|BA000018.3|mhci|seq626	antigen137|Q5HHB7|BA000018.3|mhci|seq626
antigen137|Q5HHB7|BA000018.3|mhci|seq626	antigen137|Q5HHB7|CP002114.3|mhci|seq614
antigen137|Q5HHB7|BA000018.3|mhci|seq658	antigen137|Q5HHB7|BA000018.3|mhci|seq658
antigen137|Q5HHB7|BA000018.3|mhci|seq658	antigen137|Q5HHB7|CP002114.3|mhci|seq646
antigen137|Q5HHB7|BA000018.3|mhci|seq690	antigen137|Q5HHB7|BA000018.3|mhci|seq690
antigen137|Q5HHB7|BA000018.3|mhci|seq754	antigen137|Q5HHB7|BA000018.3|mhci|seq754
antigen137|Q5HHB7|BA000018.3|mhci|seq786	antigen137|Q5HHB7|BA000018.3|mhci|seq786
antigen137|Q5HHB7|BA000018.3|mhci|seq786	antigen137|Q5HHB7|CP002114.3|mhci|seq770
antigen137|Q5HHB7|BA000018.3|mhci|seq818	antigen137|Q5HHB7|BA000018.3|mhci|seq818
antigen137|Q5HHB7|BA000018.3|mhci|seq818	antigen137|Q5HHB7|CP002114.3|mhci|seq806
antigen137|Q5HHB7|BA000018.3|mhci|seq850	antigen137|Q5HHB7|BA000018.3|mhci|seq850
antigen137|Q5HHB7|BA000018.3|mhci|seq882	antigen137|Q5HHB7|BA000018.3|mhci|seq882
antigen137|Q5HHB7|BA000018.3|mhci|seq882	antigen137|Q5HHB7|CP002114.3|mhci|seq866
antigen137|Q5HHB7|BA000018.3|mhci|seq914	antigen137|Q5HHB7|BA000018.3|mhci|seq914
antigen137|Q5HHB7|BA000018.3|mhci|seq914	antigen137|Q5HHB7|CP002114.3|mhci|seq898
antigen137|Q5HHB7|BA000018.3|mhci|seq946	antigen137|Q5HHB7|BA000018.3|mhci|seq946
antigen137|Q5HHB7|BA000018.3|mhci|seq946	antigen137|Q5HHB7|CP002114.3|mhci|seq930
antigen137|Q5HHB7|BA000018.3|mhci|seq978	antigen137|Q5HHB7|BA000018.3|mhci|seq978
antigen137|Q5HHB7|BA000018.3|mhci|seq978	antigen137|Q5HHB7|CP002114.3|mhci|seq962
antigen137|Q5HHB7|BA000018.3|mhci|seq1010	antigen137|Q5HHB7|BA000018.3|mhci|seq1010
antigen137|Q5HHB7|BA000018.3|mhci|seq1042	antigen137|Q5HHB7|BA000018.3|mhci|seq1042
antigen137|Q5HHB7|BA000018.3|mhci|seq1042	antigen137|Q5HHB7|CP002114.3|mhci|seq1038
antigen137|Q5HHB7|BA000018.3|mhci|seq1074	antigen137|Q5HHB7|BA000018.3|mhci|seq1074
antigen137|Q5HHB7|BA000018.3|mhci|seq1074	antigen137|Q5HHB7|CP002114.3|mhci|seq1070
antigen137|Q5HHB7|BA000018.3|mhci|seq1138	antigen137|Q5HHB7|BA000018.3|mhci|seq1138
antigen137|Q5HHB7|BA000018.3|mhci|seq1138	antigen137|Q5HHB7|CP002114.3|mhci|seq1134
antigen137|Q5HHB7|BA000018.3|mhci|seq1170	antigen137|Q5HHB7|BA000018.3|mhci|seq1170
antigen137|Q5HHB7|BA000018.3|mhci|seq1170	antigen137|Q5HHB7|CP002114.3|mhci|seq1166
antigen137|Q5HHB7|BA000018.3|mhci|seq1170	antigen137|Q5HHB7|BA000018.3|mhci|seq1171
antigen137|Q5HHB7|BA000018.3|mhci|seq1170	antigen137|Q5HHB7|CP002114.3|mhci|seq1167
antigen137|Q5HHB7|BA000018.3|mhci|seq1362	antigen137|Q5HHB7|BA000018.3|mhci|seq1362
antigen137|Q5HHB7|BA000018.3|mhci|seq1490	antigen137|Q5HHB7|BA000018.3|mhci|seq1490
antigen137|Q5HHB7|BA000018.3|mhci|seq1682	antigen137|Q5HHB7|BA000018.3|mhci|seq1682
antigen137|Q5HHB7|BA000018.3|mhci|seq1682	antigen137|Q5HHB7|BA000018.3|mhci|seq1683
antigen137|Q5HHB7|BA000018.3|mhci|seq1682	antigen137|Q5HHB7|CP002114.3|mhci|seq1691
antigen137|Q5HHB7|BA000018.3|mhci|seq1682	antigen137|Q5HHB7|CP002114.3|mhci|seq1690
antigen137|Q5HHB7|BA000018.3|mhci|seq1746	antigen137|Q5HHB7|BA000018.3|mhci|seq1746
antigen137|Q5HHB7|BA000018.3|mhci|seq1940	antigen137|Q5HHB7|BA000018.3|mhci|seq1940
antigen137|Q5HHB7|BA000018.3|mhci|seq2004	antigen137|Q5HHB7|BA000018.3|mhci|seq2004
antigen137|Q5HHB7|BA000018.3|mhci|seq2164	antigen137|Q5HHB7|BA000018.3|mhci|seq2164
antigen137|Q5HHB7|BA000018.3|mhci|seq2260	antigen137|Q5HHB7|BA000018.3|mhci|seq2260
antigen137|Q5HHB7|BA000018.3|mhci|seq2292	antigen137|Q5HHB7|BA000018.3|mhci|seq2292
antigen137|Q5HHB7|BA000018.3|mhci|seq2516	antigen137|Q5HHB7|BA000018.3|mhci|seq2516
antigen137|Q5HHB7|BA000018.3|mhci|seq2548	antigen137|Q5HHB7|BA000018.3|mhci|seq2548
antigen137|Q5HHB7|BA000018.3|mhci|seq2644	antigen137|Q5HHB7|BA000018.3|mhci|seq2644
antigen137|Q5HHB7|BA000018.3|mhci|seq2900	antigen137|Q5HHB7|BA000018.3|mhci|seq2900
antigen137|Q5HHB7|BA000018.3|mhci|seq2900	antigen137|Q5HHB7|CP002114.3|mhci|seq365
antigen137|Q5HHB7|BA000018.3|mhci|seq2996	antigen137|Q5HHB7|BA000018.3|mhci|seq2996
antigen137|Q5HHB7|BA000018.3|mhci|seq3028	antigen137|Q5HHB7|BA000018.3|mhci|seq3028
antigen137|Q5HHB7|BA000018.3|mhci|seq3028	antigen137|Q5HHB7|CP002114.3|mhci|seq3024
antigen137|Q5HHB7|BA000018.3|mhci|seq3060	antigen137|Q5HHB7|BA000018.3|mhci|seq3060
antigen137|Q5HHB7|BA000018.3|mhci|seq3124	antigen137|Q5HHB7|BA000018.3|mhci|seq3124
antigen137|Q5HHB7|BA000018.3|mhci|seq3188	antigen137|Q5HHB7|BA000018.3|mhci|seq3188
antigen137|Q5HHB7|BA000018.3|mhci|seq3316	antigen137|Q5HHB7|BA000018.3|mhci|seq3316
antigen137|Q5HHB7|BA000018.3|mhci|seq3348	antigen137|Q5HHB7|BA000018.3|mhci|seq3348
antigen137|Q5HHB7|BA000018.3|mhci|seq3380	antigen137|Q5HHB7|BA000018.3|mhci|seq3380
antigen137|Q5HHB7|BA000018.3|mhci|seq3476	antigen137|Q5HHB7|BA000018.3|mhci|seq3476
antigen137|Q5HHB7|BA000018.3|mhci|seq3508	antigen137|Q5HHB7|BA000018.3|mhci|seq3508
antigen137|Q5HHB7|BA000018.3|mhci|seq3508	antigen137|Q5HHB7|CP002114.3|mhci|seq3504
antigen137|Q5HHB7|BA000018.3|mhci|seq3636	antigen137|Q5HHB7|BA000018.3|mhci|seq3636
antigen137|Q5HHB7|BA000018.3|mhci|seq3956	antigen137|Q5HHB7|BA000018.3|mhci|seq3956
antigen137|Q5HHB7|BA000018.3|mhci|seq4212	antigen137|Q5HHB7|BA000018.3|mhci|seq4212
antigen137|Q5HHB7|BA000018.3|mhci|seq4244	antigen137|Q5HHB7|BA000018.3|mhci|seq4244
antigen137|Q5HHB7|BA000018.3|mhci|seq4436	antigen137|Q5HHB7|BA000018.3|mhci|seq4436
antigen137|Q5HHB7|BA000018.3|mhci|seq4436	antigen137|Q5HHB7|CP002114.3|mhci|seq4432
antigen137|Q5HHB7|BA000018.3|mhci|seq4468	antigen137|Q5HHB7|BA000018.3|mhci|seq4468
antigen137|Q5HHB7|BA000018.3|mhci|seq4468	antigen137|Q5HHB7|CP002114.3|mhci|seq4464
antigen137|Q5HHB7|BA000018.3|mhci|seq4532	antigen137|Q5HHB7|BA000018.3|mhci|seq4532
antigen137|Q5HHB7|BA000018.3|mhci|seq4692	antigen137|Q5HHB7|BA000018.3|mhci|seq4692
antigen137|Q5HHB7|BA000018.3|mhci|seq4724	antigen137|Q5HHB7|BA000018.3|mhci|seq4724
antigen137|Q5HHB7|BA000018.3|mhci|seq4788	antigen137|Q5HHB7|BA000018.3|mhci|seq4788
antigen137|Q5HHB7|CP002114.3|mhci|seq18	antigen137|Q5HHB7|CP002114.3|mhci|seq18
antigen137|Q5HHB7|CP002114.3|mhci|seq114	antigen137|Q5HHB7|CP002114.3|mhci|seq114
antigen137|Q5HHB7|CP002114.3|mhci|seq114	antigen137|Q5HHB7|BA000018.3|mhci|seq114
antigen137|Q5HHB7|CP002114.3|mhci|seq146	antigen137|Q5HHB7|CP002114.3|mhci|seq146
antigen137|Q5HHB7|CP002114.3|mhci|seq178	antigen137|Q5HHB7|CP002114.3|mhci|seq178
antigen137|Q5HHB7|CP002114.3|mhci|seq178	antigen137|Q5HHB7|BA000018.3|mhci|seq202
antigen137|Q5HHB7|CP002114.3|mhci|seq274	antigen137|Q5HHB7|CP002114.3|mhci|seq274
antigen137|Q5HHB7|CP002114.3|mhci|seq306	antigen137|Q5HHB7|CP002114.3|mhci|seq306
antigen137|Q5HHB7|CP002114.3|mhci|seq338	antigen137|Q5HHB7|CP002114.3|mhci|seq338
antigen137|Q5HHB7|CP002114.3|mhci|seq338	antigen137|Q5HHB7|BA000018.3|mhci|seq354
antigen137|Q5HHB7|CP002114.3|mhci|seq658	antigen137|Q5HHB7|CP002114.3|mhci|seq658
antigen137|Q5HHB7|CP002114.3|mhci|seq658	antigen137|Q5HHB7|BA000018.3|mhci|seq674
antigen137|Q5HHB7|CP002114.3|mhci|seq690	antigen137|Q5HHB7|CP002114.3|mhci|seq690
antigen137|Q5HHB7|CP002114.3|mhci|seq690	antigen137|Q5HHB7|BA000018.3|mhci|seq710
antigen137|Q5HHB7|CP002114.3|mhci|seq722	antigen137|Q5HHB7|CP002114.3|mhci|seq722
antigen137|Q5HHB7|CP002114.3|mhci|seq722	antigen137|Q5HHB7|BA000018.3|mhci|seq742
antigen137|Q5HHB7|CP002114.3|mhci|seq754	antigen137|Q5HHB7|CP002114.3|mhci|seq754
antigen137|Q5HHB7|CP002114.3|mhci|seq754	antigen137|Q5HHB7|BA000018.3|mhci|seq774
antigen137|Q5HHB7|CP002114.3|mhci|seq786	antigen137|Q5HHB7|CP002114.3|mhci|seq786
antigen137|Q5HHB7|CP002114.3|mhci|seq786	antigen137|Q5HHB7|BA000018.3|mhci|seq802
antigen137|Q5HHB7|CP002114.3|mhci|seq818	antigen137|Q5HHB7|CP002114.3|mhci|seq818
antigen137|Q5HHB7|CP002114.3|mhci|seq818	antigen137|Q5HHB7|BA000018.3|mhci|seq834
antigen137|Q5HHB7|CP002114.3|mhci|seq850	antigen137|Q5HHB7|CP002114.3|mhci|seq850
antigen137|Q5HHB7|CP002114.3|mhci|seq850	antigen137|Q5HHB7|BA000018.3|mhci|seq866
antigen137|Q5HHB7|CP002114.3|mhci|seq882	antigen137|Q5HHB7|CP002114.3|mhci|seq882
antigen137|Q5HHB7|CP002114.3|mhci|seq882	antigen137|Q5HHB7|BA000018.3|mhci|seq898
antigen137|Q5HHB7|CP002114.3|mhci|seq914	antigen137|Q5HHB7|CP002114.3|mhci|seq914
antigen137|Q5HHB7|CP002114.3|mhci|seq914	antigen137|Q5HHB7|BA000018.3|mhci|seq930
antigen137|Q5HHB7|CP002114.3|mhci|seq946	antigen137|Q5HHB7|CP002114.3|mhci|seq946
antigen137|Q5HHB7|CP002114.3|mhci|seq946	antigen137|Q5HHB7|BA000018.3|mhci|seq962
antigen137|Q5HHB7|CP002114.3|mhci|seq1010	antigen137|Q5HHB7|CP002114.3|mhci|seq1010
antigen137|Q5HHB7|CP002114.3|mhci|seq1202	antigen137|Q5HHB7|CP002114.3|mhci|seq1202
antigen137|Q5HHB7|CP002114.3|mhci|seq1234	antigen137|Q5HHB7|CP002114.3|mhci|seq1234
antigen137|Q5HHB7|CP002114.3|mhci|seq1234	antigen137|Q5HHB7|BA000018.3|mhci|seq1230
antigen137|Q5HHB7|CP002114.3|mhci|seq1234	antigen137|Q5HHB7|CP002114.3|mhci|seq1235
antigen137|Q5HHB7|CP002114.3|mhci|seq1234	antigen137|Q5HHB7|BA000018.3|mhci|seq1231
antigen137|Q5HHB7|CP002114.3|mhci|seq1266	antigen137|Q5HHB7|CP002114.3|mhci|seq1266
antigen137|Q5HHB7|CP002114.3|mhci|seq1266	antigen137|Q5HHB7|BA000018.3|mhci|seq1262
antigen137|Q5HHB7|CP002114.3|mhci|seq1266	antigen137|Q5HHB7|CP002114.3|mhci|seq1267
antigen137|Q5HHB7|CP002114.3|mhci|seq1266	antigen137|Q5HHB7|BA000018.3|mhci|seq1263
antigen137|Q5HHB7|CP002114.3|mhci|seq1298	antigen137|Q5HHB7|CP002114.3|mhci|seq1298
antigen137|Q5HHB7|CP002114.3|mhci|seq1298	antigen137|Q5HHB7|BA000018.3|mhci|seq1294
antigen137|Q5HHB7|CP002114.3|mhci|seq1298	antigen137|Q5HHB7|CP002114.3|mhci|seq1299
antigen137|Q5HHB7|CP002114.3|mhci|seq1298	antigen137|Q5HHB7|BA000018.3|mhci|seq1295
antigen137|Q5HHB7|CP002114.3|mhci|seq1330	antigen137|Q5HHB7|CP002114.3|mhci|seq1330
antigen137|Q5HHB7|CP002114.3|mhci|seq1330	antigen137|Q5HHB7|BA000018.3|mhci|seq1326
antigen137|Q5HHB7|CP002114.3|mhci|seq1330	antigen137|Q5HHB7|CP002114.3|mhci|seq1331
antigen137|Q5HHB7|CP002114.3|mhci|seq1330	antigen137|Q5HHB7|BA000018.3|mhci|seq1327
antigen137|Q5HHB7|CP002114.3|mhci|seq1362	antigen137|Q5HHB7|CP002114.3|mhci|seq1362
antigen137|Q5HHB7|CP002114.3|mhci|seq1362	antigen137|Q5HHB7|BA000018.3|mhci|seq1350
antigen137|Q5HHB7|CP002114.3|mhci|seq1362	antigen137|Q5HHB7|CP002114.3|mhci|seq1363
antigen137|Q5HHB7|CP002114.3|mhci|seq1362	antigen137|Q5HHB7|BA000018.3|mhci|seq1351
antigen137|Q5HHB7|CP002114.3|mhci|seq1394	antigen137|Q5HHB7|CP002114.3|mhci|seq1394
antigen137|Q5HHB7|CP002114.3|mhci|seq1394	antigen137|Q5HHB7|BA000018.3|mhci|seq1382
antigen137|Q5HHB7|CP002114.3|mhci|seq1426	antigen137|Q5HHB7|CP002114.3|mhci|seq1426
antigen137|Q5HHB7|CP002114.3|mhci|seq1426	antigen137|Q5HHB7|BA000018.3|mhci|seq1414
antigen137|Q5HHB7|CP002114.3|mhci|seq1426	antigen137|Q5HHB7|CP002114.3|mhci|seq1427
antigen137|Q5HHB7|CP002114.3|mhci|seq1426	antigen137|Q5HHB7|BA000018.3|mhci|seq1415
antigen137|Q5HHB7|CP002114.3|mhci|seq1458	antigen137|Q5HHB7|CP002114.3|mhci|seq1458
antigen137|Q5HHB7|CP002114.3|mhci|seq1458	antigen137|Q5HHB7|BA000018.3|mhci|seq1446
antigen137|Q5HHB7|CP002114.3|mhci|seq1458	antigen137|Q5HHB7|CP002114.3|mhci|seq1459
antigen137|Q5HHB7|CP002114.3|mhci|seq1458	antigen137|Q5HHB7|BA000018.3|mhci|seq1447
antigen137|Q5HHB7|CP002114.3|mhci|seq1490	antigen137|Q5HHB7|CP002114.3|mhci|seq1490
antigen137|Q5HHB7|CP002114.3|mhci|seq1490	antigen137|Q5HHB7|BA000018.3|mhci|seq1482
antigen137|Q5HHB7|CP002114.3|mhci|seq1490	antigen137|Q5HHB7|CP002114.3|mhci|seq1491
antigen137|Q5HHB7|CP002114.3|mhci|seq1490	antigen137|Q5HHB7|BA000018.3|mhci|seq1483
antigen137|Q5HHB7|CP002114.3|mhci|seq1522	antigen137|Q5HHB7|CP002114.3|mhci|seq1522
antigen137|Q5HHB7|CP002114.3|mhci|seq1522	antigen137|Q5HHB7|BA000018.3|mhci|seq1514
antigen137|Q5HHB7|CP002114.3|mhci|seq1522	antigen137|Q5HHB7|CP002114.3|mhci|seq1523
antigen137|Q5HHB7|CP002114.3|mhci|seq1522	antigen137|Q5HHB7|BA000018.3|mhci|seq1515
antigen137|Q5HHB7|CP002114.3|mhci|seq1554	antigen137|Q5HHB7|CP002114.3|mhci|seq1554
antigen137|Q5HHB7|CP002114.3|mhci|seq1554	antigen137|Q5HHB7|BA000018.3|mhci|seq1546
antigen137|Q5HHB7|CP002114.3|mhci|seq1554	antigen137|Q5HHB7|CP002114.3|mhci|seq1555
antigen137|Q5HHB7|CP002114.3|mhci|seq1554	antigen137|Q5HHB7|BA000018.3|mhci|seq1547
antigen137|Q5HHB7|CP002114.3|mhci|seq1586	antigen137|Q5HHB7|CP002114.3|mhci|seq1586
antigen137|Q5HHB7|CP002114.3|mhci|seq1586	antigen137|Q5HHB7|BA000018.3|mhci|seq1578
antigen137|Q5HHB7|CP002114.3|mhci|seq1586	antigen137|Q5HHB7|CP002114.3|mhci|seq1587
antigen137|Q5HHB7|CP002114.3|mhci|seq1586	antigen137|Q5HHB7|BA000018.3|mhci|seq1579
antigen137|Q5HHB7|CP002114.3|mhci|seq1618	antigen137|Q5HHB7|CP002114.3|mhci|seq1618
antigen137|Q5HHB7|CP002114.3|mhci|seq1618	antigen137|Q5HHB7|BA000018.3|mhci|seq1610
antigen137|Q5HHB7|CP002114.3|mhci|seq1714	antigen137|Q5HHB7|CP002114.3|mhci|seq1714
antigen137|Q5HHB7|CP002114.3|mhci|seq1714	antigen137|Q5HHB7|BA000018.3|mhci|seq1706
antigen137|Q5HHB7|CP002114.3|mhci|seq1714	antigen137|Q5HHB7|CP002114.3|mhci|seq1715
antigen137|Q5HHB7|CP002114.3|mhci|seq1714	antigen137|Q5HHB7|BA000018.3|mhci|seq1707
antigen137|Q5HHB7|CP002114.3|mhci|seq1746	antigen137|Q5HHB7|CP002114.3|mhci|seq1746
antigen137|Q5HHB7|CP002114.3|mhci|seq1746	antigen137|Q5HHB7|BA000018.3|mhci|seq1738
antigen137|Q5HHB7|CP002114.3|mhci|seq1778	antigen137|Q5HHB7|CP002114.3|mhci|seq1778
antigen137|Q5HHB7|CP002114.3|mhci|seq1778	antigen137|Q5HHB7|BA000018.3|mhci|seq1770
antigen137|Q5HHB7|CP002114.3|mhci|seq1842	antigen137|Q5HHB7|CP002114.3|mhci|seq1842
antigen137|Q5HHB7|CP002114.3|mhci|seq1874	antigen137|Q5HHB7|CP002114.3|mhci|seq1874
antigen137|Q5HHB7|CP002114.3|mhci|seq1874	antigen137|Q5HHB7|BA000018.3|mhci|seq1866
antigen137|Q5HHB7|CP002114.3|mhci|seq1906	antigen137|Q5HHB7|CP002114.3|mhci|seq1906
antigen137|Q5HHB7|CP002114.3|mhci|seq1906	antigen137|Q5HHB7|BA000018.3|mhci|seq1898
antigen137|Q5HHB7|CP002114.3|mhci|seq1938	antigen137|Q5HHB7|CP002114.3|mhci|seq1938
antigen137|Q5HHB7|CP002114.3|mhci|seq1938	antigen137|Q5HHB7|BA000018.3|mhci|seq1930
antigen137|Q5HHB7|CP002114.3|mhci|seq1970	antigen137|Q5HHB7|CP002114.3|mhci|seq1970
antigen137|Q5HHB7|CP002114.3|mhci|seq1970	antigen137|Q5HHB7|BA000018.3|mhci|seq1962
antigen137|Q5HHB7|CP002114.3|mhci|seq2002	antigen137|Q5HHB7|CP002114.3|mhci|seq2002
antigen137|Q5HHB7|CP002114.3|mhci|seq2002	antigen137|Q5HHB7|BA000018.3|mhci|seq1998
antigen137|Q5HHB7|CP002114.3|mhci|seq2002	antigen137|Q5HHB7|CP002114.3|mhci|seq2003
antigen137|Q5HHB7|CP002114.3|mhci|seq2002	antigen137|Q5HHB7|BA000018.3|mhci|seq1999
antigen137|Q5HHB7|CP002114.3|mhci|seq2034	antigen137|Q5HHB7|CP002114.3|mhci|seq2034
antigen137|Q5HHB7|CP002114.3|mhci|seq2034	antigen137|Q5HHB7|BA000018.3|mhci|seq2030
antigen137|Q5HHB7|CP002114.3|mhci|seq2066	antigen137|Q5HHB7|CP002114.3|mhci|seq2066
antigen137|Q5HHB7|CP002114.3|mhci|seq2066	antigen137|Q5HHB7|BA000018.3|mhci|seq2062
antigen137|Q5HHB7|CP002114.3|mhci|seq2066	antigen137|Q5HHB7|CP002114.3|mhci|seq2067
antigen137|Q5HHB7|CP002114.3|mhci|seq2066	antigen137|Q5HHB7|BA000018.3|mhci|seq2063
antigen137|Q5HHB7|CP002114.3|mhci|seq2098	antigen137|Q5HHB7|CP002114.3|mhci|seq2098
antigen137|Q5HHB7|CP002114.3|mhci|seq2098	antigen137|Q5HHB7|BA000018.3|mhci|seq2094
antigen137|Q5HHB7|CP002114.3|mhci|seq2130	antigen137|Q5HHB7|CP002114.3|mhci|seq2130
antigen137|Q5HHB7|CP002114.3|mhci|seq2130	antigen137|Q5HHB7|BA000018.3|mhci|seq2126
antigen137|Q5HHB7|CP002114.3|mhci|seq2162	antigen137|Q5HHB7|CP002114.3|mhci|seq2162
antigen137|Q5HHB7|CP002114.3|mhci|seq2162	antigen137|Q5HHB7|BA000018.3|mhci|seq2158
antigen137|Q5HHB7|CP002114.3|mhci|seq2162	antigen137|Q5HHB7|CP002114.3|mhci|seq2163
antigen137|Q5HHB7|CP002114.3|mhci|seq2162	antigen137|Q5HHB7|BA000018.3|mhci|seq2159
antigen137|Q5HHB7|CP002114.3|mhci|seq2194	antigen137|Q5HHB7|CP002114.3|mhci|seq2194
antigen137|Q5HHB7|CP002114.3|mhci|seq2194	antigen137|Q5HHB7|BA000018.3|mhci|seq2194
antigen137|Q5HHB7|CP002114.3|mhci|seq2226	antigen137|Q5HHB7|CP002114.3|mhci|seq2226
antigen137|Q5HHB7|CP002114.3|mhci|seq2226	antigen137|Q5HHB7|BA000018.3|mhci|seq2222
antigen137|Q5HHB7|CP002114.3|mhci|seq2258	antigen137|Q5HHB7|CP002114.3|mhci|seq2258
antigen137|Q5HHB7|CP002114.3|mhci|seq2258	antigen137|Q5HHB7|BA000018.3|mhci|seq2250
antigen137|Q5HHB7|CP002114.3|mhci|seq2290	antigen137|Q5HHB7|CP002114.3|mhci|seq2290
antigen137|Q5HHB7|CP002114.3|mhci|seq2290	antigen137|Q5HHB7|BA000018.3|mhci|seq2286
antigen137|Q5HHB7|CP002114.3|mhci|seq2322	antigen137|Q5HHB7|CP002114.3|mhci|seq2322
