antigen63|P65177|HE681097.1|mhci|seq669	antigen63|P65177|HE681097.1|mhci|seq669
antigen63|P65177|BX571857.1|mhci|seq604	antigen63|P65177|BX571857.1|mhci|seq604
antigen63|P65177|BX571857.1|mhci|seq604	antigen63|P65177|BA000018.3|mhci|seq612
antigen63|P65177|BX571857.1|mhci|seq636	antigen63|P65177|BX571857.1|mhci|seq636
antigen63|P65177|BX571857.1|mhci|seq636	antigen63|P65177|BA000018.3|mhci|seq640
antigen63|P65177|BX571857.1|mhci|seq668	antigen63|P65177|BX571857.1|mhci|seq668
antigen63|P65177|BX571857.1|mhci|seq668	antigen63|P65177|BA000018.3|mhci|seq672
antigen63|P65177|BX571857.1|mhci|seq700	antigen63|P65177|BX571857.1|mhci|seq700
antigen63|P65177|BX571857.1|mhci|seq700	antigen63|P65177|BA000018.3|mhci|seq704
antigen63|P65177|BX571857.1|mhci|seq732	antigen63|P65177|BX571857.1|mhci|seq732
antigen63|P65177|BX571857.1|mhci|seq732	antigen63|P65177|BA000018.3|mhci|seq736
antigen63|P65177|BX571857.1|mhci|seq796	antigen63|P65177|BX571857.1|mhci|seq796
antigen63|P65177|BX571857.1|mhci|seq796	antigen63|P65177|BA000018.3|mhci|seq800
antigen63|P65177|BX571857.1|mhci|seq828	antigen63|P65177|BX571857.1|mhci|seq828
antigen63|P65177|HE681097.1|mhci|seq6	antigen63|P65177|HE681097.1|mhci|seq6
antigen63|P65177|HE681097.1|mhci|seq6	antigen63|P65177|CP002114.3|mhci|seq6
antigen63|P65177|HE681097.1|mhci|seq38	antigen63|P65177|HE681097.1|mhci|seq38
antigen63|P65177|HE681097.1|mhci|seq38	antigen63|P65177|CP002114.3|mhci|seq38
antigen63|P65177|HE681097.1|mhci|seq70	antigen63|P65177|HE681097.1|mhci|seq70
antigen63|P65177|HE681097.1|mhci|seq70	antigen63|P65177|CP002114.3|mhci|seq70
antigen63|P65177|HE681097.1|mhci|seq70	antigen63|P65177|HE681097.1|mhci|seq71
antigen63|P65177|HE681097.1|mhci|seq70	antigen63|P65177|CP002114.3|mhci|seq71
antigen63|P65177|HE681097.1|mhci|seq70	antigen63|P65177|BA000018.3|mhci|seq70
antigen63|P65177|HE681097.1|mhci|seq70	antigen63|P65177|BX571857.1|mhci|seq66
antigen63|P65177|HE681097.1|mhci|seq70	antigen63|P65177|BA000018.3|mhci|seq71
antigen63|P65177|HE681097.1|mhci|seq70	antigen63|P65177|BX571857.1|mhci|seq67
antigen63|P65177|HE681097.1|mhci|seq102	antigen63|P65177|HE681097.1|mhci|seq102
antigen63|P65177|HE681097.1|mhci|seq102	antigen63|P65177|CP002114.3|mhci|seq102
antigen63|P65177|HE681097.1|mhci|seq102	antigen63|P65177|BX571857.1|mhci|seq90
antigen63|P65177|HE681097.1|mhci|seq102	antigen63|P65177|BA000018.3|mhci|seq98
antigen63|P65177|HE681097.1|mhci|seq102	antigen63|P65177|BX571857.1|mhci|seq91
antigen63|P65177|HE681097.1|mhci|seq102	antigen63|P65177|BA000018.3|mhci|seq99
antigen63|P65177|HE681097.1|mhci|seq102	antigen63|P65177|HE681097.1|mhci|seq103
antigen63|P65177|HE681097.1|mhci|seq102	antigen63|P65177|CP002114.3|mhci|seq103
antigen63|P65177|HE681097.1|mhci|seq134	antigen63|P65177|HE681097.1|mhci|seq134
antigen63|P65177|HE681097.1|mhci|seq134	antigen63|P65177|CP002114.3|mhci|seq134
antigen63|P65177|HE681097.1|mhci|seq134	antigen63|P65177|HE681097.1|mhci|seq135
antigen63|P65177|HE681097.1|mhci|seq134	antigen63|P65177|CP002114.3|mhci|seq135
antigen63|P65177|HE681097.1|mhci|seq166	antigen63|P65177|HE681097.1|mhci|seq166
antigen63|P65177|HE681097.1|mhci|seq166	antigen63|P65177|CP002114.3|mhci|seq166
antigen63|P65177|HE681097.1|mhci|seq198	antigen63|P65177|HE681097.1|mhci|seq198
antigen63|P65177|HE681097.1|mhci|seq198	antigen63|P65177|CP002114.3|mhci|seq198
antigen63|P65177|HE681097.1|mhci|seq198	antigen63|P65177|HE681097.1|mhci|seq199
antigen63|P65177|HE681097.1|mhci|seq198	antigen63|P65177|CP002114.3|mhci|seq199
antigen63|P65177|HE681097.1|mhci|seq262	antigen63|P65177|HE681097.1|mhci|seq262
antigen63|P65177|HE681097.1|mhci|seq262	antigen63|P65177|CP002114.3|mhci|seq262
antigen63|P65177|HE681097.1|mhci|seq262	antigen63|P65177|HE681097.1|mhci|seq263
antigen63|P65177|HE681097.1|mhci|seq262	antigen63|P65177|CP002114.3|mhci|seq263
antigen63|P65177|HE681097.1|mhci|seq358	antigen63|P65177|HE681097.1|mhci|seq358
antigen63|P65177|HE681097.1|mhci|seq390	antigen63|P65177|HE681097.1|mhci|seq390
antigen63|P65177|HE681097.1|mhci|seq390	antigen63|P65177|CP002114.3|mhci|seq390
antigen63|P65177|HE681097.1|mhci|seq518	antigen63|P65177|HE681097.1|mhci|seq518
antigen63|P65177|HE681097.1|mhci|seq518	antigen63|P65177|CP002114.3|mhci|seq518
antigen63|P65177|HE681097.1|mhci|seq614	antigen63|P65177|HE681097.1|mhci|seq614
antigen63|P65177|HE681097.1|mhci|seq614	antigen63|P65177|CP002114.3|mhci|seq614
antigen63|P65177|HE681097.1|mhci|seq614	antigen63|P65177|HE681097.1|mhci|seq613
antigen63|P65177|HE681097.1|mhci|seq614	antigen63|P65177|CP002114.3|mhci|seq613
antigen63|P65177|HE681097.1|mhci|seq838	antigen63|P65177|HE681097.1|mhci|seq838
antigen63|P65177|HE681097.1|mhci|seq838	antigen63|P65177|CP002114.3|mhci|seq838
antigen63|P65177|HE681097.1|mhci|seq902	antigen63|P65177|HE681097.1|mhci|seq902
antigen63|P65177|HE681097.1|mhci|seq902	antigen63|P65177|CP002114.3|mhci|seq902
antigen63|P65177|BA000018.3|mhci|seq48	antigen63|P65177|BA000018.3|mhci|seq48
antigen63|P65177|BA000018.3|mhci|seq48	antigen63|P65177|BX571857.1|mhci|seq48
antigen63|P65177|BA000018.3|mhci|seq80	antigen63|P65177|BA000018.3|mhci|seq80
antigen63|P65177|BA000018.3|mhci|seq80	antigen63|P65177|BX571857.1|mhci|seq72
antigen63|P65177|BA000018.3|mhci|seq112	antigen63|P65177|BA000018.3|mhci|seq112
antigen63|P65177|BA000018.3|mhci|seq112	antigen63|P65177|BX571857.1|mhci|seq104
antigen63|P65177|BA000018.3|mhci|seq176	antigen63|P65177|BA000018.3|mhci|seq176
antigen63|P65177|BA000018.3|mhci|seq176	antigen63|P65177|BX571857.1|mhci|seq172
antigen63|P65177|BA000018.3|mhci|seq208	antigen63|P65177|BA000018.3|mhci|seq208
antigen63|P65177|BA000018.3|mhci|seq240	antigen63|P65177|BA000018.3|mhci|seq240
antigen63|P65177|BA000018.3|mhci|seq272	antigen63|P65177|BA000018.3|mhci|seq272
antigen63|P65177|BA000018.3|mhci|seq272	antigen63|P65177|BX571857.1|mhci|seq260
antigen63|P65177|BA000018.3|mhci|seq304	antigen63|P65177|BA000018.3|mhci|seq304
antigen63|P65177|BA000018.3|mhci|seq304	antigen63|P65177|BX571857.1|mhci|seq296
antigen63|P65177|BA000018.3|mhci|seq400	antigen63|P65177|BA000018.3|mhci|seq400
antigen63|P65177|BA000018.3|mhci|seq432	antigen63|P65177|BA000018.3|mhci|seq432
antigen63|P65177|BA000018.3|mhci|seq432	antigen63|P65177|BX571857.1|mhci|seq424
antigen63|P65177|BA000018.3|mhci|seq528	antigen63|P65177|BA000018.3|mhci|seq528
antigen63|P65177|BA000018.3|mhci|seq560	antigen63|P65177|BA000018.3|mhci|seq560
antigen63|P65177|BA000018.3|mhci|seq624	antigen63|P65177|BA000018.3|mhci|seq624
antigen63|P65177|BA000018.3|mhci|seq656	antigen63|P65177|BA000018.3|mhci|seq656
antigen63|P65177|BA000018.3|mhci|seq656	antigen63|P65177|BX571857.1|mhci|seq652
antigen63|P65177|BA000018.3|mhci|seq688	antigen63|P65177|BA000018.3|mhci|seq688
antigen63|P65177|BA000018.3|mhci|seq688	antigen63|P65177|BX571857.1|mhci|seq684
antigen63|P65177|BA000018.3|mhci|seq720	antigen63|P65177|BA000018.3|mhci|seq720
antigen63|P65177|BA000018.3|mhci|seq720	antigen63|P65177|BX571857.1|mhci|seq720
antigen63|P65177|BA000018.3|mhci|seq752	antigen63|P65177|BA000018.3|mhci|seq752
antigen63|P65177|BA000018.3|mhci|seq784	antigen63|P65177|BA000018.3|mhci|seq784
antigen63|P65177|BA000018.3|mhci|seq816	antigen63|P65177|BA000018.3|mhci|seq816
antigen63|P65177|BA000018.3|mhci|seq816	antigen63|P65177|BX571857.1|mhci|seq812
antigen63|P65177|BA000018.3|mhci|seq848	antigen63|P65177|BA000018.3|mhci|seq848
antigen63|P65177|BA000018.3|mhci|seq848	antigen63|P65177|BX571857.1|mhci|seq844
antigen63|P65177|CP002114.3|mhci|seq58	antigen63|P65177|CP002114.3|mhci|seq58
antigen63|P65177|CP002114.3|mhci|seq58	antigen63|P65177|HE681097.1|mhci|seq58
antigen63|P65177|CP002114.3|mhci|seq58	antigen63|P65177|CP002114.3|mhci|seq59
antigen63|P65177|CP002114.3|mhci|seq58	antigen63|P65177|HE681097.1|mhci|seq59
antigen63|P65177|CP002114.3|mhci|seq90	antigen63|P65177|CP002114.3|mhci|seq90
antigen63|P65177|CP002114.3|mhci|seq90	antigen63|P65177|HE681097.1|mhci|seq90
antigen63|P65177|CP002114.3|mhci|seq90	antigen63|P65177|CP002114.3|mhci|seq91
antigen63|P65177|CP002114.3|mhci|seq90	antigen63|P65177|HE681097.1|mhci|seq91
antigen63|P65177|CP002114.3|mhci|seq122	antigen63|P65177|CP002114.3|mhci|seq122
antigen63|P65177|CP002114.3|mhci|seq122	antigen63|P65177|HE681097.1|mhci|seq122
antigen63|P65177|CP002114.3|mhci|seq122	antigen63|P65177|CP002114.3|mhci|seq123
antigen63|P65177|CP002114.3|mhci|seq122	antigen63|P65177|HE681097.1|mhci|seq123
antigen63|P65177|CP002114.3|mhci|seq154	antigen63|P65177|CP002114.3|mhci|seq154
antigen63|P65177|CP002114.3|mhci|seq154	antigen63|P65177|HE681097.1|mhci|seq154
antigen63|P65177|CP002114.3|mhci|seq154	antigen63|P65177|BA000018.3|mhci|seq159
antigen63|P65177|CP002114.3|mhci|seq154	antigen63|P65177|BX571857.1|mhci|seq39
antigen63|P65177|CP002114.3|mhci|seq154	antigen63|P65177|BX571857.1|mhci|seq649
antigen63|P65177|CP002114.3|mhci|seq154	antigen63|P65177|BA000018.3|mhci|seq653
antigen63|P65177|CP002114.3|mhci|seq154	antigen63|P65177|BA000018.3|mhci|seq158
antigen63|P65177|CP002114.3|mhci|seq154	antigen63|P65177|BA000018.3|mhci|seq726
antigen63|P65177|CP002114.3|mhci|seq154	antigen63|P65177|CP002114.3|mhci|seq155
antigen63|P65177|CP002114.3|mhci|seq154	antigen63|P65177|HE681097.1|mhci|seq155
antigen63|P65177|CP002114.3|mhci|seq186	antigen63|P65177|CP002114.3|mhci|seq186
antigen63|P65177|CP002114.3|mhci|seq186	antigen63|P65177|HE681097.1|mhci|seq186
antigen63|P65177|CP002114.3|mhci|seq186	antigen63|P65177|CP002114.3|mhci|seq187
antigen63|P65177|CP002114.3|mhci|seq186	antigen63|P65177|HE681097.1|mhci|seq187
antigen63|P65177|CP002114.3|mhci|seq218	antigen63|P65177|CP002114.3|mhci|seq218
antigen63|P65177|CP002114.3|mhci|seq218	antigen63|P65177|HE681097.1|mhci|seq218
antigen63|P65177|CP002114.3|mhci|seq218	antigen63|P65177|CP002114.3|mhci|seq219
antigen63|P65177|CP002114.3|mhci|seq218	antigen63|P65177|HE681097.1|mhci|seq219
antigen63|P65177|CP002114.3|mhci|seq250	antigen63|P65177|CP002114.3|mhci|seq250
antigen63|P65177|CP002114.3|mhci|seq250	antigen63|P65177|HE681097.1|mhci|seq250
antigen63|P65177|CP002114.3|mhci|seq250	antigen63|P65177|CP002114.3|mhci|seq251
antigen63|P65177|CP002114.3|mhci|seq250	antigen63|P65177|HE681097.1|mhci|seq251
antigen63|P65177|CP002114.3|mhci|seq250	antigen63|P65177|BX571857.1|mhci|seq238
antigen63|P65177|CP002114.3|mhci|seq250	antigen63|P65177|BA000018.3|mhci|seq246
antigen63|P65177|CP002114.3|mhci|seq250	antigen63|P65177|BX571857.1|mhci|seq239
antigen63|P65177|CP002114.3|mhci|seq250	antigen63|P65177|BA000018.3|mhci|seq247
antigen63|P65177|CP002114.3|mhci|seq282	antigen63|P65177|CP002114.3|mhci|seq282
antigen63|P65177|CP002114.3|mhci|seq282	antigen63|P65177|HE681097.1|mhci|seq282
antigen63|P65177|CP002114.3|mhci|seq282	antigen63|P65177|CP002114.3|mhci|seq283
antigen63|P65177|CP002114.3|mhci|seq282	antigen63|P65177|HE681097.1|mhci|seq283
antigen63|P65177|CP002114.3|mhci|seq314	antigen63|P65177|CP002114.3|mhci|seq314
antigen63|P65177|CP002114.3|mhci|seq314	antigen63|P65177|HE681097.1|mhci|seq314
antigen63|P65177|CP002114.3|mhci|seq315	antigen63|P65177|CP002114.3|mhci|seq315
antigen63|P65177|CP002114.3|mhci|seq315	antigen63|P65177|HE681097.1|mhci|seq315
antigen63|P65177|CP002114.3|mhci|seq379	antigen63|P65177|CP002114.3|mhci|seq379
antigen63|P65177|CP002114.3|mhci|seq379	antigen63|P65177|HE681097.1|mhci|seq379
antigen63|P65177|CP002114.3|mhci|seq411	antigen63|P65177|CP002114.3|mhci|seq411
antigen63|P65177|CP002114.3|mhci|seq411	antigen63|P65177|HE681097.1|mhci|seq411
antigen63|P65177|CP002114.3|mhci|seq443	antigen63|P65177|CP002114.3|mhci|seq443
antigen63|P65177|CP002114.3|mhci|seq443	antigen63|P65177|HE681097.1|mhci|seq443
antigen63|P65177|CP002114.3|mhci|seq475	antigen63|P65177|CP002114.3|mhci|seq475
antigen63|P65177|CP002114.3|mhci|seq507	antigen63|P65177|CP002114.3|mhci|seq507
antigen63|P65177|CP002114.3|mhci|seq539	antigen63|P65177|CP002114.3|mhci|seq539
antigen63|P65177|CP002114.3|mhci|seq539	antigen63|P65177|HE681097.1|mhci|seq539
antigen63|P65177|CP002114.3|mhci|seq571	antigen63|P65177|CP002114.3|mhci|seq571
antigen63|P65177|CP002114.3|mhci|seq603	antigen63|P65177|CP002114.3|mhci|seq603
antigen63|P65177|CP002114.3|mhci|seq603	antigen63|P65177|HE681097.1|mhci|seq603
antigen63|P65177|CP002114.3|mhci|seq667	antigen63|P65177|CP002114.3|mhci|seq667
antigen63|P65177|CP002114.3|mhci|seq699	antigen63|P65177|CP002114.3|mhci|seq699
antigen63|P65177|CP002114.3|mhci|seq699	antigen63|P65177|HE681097.1|mhci|seq699
antigen63|P65177|CP002114.3|mhci|seq731	antigen63|P65177|CP002114.3|mhci|seq731
antigen63|P65177|CP002114.3|mhci|seq731	antigen63|P65177|HE681097.1|mhci|seq731
antigen63|P65177|CP002114.3|mhci|seq795	antigen63|P65177|CP002114.3|mhci|seq795
antigen63|P65177|CP002114.3|mhci|seq795	antigen63|P65177|HE681097.1|mhci|seq795
antigen63|P65177|CP002114.3|mhci|seq827	antigen63|P65177|CP002114.3|mhci|seq827
antigen63|P65177|CP002114.3|mhci|seq827	antigen63|P65177|HE681097.1|mhci|seq827
antigen63|P65177|CP002114.3|mhci|seq859	antigen63|P65177|CP002114.3|mhci|seq859
antigen63|P65177|CP002114.3|mhci|seq859	antigen63|P65177|HE681097.1|mhci|seq859
antigen63|P65177|CP002114.3|mhci|seq891	antigen63|P65177|CP002114.3|mhci|seq891
antigen63|P65177|CP002114.3|mhci|seq891	antigen63|P65177|HE681097.1|mhci|seq891
antigen63|P65177|BX571857.1|mhci|seq30	antigen63|P65177|BX571857.1|mhci|seq30
antigen63|P65177|BX571857.1|mhci|seq62	antigen63|P65177|BX571857.1|mhci|seq62
antigen63|P65177|BX571857.1|mhci|seq62	antigen63|P65177|BA000018.3|mhci|seq66
antigen63|P65177|BX571857.1|mhci|seq62	antigen63|P65177|BX571857.1|mhci|seq63
antigen63|P65177|BX571857.1|mhci|seq62	antigen63|P65177|BA000018.3|mhci|seq67
antigen63|P65177|BX571857.1|mhci|seq126	antigen63|P65177|BX571857.1|mhci|seq126
antigen63|P65177|BX571857.1|mhci|seq126	antigen63|P65177|BA000018.3|mhci|seq130
antigen63|P65177|BX571857.1|mhci|seq126	antigen63|P65177|BX571857.1|mhci|seq127
antigen63|P65177|BX571857.1|mhci|seq126	antigen63|P65177|BA000018.3|mhci|seq131
antigen63|P65177|BX571857.1|mhci|seq190	antigen63|P65177|BX571857.1|mhci|seq190
antigen63|P65177|BX571857.1|mhci|seq190	antigen63|P65177|BA000018.3|mhci|seq194
antigen63|P65177|BX571857.1|mhci|seq254	antigen63|P65177|BX571857.1|mhci|seq254
antigen63|P65177|BX571857.1|mhci|seq254	antigen63|P65177|BA000018.3|mhci|seq262
antigen63|P65177|BX571857.1|mhci|seq254	antigen63|P65177|BX571857.1|mhci|seq255
antigen63|P65177|BX571857.1|mhci|seq254	antigen63|P65177|BA000018.3|mhci|seq263
antigen63|P65177|BX571857.1|mhci|seq318	antigen63|P65177|BX571857.1|mhci|seq318
antigen63|P65177|BX571857.1|mhci|seq318	antigen63|P65177|BA000018.3|mhci|seq326
antigen63|P65177|BX571857.1|mhci|seq350	antigen63|P65177|BX571857.1|mhci|seq350
antigen63|P65177|BX571857.1|mhci|seq638	antigen63|P65177|BX571857.1|mhci|seq638
antigen63|P65177|BX571857.1|mhci|seq830	antigen63|P65177|BX571857.1|mhci|seq830
antigen63|P65177|BX571857.1|mhci|seq830	antigen63|P65177|BA000018.3|mhci|seq834
antigen63|P65177|HE681097.1|mhci|seq40	antigen63|P65177|HE681097.1|mhci|seq40
antigen63|P65177|HE681097.1|mhci|seq40	antigen63|P65177|CP002114.3|mhci|seq40
antigen63|P65177|HE681097.1|mhci|seq104	antigen63|P65177|HE681097.1|mhci|seq104
antigen63|P65177|HE681097.1|mhci|seq104	antigen63|P65177|CP002114.3|mhci|seq104
antigen63|P65177|HE681097.1|mhci|seq136	antigen63|P65177|HE681097.1|mhci|seq136
antigen63|P65177|HE681097.1|mhci|seq136	antigen63|P65177|CP002114.3|mhci|seq136
antigen63|P65177|HE681097.1|mhci|seq168	antigen63|P65177|HE681097.1|mhci|seq168
antigen63|P65177|HE681097.1|mhci|seq168	antigen63|P65177|CP002114.3|mhci|seq168
antigen63|P65177|HE681097.1|mhci|seq200	antigen63|P65177|HE681097.1|mhci|seq200
antigen63|P65177|HE681097.1|mhci|seq264	antigen63|P65177|HE681097.1|mhci|seq264
antigen63|P65177|HE681097.1|mhci|seq264	antigen63|P65177|CP002114.3|mhci|seq264
antigen63|P65177|HE681097.1|mhci|seq296	antigen63|P65177|HE681097.1|mhci|seq296
antigen63|P65177|HE681097.1|mhci|seq296	antigen63|P65177|CP002114.3|mhci|seq296
antigen63|P65177|HE681097.1|mhci|seq360	antigen63|P65177|HE681097.1|mhci|seq360
antigen63|P65177|HE681097.1|mhci|seq360	antigen63|P65177|BX571857.1|mhci|seq360
antigen63|P65177|HE681097.1|mhci|seq360	antigen63|P65177|BX571857.1|mhci|seq361
antigen63|P65177|HE681097.1|mhci|seq360	antigen63|P65177|CP002114.3|mhci|seq361
antigen63|P65177|HE681097.1|mhci|seq360	antigen63|P65177|BA000018.3|mhci|seq369
antigen63|P65177|HE681097.1|mhci|seq360	antigen63|P65177|HE681097.1|mhci|seq361
antigen63|P65177|HE681097.1|mhci|seq360	antigen63|P65177|CP002114.3|mhci|seq360
antigen63|P65177|HE681097.1|mhci|seq360	antigen63|P65177|BA000018.3|mhci|seq368
antigen63|P65177|HE681097.1|mhci|seq392	antigen63|P65177|HE681097.1|mhci|seq392
antigen63|P65177|HE681097.1|mhci|seq424	antigen63|P65177|HE681097.1|mhci|seq424
antigen63|P65177|HE681097.1|mhci|seq424	antigen63|P65177|CP002114.3|mhci|seq424
antigen63|P65177|HE681097.1|mhci|seq488	antigen63|P65177|HE681097.1|mhci|seq488
antigen63|P65177|HE681097.1|mhci|seq488	antigen63|P65177|CP002114.3|mhci|seq488
antigen63|P65177|HE681097.1|mhci|seq520	antigen63|P65177|HE681097.1|mhci|seq520
antigen63|P65177|HE681097.1|mhci|seq520	antigen63|P65177|CP002114.3|mhci|seq520
antigen63|P65177|HE681097.1|mhci|seq552	antigen63|P65177|HE681097.1|mhci|seq552
antigen63|P65177|HE681097.1|mhci|seq584	antigen63|P65177|HE681097.1|mhci|seq584
antigen63|P65177|HE681097.1|mhci|seq584	antigen63|P65177|CP002114.3|mhci|seq584
antigen63|P65177|HE681097.1|mhci|seq616	antigen63|P65177|HE681097.1|mhci|seq616
antigen63|P65177|HE681097.1|mhci|seq616	antigen63|P65177|CP002114.3|mhci|seq616
antigen63|P65177|HE681097.1|mhci|seq648	antigen63|P65177|HE681097.1|mhci|seq648
antigen63|P65177|HE681097.1|mhci|seq648	antigen63|P65177|CP002114.3|mhci|seq648
antigen63|P65177|HE681097.1|mhci|seq680	antigen63|P65177|HE681097.1|mhci|seq680
antigen63|P65177|HE681097.1|mhci|seq680	antigen63|P65177|CP002114.3|mhci|seq680
antigen63|P65177|HE681097.1|mhci|seq712	antigen63|P65177|HE681097.1|mhci|seq712
antigen63|P65177|HE681097.1|mhci|seq712	antigen63|P65177|CP002114.3|mhci|seq712
antigen63|P65177|HE681097.1|mhci|seq744	antigen63|P65177|HE681097.1|mhci|seq744
antigen63|P65177|HE681097.1|mhci|seq744	antigen63|P65177|CP002114.3|mhci|seq744
antigen63|P65177|HE681097.1|mhci|seq776	antigen63|P65177|HE681097.1|mhci|seq776
antigen63|P65177|HE681097.1|mhci|seq776	antigen63|P65177|CP002114.3|mhci|seq776
antigen63|P65177|HE681097.1|mhci|seq808	antigen63|P65177|HE681097.1|mhci|seq808
antigen63|P65177|HE681097.1|mhci|seq840	antigen63|P65177|HE681097.1|mhci|seq840
antigen63|P65177|HE681097.1|mhci|seq840	antigen63|P65177|CP002114.3|mhci|seq840
antigen63|P65177|BA000018.3|mhci|seq50	antigen63|P65177|BA000018.3|mhci|seq50
antigen63|P65177|BA000018.3|mhci|seq50	antigen63|P65177|BX571857.1|mhci|seq50
antigen63|P65177|BA000018.3|mhci|seq114	antigen63|P65177|BA000018.3|mhci|seq114
antigen63|P65177|BA000018.3|mhci|seq114	antigen63|P65177|BX571857.1|mhci|seq106
antigen63|P65177|BA000018.3|mhci|seq242	antigen63|P65177|BA000018.3|mhci|seq242
antigen63|P65177|BA000018.3|mhci|seq242	antigen63|P65177|BA000018.3|mhci|seq243
antigen63|P65177|BA000018.3|mhci|seq274	antigen63|P65177|BA000018.3|mhci|seq274
antigen63|P65177|BA000018.3|mhci|seq274	antigen63|P65177|BX571857.1|mhci|seq262
antigen63|P65177|BA000018.3|mhci|seq274	antigen63|P65177|BA000018.3|mhci|seq275
antigen63|P65177|BA000018.3|mhci|seq274	antigen63|P65177|BX571857.1|mhci|seq263
antigen63|P65177|BA000018.3|mhci|seq274	antigen63|P65177|CP002114.3|mhci|seq473
antigen63|P65177|BA000018.3|mhci|seq274	antigen63|P65177|HE681097.1|mhci|seq473
antigen63|P65177|BA000018.3|mhci|seq274	antigen63|P65177|CP002114.3|mhci|seq474
antigen63|P65177|BA000018.3|mhci|seq274	antigen63|P65177|HE681097.1|mhci|seq474
antigen63|P65177|BA000018.3|mhci|seq306	antigen63|P65177|BA000018.3|mhci|seq306
antigen63|P65177|BA000018.3|mhci|seq306	antigen63|P65177|BX571857.1|mhci|seq298
antigen63|P65177|BA000018.3|mhci|seq306	antigen63|P65177|BA000018.3|mhci|seq307
antigen63|P65177|BA000018.3|mhci|seq306	antigen63|P65177|BX571857.1|mhci|seq299
antigen63|P65177|BA000018.3|mhci|seq370	antigen63|P65177|BA000018.3|mhci|seq370
antigen63|P65177|BA000018.3|mhci|seq370	antigen63|P65177|BX571857.1|mhci|seq362
antigen63|P65177|HE681097.1|mhci|seq490	antigen63|P65177|HE681097.1|mhci|seq490
antigen63|P65177|HE681097.1|mhci|seq490	antigen63|P65177|CP002114.3|mhci|seq490
antigen63|P65177|HE681097.1|mhci|seq586	antigen63|P65177|HE681097.1|mhci|seq586
antigen63|P65177|HE681097.1|mhci|seq586	antigen63|P65177|CP002114.3|mhci|seq586
antigen63|P65177|HE681097.1|mhci|seq746	antigen63|P65177|HE681097.1|mhci|seq746
antigen63|P65177|HE681097.1|mhci|seq746	antigen63|P65177|CP002114.3|mhci|seq746
antigen63|P65177|BA000018.3|mhci|seq52	antigen63|P65177|BA000018.3|mhci|seq52
antigen63|P65177|BA000018.3|mhci|seq84	antigen63|P65177|BA000018.3|mhci|seq84
antigen63|P65177|BA000018.3|mhci|seq84	antigen63|P65177|BX571857.1|mhci|seq76
antigen63|P65177|BA000018.3|mhci|seq116	antigen63|P65177|BA000018.3|mhci|seq116
antigen63|P65177|BA000018.3|mhci|seq116	antigen63|P65177|BX571857.1|mhci|seq108
antigen63|P65177|BA000018.3|mhci|seq180	antigen63|P65177|BA000018.3|mhci|seq180
antigen63|P65177|BA000018.3|mhci|seq180	antigen63|P65177|BX571857.1|mhci|seq176
antigen63|P65177|BA000018.3|mhci|seq244	antigen63|P65177|BA000018.3|mhci|seq244
antigen63|P65177|BA000018.3|mhci|seq276	antigen63|P65177|BA000018.3|mhci|seq276
antigen63|P65177|BA000018.3|mhci|seq308	antigen63|P65177|BA000018.3|mhci|seq308
antigen63|P65177|BA000018.3|mhci|seq372	antigen63|P65177|BA000018.3|mhci|seq372
antigen63|P65177|BA000018.3|mhci|seq372	antigen63|P65177|BX571857.1|mhci|seq364
antigen63|P65177|BA000018.3|mhci|seq404	antigen63|P65177|BA000018.3|mhci|seq404
antigen63|P65177|BA000018.3|mhci|seq404	antigen63|P65177|BX571857.1|mhci|seq396
antigen63|P65177|BA000018.3|mhci|seq436	antigen63|P65177|BA000018.3|mhci|seq436
antigen63|P65177|BA000018.3|mhci|seq436	antigen63|P65177|BX571857.1|mhci|seq428
antigen63|P65177|BA000018.3|mhci|seq468	antigen63|P65177|BA000018.3|mhci|seq468
antigen63|P65177|BA000018.3|mhci|seq468	antigen63|P65177|BX571857.1|mhci|seq460
