antigen46|Q2YWH4|BX571856.1|mhci|seq709	antigen46|Q2YWH4|BX571856.1|mhci|seq709
antigen46|Q2YWH4|CP000253.1|mhci|seq677	antigen46|Q2YWH4|BX571856.1|mhci|seq673
antigen46|Q2YWH4|CP000253.1|mhci|seq677	antigen46|Q2YWH4|CP002114.3|mhci|seq673
antigen46|Q2YWH4|CP000253.1|mhci|seq677	antigen46|Q2YWH4|CP000253.1|mhci|seq678
antigen46|Q2YWH4|CP000253.1|mhci|seq677	antigen46|Q2YWH4|BX571856.1|mhci|seq674
antigen46|Q2YWH4|CP000253.1|mhci|seq677	antigen46|Q2YWH4|CP002114.3|mhci|seq674
antigen46|Q2YWH4|CP000253.1|mhci|seq805	antigen46|Q2YWH4|CP000253.1|mhci|seq805
antigen46|Q2YWH4|CP000253.1|mhci|seq805	antigen46|Q2YWH4|BX571856.1|mhci|seq801
antigen46|Q2YWH4|CP000253.1|mhci|seq805	antigen46|Q2YWH4|CP002114.3|mhci|seq801
antigen46|Q2YWH4|CP000253.1|mhci|seq805	antigen46|Q2YWH4|CP000253.1|mhci|seq806
antigen46|Q2YWH4|CP000253.1|mhci|seq805	antigen46|Q2YWH4|BX571856.1|mhci|seq802
antigen46|Q2YWH4|CP000253.1|mhci|seq805	antigen46|Q2YWH4|CP002114.3|mhci|seq802
antigen46|Q2YWH4|CP000253.1|mhci|seq837	antigen46|Q2YWH4|CP000253.1|mhci|seq837
antigen46|Q2YWH4|CP000253.1|mhci|seq837	antigen46|Q2YWH4|BX571856.1|mhci|seq833
antigen46|Q2YWH4|CP000253.1|mhci|seq837	antigen46|Q2YWH4|CP002114.3|mhci|seq829
antigen46|Q2YWH4|CP000253.1|mhci|seq837	antigen46|Q2YWH4|CP000253.1|mhci|seq838
antigen46|Q2YWH4|CP000253.1|mhci|seq837	antigen46|Q2YWH4|BX571856.1|mhci|seq834
antigen46|Q2YWH4|CP000253.1|mhci|seq837	antigen46|Q2YWH4|CP002114.3|mhci|seq830
antigen46|Q2YWH4|CP000253.1|mhci|seq869	antigen46|Q2YWH4|CP000253.1|mhci|seq869
antigen46|Q2YWH4|CP000253.1|mhci|seq869	antigen46|Q2YWH4|BX571856.1|mhci|seq865
antigen46|Q2YWH4|CP000253.1|mhci|seq869	antigen46|Q2YWH4|CP002114.3|mhci|seq861
antigen46|Q2YWH4|CP000253.1|mhci|seq869	antigen46|Q2YWH4|CP000253.1|mhci|seq870
antigen46|Q2YWH4|CP000253.1|mhci|seq869	antigen46|Q2YWH4|BX571856.1|mhci|seq866
antigen46|Q2YWH4|CP000253.1|mhci|seq869	antigen46|Q2YWH4|CP002114.3|mhci|seq862
antigen46|Q2YWH4|CP000253.1|mhci|seq901	antigen46|Q2YWH4|CP000253.1|mhci|seq901
antigen46|Q2YWH4|CP000253.1|mhci|seq901	antigen46|Q2YWH4|BX571856.1|mhci|seq897
antigen46|Q2YWH4|CP000253.1|mhci|seq901	antigen46|Q2YWH4|CP002114.3|mhci|seq897
antigen46|Q2YWH4|CP000253.1|mhci|seq901	antigen46|Q2YWH4|CP000253.1|mhci|seq902
antigen46|Q2YWH4|CP000253.1|mhci|seq901	antigen46|Q2YWH4|BX571856.1|mhci|seq898
antigen46|Q2YWH4|CP000253.1|mhci|seq901	antigen46|Q2YWH4|CP002114.3|mhci|seq898
antigen46|Q2YWH4|CP000253.1|mhci|seq933	antigen46|Q2YWH4|CP000253.1|mhci|seq933
antigen46|Q2YWH4|CP000253.1|mhci|seq933	antigen46|Q2YWH4|BX571856.1|mhci|seq929
antigen46|Q2YWH4|CP000253.1|mhci|seq933	antigen46|Q2YWH4|CP002114.3|mhci|seq929
antigen46|Q2YWH4|CP000253.1|mhci|seq933	antigen46|Q2YWH4|CP000253.1|mhci|seq934
antigen46|Q2YWH4|CP000253.1|mhci|seq933	antigen46|Q2YWH4|BX571856.1|mhci|seq930
antigen46|Q2YWH4|CP000253.1|mhci|seq933	antigen46|Q2YWH4|CP002114.3|mhci|seq930
antigen46|Q2YWH4|CP000253.1|mhci|seq965	antigen46|Q2YWH4|CP000253.1|mhci|seq965
antigen46|Q2YWH4|CP000253.1|mhci|seq965	antigen46|Q2YWH4|BX571856.1|mhci|seq961
antigen46|Q2YWH4|CP000253.1|mhci|seq965	antigen46|Q2YWH4|CP002114.3|mhci|seq961
antigen46|Q2YWH4|CP000253.1|mhci|seq965	antigen46|Q2YWH4|CP000253.1|mhci|seq966
antigen46|Q2YWH4|CP000253.1|mhci|seq965	antigen46|Q2YWH4|BX571856.1|mhci|seq962
antigen46|Q2YWH4|CP000253.1|mhci|seq965	antigen46|Q2YWH4|CP002114.3|mhci|seq962
antigen46|Q2YWH4|CP000253.1|mhci|seq997	antigen46|Q2YWH4|CP000253.1|mhci|seq997
antigen46|Q2YWH4|CP000253.1|mhci|seq997	antigen46|Q2YWH4|BX571856.1|mhci|seq993
antigen46|Q2YWH4|CP000253.1|mhci|seq997	antigen46|Q2YWH4|CP002114.3|mhci|seq997
antigen46|Q2YWH4|CP000253.1|mhci|seq1061	antigen46|Q2YWH4|CP000253.1|mhci|seq1061
antigen46|Q2YWH4|CP000253.1|mhci|seq1061	antigen46|Q2YWH4|BX571856.1|mhci|seq1061
antigen46|Q2YWH4|CP000253.1|mhci|seq1061	antigen46|Q2YWH4|CP002114.3|mhci|seq1061
antigen46|Q2YWH4|CP000253.1|mhci|seq1093	antigen46|Q2YWH4|CP000253.1|mhci|seq1093
antigen46|Q2YWH4|CP000253.1|mhci|seq1093	antigen46|Q2YWH4|BX571856.1|mhci|seq1093
antigen46|Q2YWH4|CP000253.1|mhci|seq1093	antigen46|Q2YWH4|CP002114.3|mhci|seq1093
antigen46|Q2YWH4|CP000253.1|mhci|seq1093	antigen46|Q2YWH4|CP000253.1|mhci|seq1094
antigen46|Q2YWH4|CP000253.1|mhci|seq1093	antigen46|Q2YWH4|BX571856.1|mhci|seq1094
antigen46|Q2YWH4|CP000253.1|mhci|seq1093	antigen46|Q2YWH4|CP002114.3|mhci|seq1094
antigen46|Q2YWH4|CP000253.1|mhci|seq1157	antigen46|Q2YWH4|CP000253.1|mhci|seq1157
antigen46|Q2YWH4|CP000253.1|mhci|seq1157	antigen46|Q2YWH4|BX571856.1|mhci|seq1157
antigen46|Q2YWH4|CP000253.1|mhci|seq1157	antigen46|Q2YWH4|CP002114.3|mhci|seq1157
antigen46|Q2YWH4|CP000253.1|mhci|seq1189	antigen46|Q2YWH4|CP000253.1|mhci|seq1189
antigen46|Q2YWH4|CP000253.1|mhci|seq1189	antigen46|Q2YWH4|BX571856.1|mhci|seq1189
antigen46|Q2YWH4|CP000253.1|mhci|seq1189	antigen46|Q2YWH4|CP002114.3|mhci|seq1189
antigen46|Q2YWH4|CP000253.1|mhci|seq1189	antigen46|Q2YWH4|CP000253.1|mhci|seq1190
antigen46|Q2YWH4|CP000253.1|mhci|seq1189	antigen46|Q2YWH4|BX571856.1|mhci|seq1190
antigen46|Q2YWH4|CP000253.1|mhci|seq1189	antigen46|Q2YWH4|CP002114.3|mhci|seq1190
antigen46|Q2YWH4|CP002114.3|mhci|seq19	antigen46|Q2YWH4|CP002114.3|mhci|seq19
antigen46|Q2YWH4|CP002114.3|mhci|seq19	antigen46|Q2YWH4|CP000253.1|mhci|seq19
antigen46|Q2YWH4|CP002114.3|mhci|seq19	antigen46|Q2YWH4|BX571856.1|mhci|seq19
antigen46|Q2YWH4|CP002114.3|mhci|seq19	antigen46|Q2YWH4|CP002114.3|mhci|seq20
antigen46|Q2YWH4|CP002114.3|mhci|seq19	antigen46|Q2YWH4|CP000253.1|mhci|seq20
antigen46|Q2YWH4|CP002114.3|mhci|seq19	antigen46|Q2YWH4|BX571856.1|mhci|seq20
antigen46|Q2YWH4|CP002114.3|mhci|seq51	antigen46|Q2YWH4|CP002114.3|mhci|seq51
antigen46|Q2YWH4|CP002114.3|mhci|seq51	antigen46|Q2YWH4|CP000253.1|mhci|seq55
antigen46|Q2YWH4|CP002114.3|mhci|seq51	antigen46|Q2YWH4|BX571856.1|mhci|seq55
antigen46|Q2YWH4|CP002114.3|mhci|seq51	antigen46|Q2YWH4|CP002114.3|mhci|seq52
antigen46|Q2YWH4|CP002114.3|mhci|seq51	antigen46|Q2YWH4|CP000253.1|mhci|seq56
antigen46|Q2YWH4|CP002114.3|mhci|seq51	antigen46|Q2YWH4|BX571856.1|mhci|seq56
antigen46|Q2YWH4|CP002114.3|mhci|seq51	antigen46|Q2YWH4|CP002114.3|mhci|seq559
antigen46|Q2YWH4|CP002114.3|mhci|seq51	antigen46|Q2YWH4|BX571856.1|mhci|seq555
antigen46|Q2YWH4|CP002114.3|mhci|seq51	antigen46|Q2YWH4|CP000253.1|mhci|seq563
antigen46|Q2YWH4|CP002114.3|mhci|seq179	antigen46|Q2YWH4|CP002114.3|mhci|seq179
antigen46|Q2YWH4|CP002114.3|mhci|seq211	antigen46|Q2YWH4|CP002114.3|mhci|seq211
antigen46|Q2YWH4|CP002114.3|mhci|seq211	antigen46|Q2YWH4|CP000253.1|mhci|seq215
antigen46|Q2YWH4|CP002114.3|mhci|seq211	antigen46|Q2YWH4|BX571856.1|mhci|seq211
antigen46|Q2YWH4|CP002114.3|mhci|seq211	antigen46|Q2YWH4|CP002114.3|mhci|seq212
antigen46|Q2YWH4|CP002114.3|mhci|seq211	antigen46|Q2YWH4|CP000253.1|mhci|seq216
antigen46|Q2YWH4|CP002114.3|mhci|seq211	antigen46|Q2YWH4|BX571856.1|mhci|seq212
antigen46|Q2YWH4|CP002114.3|mhci|seq243	antigen46|Q2YWH4|CP002114.3|mhci|seq243
antigen46|Q2YWH4|CP002114.3|mhci|seq243	antigen46|Q2YWH4|CP000253.1|mhci|seq247
antigen46|Q2YWH4|CP002114.3|mhci|seq243	antigen46|Q2YWH4|BX571856.1|mhci|seq243
antigen46|Q2YWH4|CP002114.3|mhci|seq243	antigen46|Q2YWH4|CP002114.3|mhci|seq244
antigen46|Q2YWH4|CP002114.3|mhci|seq243	antigen46|Q2YWH4|CP000253.1|mhci|seq248
antigen46|Q2YWH4|CP002114.3|mhci|seq243	antigen46|Q2YWH4|BX571856.1|mhci|seq244
antigen46|Q2YWH4|CP002114.3|mhci|seq275	antigen46|Q2YWH4|CP002114.3|mhci|seq275
antigen46|Q2YWH4|CP002114.3|mhci|seq275	antigen46|Q2YWH4|BX571856.1|mhci|seq271
antigen46|Q2YWH4|CP002114.3|mhci|seq275	antigen46|Q2YWH4|CP000253.1|mhci|seq279
antigen46|Q2YWH4|CP002114.3|mhci|seq275	antigen46|Q2YWH4|CP002114.3|mhci|seq276
antigen46|Q2YWH4|CP002114.3|mhci|seq275	antigen46|Q2YWH4|BX571856.1|mhci|seq272
antigen46|Q2YWH4|CP002114.3|mhci|seq275	antigen46|Q2YWH4|CP000253.1|mhci|seq280
antigen46|Q2YWH4|CP002114.3|mhci|seq339	antigen46|Q2YWH4|CP002114.3|mhci|seq339
antigen46|Q2YWH4|CP002114.3|mhci|seq339	antigen46|Q2YWH4|CP000253.1|mhci|seq343
antigen46|Q2YWH4|CP002114.3|mhci|seq339	antigen46|Q2YWH4|BX571856.1|mhci|seq339
antigen46|Q2YWH4|CP002114.3|mhci|seq339	antigen46|Q2YWH4|CP002114.3|mhci|seq340
antigen46|Q2YWH4|CP002114.3|mhci|seq339	antigen46|Q2YWH4|CP000253.1|mhci|seq344
antigen46|Q2YWH4|CP002114.3|mhci|seq339	antigen46|Q2YWH4|BX571856.1|mhci|seq340
antigen46|Q2YWH4|CP002114.3|mhci|seq435	antigen46|Q2YWH4|CP002114.3|mhci|seq435
antigen46|Q2YWH4|CP002114.3|mhci|seq435	antigen46|Q2YWH4|CP000253.1|mhci|seq439
antigen46|Q2YWH4|CP002114.3|mhci|seq435	antigen46|Q2YWH4|BX571856.1|mhci|seq435
antigen46|Q2YWH4|CP002114.3|mhci|seq467	antigen46|Q2YWH4|CP002114.3|mhci|seq467
antigen46|Q2YWH4|CP002114.3|mhci|seq467	antigen46|Q2YWH4|BX571856.1|mhci|seq463
antigen46|Q2YWH4|CP002114.3|mhci|seq467	antigen46|Q2YWH4|CP000253.1|mhci|seq471
antigen46|Q2YWH4|CP002114.3|mhci|seq499	antigen46|Q2YWH4|CP002114.3|mhci|seq499
antigen46|Q2YWH4|CP002114.3|mhci|seq499	antigen46|Q2YWH4|CP002114.3|mhci|seq500
antigen46|Q2YWH4|CP002114.3|mhci|seq499	antigen46|Q2YWH4|CP000253.1|mhci|seq504
antigen46|Q2YWH4|CP002114.3|mhci|seq499	antigen46|Q2YWH4|CP000253.1|mhci|seq503
antigen46|Q2YWH4|CP002114.3|mhci|seq531	antigen46|Q2YWH4|CP002114.3|mhci|seq531
antigen46|Q2YWH4|CP002114.3|mhci|seq531	antigen46|Q2YWH4|BX571856.1|mhci|seq527
antigen46|Q2YWH4|CP002114.3|mhci|seq531	antigen46|Q2YWH4|CP000253.1|mhci|seq535
antigen46|Q2YWH4|CP002114.3|mhci|seq563	antigen46|Q2YWH4|CP002114.3|mhci|seq563
antigen46|Q2YWH4|CP002114.3|mhci|seq563	antigen46|Q2YWH4|BX571856.1|mhci|seq559
antigen46|Q2YWH4|CP002114.3|mhci|seq563	antigen46|Q2YWH4|CP000253.1|mhci|seq567
antigen46|Q2YWH4|CP002114.3|mhci|seq627	antigen46|Q2YWH4|CP002114.3|mhci|seq627
antigen46|Q2YWH4|CP002114.3|mhci|seq627	antigen46|Q2YWH4|BX571856.1|mhci|seq623
antigen46|Q2YWH4|CP002114.3|mhci|seq627	antigen46|Q2YWH4|CP000253.1|mhci|seq631
antigen46|Q2YWH4|CP002114.3|mhci|seq659	antigen46|Q2YWH4|CP002114.3|mhci|seq659
antigen46|Q2YWH4|CP002114.3|mhci|seq659	antigen46|Q2YWH4|BX571856.1|mhci|seq655
antigen46|Q2YWH4|CP002114.3|mhci|seq659	antigen46|Q2YWH4|CP000253.1|mhci|seq663
antigen46|Q2YWH4|CP002114.3|mhci|seq691	antigen46|Q2YWH4|CP002114.3|mhci|seq691
antigen46|Q2YWH4|CP002114.3|mhci|seq691	antigen46|Q2YWH4|CP000253.1|mhci|seq695
antigen46|Q2YWH4|CP002114.3|mhci|seq691	antigen46|Q2YWH4|BX571856.1|mhci|seq691
antigen46|Q2YWH4|CP002114.3|mhci|seq723	antigen46|Q2YWH4|CP002114.3|mhci|seq723
antigen46|Q2YWH4|CP002114.3|mhci|seq723	antigen46|Q2YWH4|CP000253.1|mhci|seq727
antigen46|Q2YWH4|CP002114.3|mhci|seq723	antigen46|Q2YWH4|BX571856.1|mhci|seq723
antigen46|Q2YWH4|CP002114.3|mhci|seq755	antigen46|Q2YWH4|CP002114.3|mhci|seq755
antigen46|Q2YWH4|CP002114.3|mhci|seq755	antigen46|Q2YWH4|CP000253.1|mhci|seq759
antigen46|Q2YWH4|CP002114.3|mhci|seq755	antigen46|Q2YWH4|BX571856.1|mhci|seq755
antigen46|Q2YWH4|CP002114.3|mhci|seq787	antigen46|Q2YWH4|CP002114.3|mhci|seq787
antigen46|Q2YWH4|CP002114.3|mhci|seq787	antigen46|Q2YWH4|CP000253.1|mhci|seq791
antigen46|Q2YWH4|CP002114.3|mhci|seq787	antigen46|Q2YWH4|BX571856.1|mhci|seq787
antigen46|Q2YWH4|CP002114.3|mhci|seq819	antigen46|Q2YWH4|CP002114.3|mhci|seq819
antigen46|Q2YWH4|CP002114.3|mhci|seq819	antigen46|Q2YWH4|CP000253.1|mhci|seq823
antigen46|Q2YWH4|CP002114.3|mhci|seq819	antigen46|Q2YWH4|BX571856.1|mhci|seq819
antigen46|Q2YWH4|CP002114.3|mhci|seq851	antigen46|Q2YWH4|CP002114.3|mhci|seq851
antigen46|Q2YWH4|CP002114.3|mhci|seq883	antigen46|Q2YWH4|CP002114.3|mhci|seq883
antigen46|Q2YWH4|CP002114.3|mhci|seq883	antigen46|Q2YWH4|CP000253.1|mhci|seq887
antigen46|Q2YWH4|CP002114.3|mhci|seq883	antigen46|Q2YWH4|BX571856.1|mhci|seq883
antigen46|Q2YWH4|CP002114.3|mhci|seq947	antigen46|Q2YWH4|CP002114.3|mhci|seq947
antigen46|Q2YWH4|CP002114.3|mhci|seq947	antigen46|Q2YWH4|CP000253.1|mhci|seq951
antigen46|Q2YWH4|CP002114.3|mhci|seq947	antigen46|Q2YWH4|BX571856.1|mhci|seq947
antigen46|Q2YWH4|CP002114.3|mhci|seq979	antigen46|Q2YWH4|CP002114.3|mhci|seq979
antigen46|Q2YWH4|CP002114.3|mhci|seq979	antigen46|Q2YWH4|CP000253.1|mhci|seq983
antigen46|Q2YWH4|CP002114.3|mhci|seq979	antigen46|Q2YWH4|BX571856.1|mhci|seq979
antigen46|Q2YWH4|CP002114.3|mhci|seq1011	antigen46|Q2YWH4|CP002114.3|mhci|seq1011
antigen46|Q2YWH4|CP002114.3|mhci|seq1043	antigen46|Q2YWH4|CP002114.3|mhci|seq1043
antigen46|Q2YWH4|CP002114.3|mhci|seq1043	antigen46|Q2YWH4|CP000253.1|mhci|seq1043
antigen46|Q2YWH4|CP002114.3|mhci|seq1043	antigen46|Q2YWH4|BX571856.1|mhci|seq1039
antigen46|Q2YWH4|CP002114.3|mhci|seq1075	antigen46|Q2YWH4|CP002114.3|mhci|seq1075
antigen46|Q2YWH4|CP002114.3|mhci|seq1075	antigen46|Q2YWH4|CP000253.1|mhci|seq1075
antigen46|Q2YWH4|CP002114.3|mhci|seq1075	antigen46|Q2YWH4|BX571856.1|mhci|seq1075
antigen46|Q2YWH4|CP002114.3|mhci|seq1107	antigen46|Q2YWH4|CP002114.3|mhci|seq1107
antigen46|Q2YWH4|CP002114.3|mhci|seq1107	antigen46|Q2YWH4|CP000253.1|mhci|seq1107
antigen46|Q2YWH4|CP002114.3|mhci|seq1107	antigen46|Q2YWH4|BX571856.1|mhci|seq1107
antigen46|Q2YWH4|CP002114.3|mhci|seq1139	antigen46|Q2YWH4|CP002114.3|mhci|seq1139
antigen46|Q2YWH4|CP002114.3|mhci|seq1171	antigen46|Q2YWH4|CP002114.3|mhci|seq1171
antigen46|Q2YWH4|CP002114.3|mhci|seq1171	antigen46|Q2YWH4|CP000253.1|mhci|seq1171
antigen46|Q2YWH4|CP002114.3|mhci|seq1171	antigen46|Q2YWH4|BX571856.1|mhci|seq1171
antigen46|Q2YWH4|BX571856.1|mhci|seq65	antigen46|Q2YWH4|BX571856.1|mhci|seq65
antigen46|Q2YWH4|BX571856.1|mhci|seq257	antigen46|Q2YWH4|BX571856.1|mhci|seq257
antigen46|Q2YWH4|BX571856.1|mhci|seq449	antigen46|Q2YWH4|BX571856.1|mhci|seq449
antigen46|Q2YWH4|BX571856.1|mhci|seq481	antigen46|Q2YWH4|BX571856.1|mhci|seq481
antigen46|Q2YWH4|BX571856.1|mhci|seq513	antigen46|Q2YWH4|BX571856.1|mhci|seq513
antigen46|Q2YWH4|BX571856.1|mhci|seq513	antigen46|Q2YWH4|CP000253.1|mhci|seq521
antigen46|Q2YWH4|BX571856.1|mhci|seq513	antigen46|Q2YWH4|CP002114.3|mhci|seq517
antigen46|Q2YWH4|BX571856.1|mhci|seq545	antigen46|Q2YWH4|BX571856.1|mhci|seq545
antigen46|Q2YWH4|BX571856.1|mhci|seq641	antigen46|Q2YWH4|BX571856.1|mhci|seq641
antigen46|Q2YWH4|BX571856.1|mhci|seq641	antigen46|Q2YWH4|CP000253.1|mhci|seq649
antigen46|Q2YWH4|BX571856.1|mhci|seq641	antigen46|Q2YWH4|CP002114.3|mhci|seq645
antigen46|Q2YWH4|BX571856.1|mhci|seq641	antigen46|Q2YWH4|BX571856.1|mhci|seq642
antigen46|Q2YWH4|BX571856.1|mhci|seq641	antigen46|Q2YWH4|CP000253.1|mhci|seq650
antigen46|Q2YWH4|BX571856.1|mhci|seq641	antigen46|Q2YWH4|CP002114.3|mhci|seq646
antigen46|Q2YWH4|BX571856.1|mhci|seq1025	antigen46|Q2YWH4|BX571856.1|mhci|seq1025
antigen46|Q2YWH4|CP000253.1|mhci|seq6	antigen46|Q2YWH4|CP000253.1|mhci|seq6
antigen46|Q2YWH4|CP000253.1|mhci|seq6	antigen46|Q2YWH4|CP000253.1|mhci|seq37
antigen46|Q2YWH4|CP000253.1|mhci|seq6	antigen46|Q2YWH4|BX571856.1|mhci|seq37
antigen46|Q2YWH4|CP000253.1|mhci|seq6	antigen46|Q2YWH4|BX571856.1|mhci|seq6
antigen46|Q2YWH4|CP000253.1|mhci|seq6	antigen46|Q2YWH4|CP002114.3|mhci|seq33
antigen46|Q2YWH4|CP000253.1|mhci|seq6	antigen46|Q2YWH4|CP002114.3|mhci|seq6
antigen46|Q2YWH4|CP000253.1|mhci|seq38	antigen46|Q2YWH4|CP000253.1|mhci|seq38
antigen46|Q2YWH4|CP000253.1|mhci|seq70	antigen46|Q2YWH4|CP000253.1|mhci|seq70
antigen46|Q2YWH4|CP000253.1|mhci|seq70	antigen46|Q2YWH4|BX571856.1|mhci|seq70
antigen46|Q2YWH4|CP000253.1|mhci|seq70	antigen46|Q2YWH4|CP002114.3|mhci|seq66
antigen46|Q2YWH4|CP000253.1|mhci|seq102	antigen46|Q2YWH4|CP000253.1|mhci|seq102
antigen46|Q2YWH4|CP000253.1|mhci|seq102	antigen46|Q2YWH4|BX571856.1|mhci|seq102
antigen46|Q2YWH4|CP000253.1|mhci|seq102	antigen46|Q2YWH4|CP002114.3|mhci|seq98
antigen46|Q2YWH4|CP000253.1|mhci|seq102	antigen46|Q2YWH4|CP000253.1|mhci|seq103
antigen46|Q2YWH4|CP000253.1|mhci|seq102	antigen46|Q2YWH4|BX571856.1|mhci|seq103
antigen46|Q2YWH4|CP000253.1|mhci|seq102	antigen46|Q2YWH4|CP002114.3|mhci|seq99
antigen46|Q2YWH4|CP000253.1|mhci|seq134	antigen46|Q2YWH4|CP000253.1|mhci|seq134
antigen46|Q2YWH4|CP000253.1|mhci|seq134	antigen46|Q2YWH4|BX571856.1|mhci|seq134
antigen46|Q2YWH4|CP000253.1|mhci|seq134	antigen46|Q2YWH4|CP002114.3|mhci|seq130
antigen46|Q2YWH4|CP000253.1|mhci|seq134	antigen46|Q2YWH4|CP000253.1|mhci|seq135
antigen46|Q2YWH4|CP000253.1|mhci|seq134	antigen46|Q2YWH4|BX571856.1|mhci|seq135
antigen46|Q2YWH4|CP000253.1|mhci|seq134	antigen46|Q2YWH4|CP002114.3|mhci|seq131
antigen46|Q2YWH4|CP000253.1|mhci|seq198	antigen46|Q2YWH4|CP000253.1|mhci|seq198
antigen46|Q2YWH4|CP000253.1|mhci|seq198	antigen46|Q2YWH4|BX571856.1|mhci|seq198
antigen46|Q2YWH4|CP000253.1|mhci|seq198	antigen46|Q2YWH4|CP002114.3|mhci|seq194
antigen46|Q2YWH4|CP000253.1|mhci|seq230	antigen46|Q2YWH4|CP000253.1|mhci|seq230
antigen46|Q2YWH4|CP000253.1|mhci|seq230	antigen46|Q2YWH4|BX571856.1|mhci|seq226
antigen46|Q2YWH4|CP000253.1|mhci|seq230	antigen46|Q2YWH4|CP002114.3|mhci|seq226
antigen46|Q2YWH4|CP000253.1|mhci|seq294	antigen46|Q2YWH4|CP000253.1|mhci|seq294
antigen46|Q2YWH4|CP000253.1|mhci|seq294	antigen46|Q2YWH4|BX571856.1|mhci|seq290
antigen46|Q2YWH4|CP000253.1|mhci|seq294	antigen46|Q2YWH4|CP002114.3|mhci|seq290
antigen46|Q2YWH4|CP000253.1|mhci|seq326	antigen46|Q2YWH4|CP000253.1|mhci|seq326
antigen46|Q2YWH4|CP000253.1|mhci|seq326	antigen46|Q2YWH4|BX571856.1|mhci|seq322
antigen46|Q2YWH4|CP000253.1|mhci|seq326	antigen46|Q2YWH4|CP002114.3|mhci|seq322
antigen46|Q2YWH4|CP000253.1|mhci|seq358	antigen46|Q2YWH4|CP000253.1|mhci|seq358
antigen46|Q2YWH4|CP000253.1|mhci|seq358	antigen46|Q2YWH4|BX571856.1|mhci|seq354
antigen46|Q2YWH4|CP000253.1|mhci|seq358	antigen46|Q2YWH4|CP002114.3|mhci|seq354
antigen46|Q2YWH4|CP000253.1|mhci|seq390	antigen46|Q2YWH4|CP000253.1|mhci|seq390
antigen46|Q2YWH4|CP000253.1|mhci|seq390	antigen46|Q2YWH4|BX571856.1|mhci|seq386
antigen46|Q2YWH4|CP000253.1|mhci|seq390	antigen46|Q2YWH4|CP002114.3|mhci|seq386
antigen46|Q2YWH4|CP000253.1|mhci|seq422	antigen46|Q2YWH4|CP000253.1|mhci|seq422
antigen46|Q2YWH4|CP000253.1|mhci|seq422	antigen46|Q2YWH4|BX571856.1|mhci|seq418
antigen46|Q2YWH4|CP000253.1|mhci|seq422	antigen46|Q2YWH4|CP002114.3|mhci|seq418
antigen46|Q2YWH4|CP000253.1|mhci|seq582	antigen46|Q2YWH4|CP000253.1|mhci|seq582
antigen46|Q2YWH4|CP000253.1|mhci|seq582	antigen46|Q2YWH4|BX571856.1|mhci|seq578
antigen46|Q2YWH4|CP000253.1|mhci|seq582	antigen46|Q2YWH4|CP002114.3|mhci|seq578
antigen46|Q2YWH4|CP000253.1|mhci|seq614	antigen46|Q2YWH4|CP000253.1|mhci|seq614
antigen46|Q2YWH4|CP000253.1|mhci|seq614	antigen46|Q2YWH4|BX571856.1|mhci|seq610
antigen46|Q2YWH4|CP000253.1|mhci|seq614	antigen46|Q2YWH4|CP002114.3|mhci|seq610
antigen46|Q2YWH4|CP000253.1|mhci|seq710	antigen46|Q2YWH4|CP000253.1|mhci|seq710
antigen46|Q2YWH4|CP000253.1|mhci|seq710	antigen46|Q2YWH4|BX571856.1|mhci|seq706
antigen46|Q2YWH4|CP000253.1|mhci|seq710	antigen46|Q2YWH4|CP002114.3|mhci|seq706
antigen46|Q2YWH4|CP000253.1|mhci|seq774	antigen46|Q2YWH4|CP000253.1|mhci|seq774
antigen46|Q2YWH4|CP000253.1|mhci|seq774	antigen46|Q2YWH4|BX571856.1|mhci|seq770
antigen46|Q2YWH4|CP000253.1|mhci|seq774	antigen46|Q2YWH4|CP002114.3|mhci|seq770
antigen46|Q2YWH4|CP000253.1|mhci|seq998	antigen46|Q2YWH4|CP000253.1|mhci|seq998
antigen46|Q2YWH4|CP000253.1|mhci|seq998	antigen46|Q2YWH4|BX571856.1|mhci|seq994
antigen46|Q2YWH4|CP000253.1|mhci|seq998	antigen46|Q2YWH4|CP002114.3|mhci|seq998
antigen46|Q2YWH4|CP000253.1|mhci|seq1062	antigen46|Q2YWH4|CP000253.1|mhci|seq1062
antigen46|Q2YWH4|CP000253.1|mhci|seq1062	antigen46|Q2YWH4|BX571856.1|mhci|seq1062
antigen46|Q2YWH4|CP000253.1|mhci|seq1062	antigen46|Q2YWH4|CP002114.3|mhci|seq1062
antigen46|Q2YWH4|CP000253.1|mhci|seq1158	antigen46|Q2YWH4|CP000253.1|mhci|seq1158
antigen46|Q2YWH4|CP000253.1|mhci|seq1158	antigen46|Q2YWH4|BX571856.1|mhci|seq1158
antigen46|Q2YWH4|CP000253.1|mhci|seq1158	antigen46|Q2YWH4|CP002114.3|mhci|seq1158
antigen46|Q2YWH4|CP002114.3|mhci|seq84	antigen46|Q2YWH4|CP002114.3|mhci|seq84
antigen46|Q2YWH4|CP002114.3|mhci|seq84	antigen46|Q2YWH4|CP000253.1|mhci|seq88
antigen46|Q2YWH4|CP002114.3|mhci|seq84	antigen46|Q2YWH4|BX571856.1|mhci|seq88
antigen46|Q2YWH4|CP002114.3|mhci|seq116	antigen46|Q2YWH4|CP002114.3|mhci|seq116
antigen46|Q2YWH4|CP002114.3|mhci|seq116	antigen46|Q2YWH4|CP000253.1|mhci|seq120
