antigen5|Q7A768|CP000253.1|mhcii|seq4739	antigen5|Q7A768|CP000253.1|mhcii|seq4739
antigen5|Q7A768|CP000253.1|mhcii|seq2426	antigen5|Q7A768|CP000253.1|mhcii|seq2423
antigen5|Q7A768|CP000253.1|mhcii|seq2426	antigen5|Q7A768|CP000253.1|mhcii|seq5463
antigen5|Q7A768|CP000253.1|mhcii|seq2426	antigen5|Q7A768|CP000253.1|mhcii|seq1121
antigen5|Q7A768|CP000253.1|mhcii|seq2426	antigen5|Q7A768|CP000253.1|mhcii|seq5508
antigen5|Q7A768|CP000253.1|mhcii|seq2426	antigen5|Q7A768|CP000253.1|mhcii|seq2577
antigen5|Q7A768|CP000253.1|mhcii|seq2426	antigen5|Q7A768|CP000253.1|mhcii|seq2574
antigen5|Q7A768|CP000253.1|mhcii|seq2426	antigen5|Q7A768|CP000253.1|mhcii|seq2575
antigen5|Q7A768|CP000253.1|mhcii|seq2426	antigen5|Q7A768|CP000253.1|mhcii|seq2576
antigen5|Q7A768|CP000253.1|mhcii|seq2426	antigen5|Q7A768|CP000253.1|mhcii|seq2578
antigen5|Q7A768|CP000253.1|mhcii|seq2426	antigen5|Q7A768|CP000253.1|mhcii|seq2579
antigen5|Q7A768|CP000253.1|mhcii|seq2426	antigen5|Q7A768|CP000253.1|mhcii|seq2580
antigen5|Q7A768|CP000253.1|mhcii|seq2426	antigen5|Q7A768|CP000253.1|mhcii|seq2424
antigen5|Q7A768|CP000253.1|mhcii|seq2426	antigen5|Q7A768|CP000253.1|mhcii|seq2425
antigen5|Q7A768|CP000253.1|mhcii|seq2426	antigen5|Q7A768|CP000253.1|mhcii|seq3804
antigen5|Q7A768|CP000253.1|mhcii|seq2426	antigen5|Q7A768|CP000253.1|mhcii|seq1565
antigen5|Q7A768|CP000253.1|mhcii|seq2426	antigen5|Q7A768|CP000253.1|mhcii|seq3805
antigen5|Q7A768|CP000253.1|mhcii|seq2426	antigen5|Q7A768|CP000253.1|mhcii|seq1118
antigen5|Q7A768|CP000253.1|mhcii|seq2426	antigen5|Q7A768|CP000253.1|mhcii|seq1566
antigen5|Q7A768|CP000253.1|mhcii|seq2426	antigen5|Q7A768|CP000253.1|mhcii|seq3806
antigen5|Q7A768|CP000253.1|mhcii|seq2426	antigen5|Q7A768|CP000253.1|mhcii|seq1119
antigen5|Q7A768|CP000253.1|mhcii|seq2426	antigen5|Q7A768|CP000253.1|mhcii|seq1567
antigen5|Q7A768|CP000253.1|mhcii|seq2426	antigen5|Q7A768|CP000253.1|mhcii|seq4287
antigen5|Q7A768|CP000253.1|mhcii|seq2426	antigen5|Q7A768|CP000253.1|mhcii|seq4289
antigen5|Q7A768|CP000253.1|mhcii|seq2426	antigen5|Q7A768|CP000253.1|mhcii|seq4290
antigen5|Q7A768|CP000253.1|mhcii|seq2426	antigen5|Q7A768|CP000253.1|mhcii|seq4284
antigen5|Q7A768|CP000253.1|mhcii|seq2426	antigen5|Q7A768|CP000253.1|mhcii|seq4285
antigen5|Q7A768|CP000253.1|mhcii|seq2426	antigen5|Q7A768|CP000253.1|mhcii|seq4286
antigen5|Q7A768|CP000253.1|mhcii|seq2426	antigen5|Q7A768|CP000253.1|mhcii|seq4288
antigen5|Q7A768|CP000253.1|mhcii|seq2426	antigen5|Q7A768|CP000253.1|mhcii|seq1120
antigen5|Q7A768|CP000253.1|mhcii|seq2426	antigen5|Q7A768|CP000253.1|mhcii|seq1568
antigen5|Q7A768|CP000253.1|mhcii|seq2426	antigen5|Q7A768|CP000253.1|mhcii|seq5464
antigen5|Q7A768|CP000253.1|mhcii|seq2426	antigen5|Q7A768|CP000253.1|mhcii|seq5510
antigen5|Q7A768|CP000253.1|mhcii|seq2426	antigen5|Q7A768|CP000253.1|mhcii|seq5465
antigen5|Q7A768|CP000253.1|mhcii|seq2938	antigen5|Q7A768|CP000253.1|mhcii|seq2938
antigen5|Q7A768|CP000253.1|mhcii|seq2938	antigen5|Q7A768|CP000253.1|mhcii|seq2939
antigen5|Q7A768|CP000253.1|mhcii|seq2938	antigen5|Q7A768|CP000253.1|mhcii|seq2707
antigen5|Q7A768|CP000253.1|mhcii|seq2970	antigen5|Q7A768|CP000253.1|mhcii|seq2970
antigen5|Q7A768|CP000253.1|mhcii|seq2970	antigen5|Q7A768|CP000253.1|mhcii|seq2060
antigen5|Q7A768|CP000253.1|mhcii|seq2970	antigen5|Q7A768|CP000253.1|mhcii|seq2058
antigen5|Q7A768|CP000253.1|mhcii|seq2970	antigen5|Q7A768|CP000253.1|mhcii|seq2059
antigen5|Q7A768|CP000253.1|mhcii|seq2970	antigen5|Q7A768|CP000253.1|mhcii|seq2061
antigen5|Q7A768|CP000253.1|mhcii|seq2970	antigen5|Q7A768|CP000253.1|mhcii|seq2062
antigen5|Q7A768|CP000253.1|mhcii|seq2970	antigen5|Q7A768|CP000253.1|mhcii|seq4013
antigen5|Q7A768|CP000253.1|mhcii|seq2970	antigen5|Q7A768|CP000253.1|mhcii|seq4014
antigen5|Q7A768|CP000253.1|mhcii|seq2970	antigen5|Q7A768|CP000253.1|mhcii|seq4015
antigen5|Q7A768|CP000253.1|mhcii|seq2970	antigen5|Q7A768|CP000253.1|mhcii|seq561
antigen5|Q7A768|CP000253.1|mhcii|seq2970	antigen5|Q7A768|CP000253.1|mhcii|seq562
antigen5|Q7A768|CP000253.1|mhcii|seq2970	antigen5|Q7A768|CP000253.1|mhcii|seq563
antigen5|Q7A768|CP000253.1|mhcii|seq2970	antigen5|Q7A768|CP000253.1|mhcii|seq564
antigen5|Q7A768|CP000253.1|mhcii|seq2970	antigen5|Q7A768|CP000253.1|mhcii|seq3412
antigen5|Q7A768|CP000253.1|mhcii|seq2970	antigen5|Q7A768|CP000253.1|mhcii|seq3413
antigen5|Q7A768|CP000253.1|mhcii|seq2970	antigen5|Q7A768|CP000253.1|mhcii|seq3414
antigen5|Q7A768|CP000253.1|mhcii|seq2970	antigen5|Q7A768|CP000253.1|mhcii|seq3415
antigen5|Q7A768|CP000253.1|mhcii|seq2970	antigen5|Q7A768|CP000253.1|mhcii|seq3416
antigen5|Q7A768|CP000253.1|mhcii|seq2970	antigen5|Q7A768|CP000253.1|mhcii|seq2968
antigen5|Q7A768|CP000253.1|mhcii|seq2970	antigen5|Q7A768|CP000253.1|mhcii|seq2969
antigen5|Q7A768|CP000253.1|mhcii|seq2970	antigen5|Q7A768|CP000253.1|mhcii|seq2973
antigen5|Q7A768|CP000253.1|mhcii|seq2970	antigen5|Q7A768|CP000253.1|mhcii|seq2971
antigen5|Q7A768|CP000253.1|mhcii|seq2970	antigen5|Q7A768|CP000253.1|mhcii|seq2972
antigen5|Q7A768|CP000253.1|mhcii|seq2970	antigen5|Q7A768|CP000253.1|mhcii|seq2976
antigen5|Q7A768|CP000253.1|mhcii|seq3162	antigen5|Q7A768|CP000253.1|mhcii|seq3162
antigen5|Q7A768|CP000253.1|mhcii|seq3162	antigen5|Q7A768|CP000253.1|mhcii|seq5253
antigen5|Q7A768|CP000253.1|mhcii|seq3162	antigen5|Q7A768|CP000253.1|mhcii|seq5254
antigen5|Q7A768|CP000253.1|mhcii|seq3162	antigen5|Q7A768|CP000253.1|mhcii|seq5255
antigen5|Q7A768|CP000253.1|mhcii|seq3162	antigen5|Q7A768|CP000253.1|mhcii|seq5256
antigen5|Q7A768|CP000253.1|mhcii|seq3162	antigen5|Q7A768|CP000253.1|mhcii|seq5257
antigen5|Q7A768|CP000253.1|mhcii|seq3162	antigen5|Q7A768|CP000253.1|mhcii|seq5258
antigen5|Q7A768|CP000253.1|mhcii|seq3162	antigen5|Q7A768|CP000253.1|mhcii|seq3280
antigen5|Q7A768|CP000253.1|mhcii|seq3162	antigen5|Q7A768|CP000253.1|mhcii|seq3281
antigen5|Q7A768|CP000253.1|mhcii|seq3162	antigen5|Q7A768|CP000253.1|mhcii|seq3282
antigen5|Q7A768|CP000253.1|mhcii|seq3162	antigen5|Q7A768|CP000253.1|mhcii|seq3314
antigen5|Q7A768|CP000253.1|mhcii|seq3162	antigen5|Q7A768|CP000253.1|mhcii|seq3283
antigen5|Q7A768|CP000253.1|mhcii|seq3162	antigen5|Q7A768|CP000253.1|mhcii|seq3315
antigen5|Q7A768|CP000253.1|mhcii|seq3162	antigen5|Q7A768|CP000253.1|mhcii|seq3284
antigen5|Q7A768|CP000253.1|mhcii|seq3162	antigen5|Q7A768|CP000253.1|mhcii|seq3285
antigen5|Q7A768|CP000253.1|mhcii|seq3162	antigen5|Q7A768|CP000253.1|mhcii|seq279
antigen5|Q7A768|CP000253.1|mhcii|seq3162	antigen5|Q7A768|CP000253.1|mhcii|seq3159
antigen5|Q7A768|CP000253.1|mhcii|seq3162	antigen5|Q7A768|CP000253.1|mhcii|seq3160
antigen5|Q7A768|CP000253.1|mhcii|seq3162	antigen5|Q7A768|CP000253.1|mhcii|seq3161
antigen5|Q7A768|CP000253.1|mhcii|seq3162	antigen5|Q7A768|CP000253.1|mhcii|seq3163
antigen5|Q7A768|CP000253.1|mhcii|seq3162	antigen5|Q7A768|CP000253.1|mhcii|seq3164
antigen5|Q7A768|CP000253.1|mhcii|seq3162	antigen5|Q7A768|CP000253.1|mhcii|seq3324
antigen5|Q7A768|CP000253.1|mhcii|seq3162	antigen5|Q7A768|CP000253.1|mhcii|seq3165
antigen5|Q7A768|CP000253.1|mhcii|seq3162	antigen5|Q7A768|CP000253.1|mhcii|seq3325
antigen5|Q7A768|CP000253.1|mhcii|seq3162	antigen5|Q7A768|CP000253.1|mhcii|seq3326
antigen5|Q7A768|CP000253.1|mhcii|seq3162	antigen5|Q7A768|CP000253.1|mhcii|seq3327
antigen5|Q7A768|CP000253.1|mhcii|seq3322	antigen5|Q7A768|CP000253.1|mhcii|seq3322
antigen5|Q7A768|CP000253.1|mhcii|seq3322	antigen5|Q7A768|CP000253.1|mhcii|seq3323
antigen5|Q7A768|CP000253.1|mhcii|seq3354	antigen5|Q7A768|CP000253.1|mhcii|seq3354
antigen5|Q7A768|CP000253.1|mhcii|seq3354	antigen5|Q7A768|CP000253.1|mhcii|seq4901
antigen5|Q7A768|CP000253.1|mhcii|seq3354	antigen5|Q7A768|CP000253.1|mhcii|seq3353
antigen5|Q7A768|CP000253.1|mhcii|seq3354	antigen5|Q7A768|CP000253.1|mhcii|seq4900
antigen5|Q7A768|CP000253.1|mhcii|seq3354	antigen5|Q7A768|CP000253.1|mhcii|seq4372
antigen5|Q7A768|CP000253.1|mhcii|seq3354	antigen5|Q7A768|CP000253.1|mhcii|seq3352
antigen5|Q7A768|CP000253.1|mhcii|seq4282	antigen5|Q7A768|CP000253.1|mhcii|seq4282
antigen5|Q7A768|CP000253.1|mhcii|seq4282	antigen5|Q7A768|CP000253.1|mhcii|seq4283
antigen5|Q7A768|CP000253.1|mhcii|seq4634	antigen5|Q7A768|CP000253.1|mhcii|seq4634
antigen5|Q7A768|CP000253.1|mhcii|seq5402	antigen5|Q7A768|CP000253.1|mhcii|seq5402
antigen5|Q7A768|CP000253.1|mhcii|seq5402	antigen5|Q7A768|CP000253.1|mhcii|seq5401
antigen5|Q7A768|CP000253.1|mhcii|seq5402	antigen5|Q7A768|CP000253.1|mhcii|seq4522
antigen5|Q7A768|CP000253.1|mhcii|seq5402	antigen5|Q7A768|CP000253.1|mhcii|seq3923
antigen5|Q7A768|CP000253.1|mhcii|seq5402	antigen5|Q7A768|CP000253.1|mhcii|seq3922
antigen5|Q7A768|CP000253.1|mhcii|seq891	antigen5|Q7A768|CP000253.1|mhcii|seq891
antigen5|Q7A768|CP000253.1|mhcii|seq1435	antigen5|Q7A768|CP000253.1|mhcii|seq1435
antigen5|Q7A768|CP000253.1|mhcii|seq1435	antigen5|Q7A768|CP000253.1|mhcii|seq1729
antigen5|Q7A768|CP000253.1|mhcii|seq1435	antigen5|Q7A768|CP000253.1|mhcii|seq1861
antigen5|Q7A768|CP000253.1|mhcii|seq1435	antigen5|Q7A768|CP000253.1|mhcii|seq385
antigen5|Q7A768|CP000253.1|mhcii|seq1435	antigen5|Q7A768|CP000253.1|mhcii|seq1857
antigen5|Q7A768|CP000253.1|mhcii|seq1435	antigen5|Q7A768|CP000253.1|mhcii|seq386
antigen5|Q7A768|CP000253.1|mhcii|seq1435	antigen5|Q7A768|CP000253.1|mhcii|seq1858
antigen5|Q7A768|CP000253.1|mhcii|seq1435	antigen5|Q7A768|CP000253.1|mhcii|seq387
antigen5|Q7A768|CP000253.1|mhcii|seq1435	antigen5|Q7A768|CP000253.1|mhcii|seq1859
antigen5|Q7A768|CP000253.1|mhcii|seq1435	antigen5|Q7A768|CP000253.1|mhcii|seq5443
antigen5|Q7A768|CP000253.1|mhcii|seq1435	antigen5|Q7A768|CP000253.1|mhcii|seq388
antigen5|Q7A768|CP000253.1|mhcii|seq1435	antigen5|Q7A768|CP000253.1|mhcii|seq1860
antigen5|Q7A768|CP000253.1|mhcii|seq1435	antigen5|Q7A768|CP000253.1|mhcii|seq5444
antigen5|Q7A768|CP000253.1|mhcii|seq1435	antigen5|Q7A768|CP000253.1|mhcii|seq389
antigen5|Q7A768|CP000253.1|mhcii|seq1435	antigen5|Q7A768|CP000253.1|mhcii|seq5445
antigen5|Q7A768|CP000253.1|mhcii|seq1435	antigen5|Q7A768|CP000253.1|mhcii|seq390
antigen5|Q7A768|CP000253.1|mhcii|seq1435	antigen5|Q7A768|CP000253.1|mhcii|seq3406
antigen5|Q7A768|CP000253.1|mhcii|seq1435	antigen5|Q7A768|CP000253.1|mhcii|seq3407
antigen5|Q7A768|CP000253.1|mhcii|seq1435	antigen5|Q7A768|CP000253.1|mhcii|seq176
antigen5|Q7A768|CP000253.1|mhcii|seq1435	antigen5|Q7A768|CP000253.1|mhcii|seq3408
antigen5|Q7A768|CP000253.1|mhcii|seq1435	antigen5|Q7A768|CP000253.1|mhcii|seq177
antigen5|Q7A768|CP000253.1|mhcii|seq1435	antigen5|Q7A768|CP000253.1|mhcii|seq3409
antigen5|Q7A768|CP000253.1|mhcii|seq1435	antigen5|Q7A768|CP000253.1|mhcii|seq178
antigen5|Q7A768|CP000253.1|mhcii|seq1435	antigen5|Q7A768|CP000253.1|mhcii|seq3410
antigen5|Q7A768|CP000253.1|mhcii|seq1435	antigen5|Q7A768|CP000253.1|mhcii|seq179
antigen5|Q7A768|CP000253.1|mhcii|seq1435	antigen5|Q7A768|CP000253.1|mhcii|seq3411
antigen5|Q7A768|CP000253.1|mhcii|seq1435	antigen5|Q7A768|CP000253.1|mhcii|seq180
antigen5|Q7A768|CP000253.1|mhcii|seq1435	antigen5|Q7A768|CP000253.1|mhcii|seq4471
antigen5|Q7A768|CP000253.1|mhcii|seq1435	antigen5|Q7A768|CP000253.1|mhcii|seq4472
antigen5|Q7A768|CP000253.1|mhcii|seq1435	antigen5|Q7A768|CP000253.1|mhcii|seq4473
antigen5|Q7A768|CP000253.1|mhcii|seq1435	antigen5|Q7A768|CP000253.1|mhcii|seq4474
antigen5|Q7A768|CP000253.1|mhcii|seq1435	antigen5|Q7A768|CP000253.1|mhcii|seq4475
antigen5|Q7A768|CP000253.1|mhcii|seq1435	antigen5|Q7A768|CP000253.1|mhcii|seq4765
antigen5|Q7A768|CP000253.1|mhcii|seq1435	antigen5|Q7A768|CP000253.1|mhcii|seq4766
antigen5|Q7A768|CP000253.1|mhcii|seq1435	antigen5|Q7A768|CP000253.1|mhcii|seq4767
antigen5|Q7A768|CP000253.1|mhcii|seq1435	antigen5|Q7A768|CP000253.1|mhcii|seq1856
antigen5|Q7A768|CP000253.1|mhcii|seq1435	antigen5|Q7A768|CP000253.1|mhcii|seq4768
antigen5|Q7A768|CP000253.1|mhcii|seq1435	antigen5|Q7A768|CP000253.1|mhcii|seq39
antigen5|Q7A768|CP000253.1|mhcii|seq1435	antigen5|Q7A768|CP000253.1|mhcii|seq3313
antigen5|Q7A768|CP000253.1|mhcii|seq1435	antigen5|Q7A768|CP000253.1|mhcii|seq278
antigen5|Q7A768|CP000253.1|mhcii|seq2171	antigen5|Q7A768|CP000253.1|mhcii|seq2171
antigen5|Q7A768|CP000253.1|mhcii|seq2171	antigen5|Q7A768|CP000253.1|mhcii|seq914
antigen5|Q7A768|CP000253.1|mhcii|seq2171	antigen5|Q7A768|CP000253.1|mhcii|seq2021
antigen5|Q7A768|CP000253.1|mhcii|seq2587	antigen5|Q7A768|CP000253.1|mhcii|seq2587
antigen5|Q7A768|CP000253.1|mhcii|seq2587	antigen5|Q7A768|CP000253.1|mhcii|seq2588
antigen5|Q7A768|CP000253.1|mhcii|seq2587	antigen5|Q7A768|CP000253.1|mhcii|seq2589
antigen5|Q7A768|CP000253.1|mhcii|seq3803	antigen5|Q7A768|CP000253.1|mhcii|seq3803
antigen5|Q7A768|CP000253.1|mhcii|seq3803	antigen5|Q7A768|CP000253.1|mhcii|seq2422
antigen5|Q7A768|CP000253.1|mhcii|seq3803	antigen5|Q7A768|CP000253.1|mhcii|seq1564
antigen5|Q7A768|CP000253.1|mhcii|seq3803	antigen5|Q7A768|CP000253.1|mhcii|seq1562
antigen5|Q7A768|CP000253.1|mhcii|seq3803	antigen5|Q7A768|CP000253.1|mhcii|seq3802
antigen5|Q7A768|CP000253.1|mhcii|seq3803	antigen5|Q7A768|CP000253.1|mhcii|seq1563
antigen5|Q7A768|CP000253.1|mhcii|seq3803	antigen5|Q7A768|CP000253.1|mhcii|seq1116
antigen5|Q7A768|CP000253.1|mhcii|seq3803	antigen5|Q7A768|CP000253.1|mhcii|seq1117
antigen5|Q7A768|CP000253.1|mhcii|seq4027	antigen5|Q7A768|CP000253.1|mhcii|seq4027
antigen5|Q7A768|CP000253.1|mhcii|seq4923	antigen5|Q7A768|CP000253.1|mhcii|seq4923
antigen5|Q7A768|CP000253.1|mhcii|seq5051	antigen5|Q7A768|CP000253.1|mhcii|seq5051
antigen5|Q7A768|CP000253.1|mhcii|seq5051	antigen5|Q7A768|CP000253.1|mhcii|seq973
antigen5|Q7A768|CP000253.1|mhcii|seq5051	antigen5|Q7A768|CP000253.1|mhcii|seq3112
antigen5|Q7A768|CP000253.1|mhcii|seq5051	antigen5|Q7A768|CP000253.1|mhcii|seq4321
antigen5|Q7A768|CP000253.1|mhcii|seq5051	antigen5|Q7A768|CP000253.1|mhcii|seq3108
antigen5|Q7A768|CP000253.1|mhcii|seq5051	antigen5|Q7A768|CP000253.1|mhcii|seq3109
antigen5|Q7A768|CP000253.1|mhcii|seq5051	antigen5|Q7A768|CP000253.1|mhcii|seq3078
antigen5|Q7A768|CP000253.1|mhcii|seq5051	antigen5|Q7A768|CP000253.1|mhcii|seq3110
antigen5|Q7A768|CP000253.1|mhcii|seq5051	antigen5|Q7A768|CP000253.1|mhcii|seq3079
antigen5|Q7A768|CP000253.1|mhcii|seq5051	antigen5|Q7A768|CP000253.1|mhcii|seq3111
antigen5|Q7A768|CP000253.1|mhcii|seq5051	antigen5|Q7A768|CP000253.1|mhcii|seq3080
antigen5|Q7A768|CP000253.1|mhcii|seq5051	antigen5|Q7A768|CP000253.1|mhcii|seq3081
antigen5|Q7A768|CP000253.1|mhcii|seq5051	antigen5|Q7A768|CP000253.1|mhcii|seq3113
antigen5|Q7A768|CP000253.1|mhcii|seq5051	antigen5|Q7A768|CP000253.1|mhcii|seq3082
antigen5|Q7A768|CP000253.1|mhcii|seq5051	antigen5|Q7A768|CP000253.1|mhcii|seq3114
antigen5|Q7A768|CP000253.1|mhcii|seq5051	antigen5|Q7A768|CP000253.1|mhcii|seq3083
antigen5|Q7A768|CP000253.1|mhcii|seq5051	antigen5|Q7A768|CP000253.1|mhcii|seq3115
antigen5|Q7A768|CP000253.1|mhcii|seq5051	antigen5|Q7A768|CP000253.1|mhcii|seq3116
antigen5|Q7A768|CP000253.1|mhcii|seq5051	antigen5|Q7A768|CP000253.1|mhcii|seq2669
antigen5|Q7A768|CP000253.1|mhcii|seq5051	antigen5|Q7A768|CP000253.1|mhcii|seq3117
antigen5|Q7A768|CP000253.1|mhcii|seq5051	antigen5|Q7A768|CP000253.1|mhcii|seq974
antigen5|Q7A768|CP000253.1|mhcii|seq5051	antigen5|Q7A768|CP000253.1|mhcii|seq2670
antigen5|Q7A768|CP000253.1|mhcii|seq5051	antigen5|Q7A768|CP000253.1|mhcii|seq4302
antigen5|Q7A768|CP000253.1|mhcii|seq5051	antigen5|Q7A768|CP000253.1|mhcii|seq4715
antigen5|Q7A768|CP000253.1|mhcii|seq5051	antigen5|Q7A768|CP000253.1|mhcii|seq4303
antigen5|Q7A768|CP000253.1|mhcii|seq5051	antigen5|Q7A768|CP000253.1|mhcii|seq4716
antigen5|Q7A768|CP000253.1|mhcii|seq5051	antigen5|Q7A768|CP000253.1|mhcii|seq4304
antigen5|Q7A768|CP000253.1|mhcii|seq5051	antigen5|Q7A768|CP000253.1|mhcii|seq4717
antigen5|Q7A768|CP000253.1|mhcii|seq5051	antigen5|Q7A768|CP000253.1|mhcii|seq4305
antigen5|Q7A768|CP000253.1|mhcii|seq5051	antigen5|Q7A768|CP000253.1|mhcii|seq4718
antigen5|Q7A768|CP000253.1|mhcii|seq5051	antigen5|Q7A768|CP000253.1|mhcii|seq4306
antigen5|Q7A768|CP000253.1|mhcii|seq5051	antigen5|Q7A768|CP000253.1|mhcii|seq4719
antigen5|Q7A768|CP000253.1|mhcii|seq5051	antigen5|Q7A768|CP000253.1|mhcii|seq4307
antigen5|Q7A768|CP000253.1|mhcii|seq5051	antigen5|Q7A768|CP000253.1|mhcii|seq4720
antigen5|Q7A768|CP000253.1|mhcii|seq5051	antigen5|Q7A768|CP000253.1|mhcii|seq4308
antigen5|Q7A768|CP000253.1|mhcii|seq5051	antigen5|Q7A768|CP000253.1|mhcii|seq4721
antigen5|Q7A768|CP000253.1|mhcii|seq5051	antigen5|Q7A768|CP000253.1|mhcii|seq4317
antigen5|Q7A768|CP000253.1|mhcii|seq5051	antigen5|Q7A768|CP000253.1|mhcii|seq4318
antigen5|Q7A768|CP000253.1|mhcii|seq5051	antigen5|Q7A768|CP000253.1|mhcii|seq4319
antigen5|Q7A768|CP000253.1|mhcii|seq5051	antigen5|Q7A768|CP000253.1|mhcii|seq4320
antigen5|Q7A768|CP000253.1|mhcii|seq668	antigen5|Q7A768|CP000253.1|mhcii|seq668
antigen5|Q7A768|CP000253.1|mhcii|seq668	antigen5|Q7A768|CP000253.1|mhcii|seq1058
antigen5|Q7A768|CP000253.1|mhcii|seq668	antigen5|Q7A768|CP000253.1|mhcii|seq1057
antigen5|Q7A768|CP000253.1|mhcii|seq668	antigen5|Q7A768|CP000253.1|mhcii|seq1059
antigen5|Q7A768|CP000253.1|mhcii|seq668	antigen5|Q7A768|CP000253.1|mhcii|seq1060
antigen5|Q7A768|CP000253.1|mhcii|seq668	antigen5|Q7A768|CP000253.1|mhcii|seq1061
antigen5|Q7A768|CP000253.1|mhcii|seq668	antigen5|Q7A768|CP000253.1|mhcii|seq1056
antigen5|Q7A768|CP000253.1|mhcii|seq668	antigen5|Q7A768|CP000253.1|mhcii|seq5191
antigen5|Q7A768|CP000253.1|mhcii|seq668	antigen5|Q7A768|CP000253.1|mhcii|seq2377
antigen5|Q7A768|CP000253.1|mhcii|seq668	antigen5|Q7A768|CP000253.1|mhcii|seq2378
antigen5|Q7A768|CP000253.1|mhcii|seq668	antigen5|Q7A768|CP000253.1|mhcii|seq2379
antigen5|Q7A768|CP000253.1|mhcii|seq668	antigen5|Q7A768|CP000253.1|mhcii|seq1552
antigen5|Q7A768|CP000253.1|mhcii|seq668	antigen5|Q7A768|CP000253.1|mhcii|seq4805
antigen5|Q7A768|CP000253.1|mhcii|seq668	antigen5|Q7A768|CP000253.1|mhcii|seq1553
antigen5|Q7A768|CP000253.1|mhcii|seq668	antigen5|Q7A768|CP000253.1|mhcii|seq4806
antigen5|Q7A768|CP000253.1|mhcii|seq668	antigen5|Q7A768|CP000253.1|mhcii|seq3443
antigen5|Q7A768|CP000253.1|mhcii|seq668	antigen5|Q7A768|CP000253.1|mhcii|seq3444
antigen5|Q7A768|CP000253.1|mhcii|seq668	antigen5|Q7A768|CP000253.1|mhcii|seq3445
antigen5|Q7A768|CP000253.1|mhcii|seq668	antigen5|Q7A768|CP000253.1|mhcii|seq3446
antigen5|Q7A768|CP000253.1|mhcii|seq668	antigen5|Q7A768|CP000253.1|mhcii|seq666
antigen5|Q7A768|CP000253.1|mhcii|seq668	antigen5|Q7A768|CP000253.1|mhcii|seq667
antigen5|Q7A768|CP000253.1|mhcii|seq668	antigen5|Q7A768|CP000253.1|mhcii|seq669
antigen5|Q7A768|CP000253.1|mhcii|seq1884	antigen5|Q7A768|CP000253.1|mhcii|seq1884
antigen5|Q7A768|CP000253.1|mhcii|seq1884	antigen5|Q7A768|CP000253.1|mhcii|seq188
antigen5|Q7A768|CP000253.1|mhcii|seq2108	antigen5|Q7A768|CP000253.1|mhcii|seq2108
antigen5|Q7A768|CP000253.1|mhcii|seq2108	antigen5|Q7A768|CP000253.1|mhcii|seq202
antigen5|Q7A768|CP000253.1|mhcii|seq2108	antigen5|Q7A768|CP000253.1|mhcii|seq1674
antigen5|Q7A768|CP000253.1|mhcii|seq2108	antigen5|Q7A768|CP000253.1|mhcii|seq1675
antigen5|Q7A768|CP000253.1|mhcii|seq2108	antigen5|Q7A768|CP000253.1|mhcii|seq1676
antigen5|Q7A768|CP000253.1|mhcii|seq2108	antigen5|Q7A768|CP000253.1|mhcii|seq1677
antigen5|Q7A768|CP000253.1|mhcii|seq2108	antigen5|Q7A768|CP000253.1|mhcii|seq2865
antigen5|Q7A768|CP000253.1|mhcii|seq2108	antigen5|Q7A768|CP000253.1|mhcii|seq229
antigen5|Q7A768|CP000253.1|mhcii|seq2108	antigen5|Q7A768|CP000253.1|mhcii|seq2866
antigen5|Q7A768|CP000253.1|mhcii|seq2108	antigen5|Q7A768|CP000253.1|mhcii|seq230
antigen5|Q7A768|CP000253.1|mhcii|seq2108	antigen5|Q7A768|CP000253.1|mhcii|seq2867
antigen5|Q7A768|CP000253.1|mhcii|seq2108	antigen5|Q7A768|CP000253.1|mhcii|seq231
antigen5|Q7A768|CP000253.1|mhcii|seq2108	antigen5|Q7A768|CP000253.1|mhcii|seq2868
antigen5|Q7A768|CP000253.1|mhcii|seq2108	antigen5|Q7A768|CP000253.1|mhcii|seq232
antigen5|Q7A768|CP000253.1|mhcii|seq2108	antigen5|Q7A768|CP000253.1|mhcii|seq2869
antigen5|Q7A768|CP000253.1|mhcii|seq2108	antigen5|Q7A768|CP000253.1|mhcii|seq233
antigen5|Q7A768|CP000253.1|mhcii|seq2108	antigen5|Q7A768|CP000253.1|mhcii|seq1462
antigen5|Q7A768|CP000253.1|mhcii|seq2108	antigen5|Q7A768|CP000253.1|mhcii|seq1463
antigen5|Q7A768|CP000253.1|mhcii|seq2108	antigen5|Q7A768|CP000253.1|mhcii|seq1464
antigen5|Q7A768|CP000253.1|mhcii|seq2108	antigen5|Q7A768|CP000253.1|mhcii|seq1465
antigen5|Q7A768|CP000253.1|mhcii|seq2108	antigen5|Q7A768|CP000253.1|mhcii|seq2105
antigen5|Q7A768|CP000253.1|mhcii|seq2108	antigen5|Q7A768|CP000253.1|mhcii|seq199
antigen5|Q7A768|CP000253.1|mhcii|seq2108	antigen5|Q7A768|CP000253.1|mhcii|seq1466
antigen5|Q7A768|CP000253.1|mhcii|seq2108	antigen5|Q7A768|CP000253.1|mhcii|seq2106
antigen5|Q7A768|CP000253.1|mhcii|seq2108	antigen5|Q7A768|CP000253.1|mhcii|seq200
antigen5|Q7A768|CP000253.1|mhcii|seq2108	antigen5|Q7A768|CP000253.1|mhcii|seq2107
antigen5|Q7A768|CP000253.1|mhcii|seq2108	antigen5|Q7A768|CP000253.1|mhcii|seq201
