antigen95|Q7A7B2|CP000253.1|mhcii|seq4639	antigen95|Q7A7B2|CP000253.1|mhcii|seq4639
antigen95|Q7A7B2|CP000253.1|mhcii|seq6309	antigen95|Q7A7B2|CP000253.1|mhcii|seq4005
antigen95|Q7A7B2|CP000253.1|mhcii|seq6309	antigen95|Q7A7B2|CP000253.1|mhcii|seq4006
antigen95|Q7A7B2|CP000253.1|mhcii|seq6309	antigen95|Q7A7B2|CP000253.1|mhcii|seq6310
antigen95|Q7A7B2|CP000253.1|mhcii|seq6309	antigen95|Q7A7B2|CP000253.1|mhcii|seq6311
antigen95|Q7A7B2|CP000253.1|mhcii|seq6309	antigen95|Q7A7B2|CP000253.1|mhcii|seq6312
antigen95|Q7A7B2|CP000253.1|mhcii|seq6309	antigen95|Q7A7B2|CP000253.1|mhcii|seq6313
antigen95|Q7A7B2|CP000253.1|mhcii|seq6309	antigen95|Q7A7B2|CP000253.1|mhcii|seq6314
antigen95|Q7A7B2|CP000253.1|mhcii|seq6309	antigen95|Q7A7B2|CP000253.1|mhcii|seq10827
antigen95|Q7A7B2|CP000253.1|mhcii|seq6309	antigen95|Q7A7B2|CP000253.1|mhcii|seq10828
antigen95|Q7A7B2|CP000253.1|mhcii|seq6309	antigen95|Q7A7B2|CP000253.1|mhcii|seq10829
antigen95|Q7A7B2|CP000253.1|mhcii|seq6309	antigen95|Q7A7B2|CP000253.1|mhcii|seq10831
antigen95|Q7A7B2|CP000253.1|mhcii|seq6309	antigen95|Q7A7B2|CP000253.1|mhcii|seq10832
antigen95|Q7A7B2|CP000253.1|mhcii|seq6309	antigen95|Q7A7B2|CP000253.1|mhcii|seq10833
antigen95|Q7A7B2|CP000253.1|mhcii|seq6309	antigen95|Q7A7B2|CP000253.1|mhcii|seq10834
antigen95|Q7A7B2|CP000253.1|mhcii|seq6309	antigen95|Q7A7B2|CP000253.1|mhcii|seq12850
antigen95|Q7A7B2|CP000253.1|mhcii|seq6309	antigen95|Q7A7B2|CP000253.1|mhcii|seq12851
antigen95|Q7A7B2|CP000253.1|mhcii|seq6309	antigen95|Q7A7B2|CP000253.1|mhcii|seq12852
antigen95|Q7A7B2|CP000253.1|mhcii|seq6309	antigen95|Q7A7B2|CP000253.1|mhcii|seq12853
antigen95|Q7A7B2|CP000253.1|mhcii|seq6309	antigen95|Q7A7B2|CP000253.1|mhcii|seq12854
antigen95|Q7A7B2|CP000253.1|mhcii|seq6309	antigen95|Q7A7B2|CP000253.1|mhcii|seq12855
antigen95|Q7A7B2|CP000253.1|mhcii|seq6309	antigen95|Q7A7B2|CP000253.1|mhcii|seq12856
antigen95|Q7A7B2|CP000253.1|mhcii|seq6309	antigen95|Q7A7B2|CP000253.1|mhcii|seq3999
antigen95|Q7A7B2|CP000253.1|mhcii|seq6309	antigen95|Q7A7B2|CP000253.1|mhcii|seq4000
antigen95|Q7A7B2|CP000253.1|mhcii|seq6309	antigen95|Q7A7B2|CP000253.1|mhcii|seq12848
antigen95|Q7A7B2|CP000253.1|mhcii|seq6309	antigen95|Q7A7B2|CP000253.1|mhcii|seq12849
antigen95|Q7A7B2|CP000253.1|mhcii|seq6309	antigen95|Q7A7B2|CP000253.1|mhcii|seq7254
antigen95|Q7A7B2|CP000253.1|mhcii|seq6309	antigen95|Q7A7B2|CP000253.1|mhcii|seq7255
antigen95|Q7A7B2|CP000253.1|mhcii|seq6309	antigen95|Q7A7B2|CP000253.1|mhcii|seq7256
antigen95|Q7A7B2|CP000253.1|mhcii|seq6309	antigen95|Q7A7B2|CP000253.1|mhcii|seq7258
antigen95|Q7A7B2|CP000253.1|mhcii|seq6309	antigen95|Q7A7B2|CP000253.1|mhcii|seq2145
antigen95|Q7A7B2|CP000253.1|mhcii|seq6309	antigen95|Q7A7B2|CP000253.1|mhcii|seq7257
antigen95|Q7A7B2|CP000253.1|mhcii|seq6309	antigen95|Q7A7B2|CP000253.1|mhcii|seq7259
antigen95|Q7A7B2|CP000253.1|mhcii|seq6309	antigen95|Q7A7B2|CP000253.1|mhcii|seq7260
antigen95|Q7A7B2|CP000253.1|mhcii|seq6309	antigen95|Q7A7B2|CP000253.1|mhcii|seq7261
antigen95|Q7A7B2|CP000253.1|mhcii|seq6309	antigen95|Q7A7B2|CP000253.1|mhcii|seq14266
antigen95|Q7A7B2|CP000253.1|mhcii|seq6309	antigen95|Q7A7B2|CP000253.1|mhcii|seq14268
antigen95|Q7A7B2|CP000253.1|mhcii|seq6309	antigen95|Q7A7B2|CP000253.1|mhcii|seq14267
antigen95|Q7A7B2|CP000253.1|mhcii|seq6309	antigen95|Q7A7B2|CP000253.1|mhcii|seq3998
antigen95|Q7A7B2|CP000253.1|mhcii|seq6309	antigen95|Q7A7B2|CP000253.1|mhcii|seq10824
antigen95|Q7A7B2|CP000253.1|mhcii|seq6309	antigen95|Q7A7B2|CP000253.1|mhcii|seq10825
antigen95|Q7A7B2|CP000253.1|mhcii|seq6309	antigen95|Q7A7B2|CP000253.1|mhcii|seq938
antigen95|Q7A7B2|CP000253.1|mhcii|seq6309	antigen95|Q7A7B2|CP000253.1|mhcii|seq935
antigen95|Q7A7B2|CP000253.1|mhcii|seq6309	antigen95|Q7A7B2|CP000253.1|mhcii|seq936
antigen95|Q7A7B2|CP000253.1|mhcii|seq6309	antigen95|Q7A7B2|CP000253.1|mhcii|seq937
antigen95|Q7A7B2|CP000253.1|mhcii|seq6309	antigen95|Q7A7B2|CP000253.1|mhcii|seq939
antigen95|Q7A7B2|CP000253.1|mhcii|seq6309	antigen95|Q7A7B2|CP000253.1|mhcii|seq940
antigen95|Q7A7B2|CP000253.1|mhcii|seq6309	antigen95|Q7A7B2|CP000253.1|mhcii|seq941
antigen95|Q7A7B2|CP000253.1|mhcii|seq6309	antigen95|Q7A7B2|CP000253.1|mhcii|seq10826
antigen95|Q7A7B2|CP000253.1|mhcii|seq6309	antigen95|Q7A7B2|CP000253.1|mhcii|seq3995
antigen95|Q7A7B2|CP000253.1|mhcii|seq6309	antigen95|Q7A7B2|CP000253.1|mhcii|seq3996
antigen95|Q7A7B2|CP000253.1|mhcii|seq6309	antigen95|Q7A7B2|CP000253.1|mhcii|seq3997
antigen95|Q7A7B2|CP000253.1|mhcii|seq6309	antigen95|Q7A7B2|CP000253.1|mhcii|seq2207
antigen95|Q7A7B2|CP000253.1|mhcii|seq6309	antigen95|Q7A7B2|CP000253.1|mhcii|seq2209
antigen95|Q7A7B2|CP000253.1|mhcii|seq6309	antigen95|Q7A7B2|CP000253.1|mhcii|seq2210
antigen95|Q7A7B2|CP000253.1|mhcii|seq6309	antigen95|Q7A7B2|CP000253.1|mhcii|seq2204
antigen95|Q7A7B2|CP000253.1|mhcii|seq6309	antigen95|Q7A7B2|CP000253.1|mhcii|seq2205
antigen95|Q7A7B2|CP000253.1|mhcii|seq6309	antigen95|Q7A7B2|CP000253.1|mhcii|seq2206
antigen95|Q7A7B2|CP000253.1|mhcii|seq6309	antigen95|Q7A7B2|CP000253.1|mhcii|seq2208
antigen95|Q7A7B2|CP000253.1|mhcii|seq6309	antigen95|Q7A7B2|CP000253.1|mhcii|seq3135
antigen95|Q7A7B2|CP000253.1|mhcii|seq6725	antigen95|Q7A7B2|CP000253.1|mhcii|seq6725
antigen95|Q7A7B2|CP000253.1|mhcii|seq6949	antigen95|Q7A7B2|CP000253.1|mhcii|seq6949
antigen95|Q7A7B2|CP000253.1|mhcii|seq6949	antigen95|Q7A7B2|CP000253.1|mhcii|seq6689
antigen95|Q7A7B2|CP000253.1|mhcii|seq6949	antigen95|Q7A7B2|CP000253.1|mhcii|seq6945
antigen95|Q7A7B2|CP000253.1|mhcii|seq6949	antigen95|Q7A7B2|CP000253.1|mhcii|seq6690
antigen95|Q7A7B2|CP000253.1|mhcii|seq6949	antigen95|Q7A7B2|CP000253.1|mhcii|seq6946
antigen95|Q7A7B2|CP000253.1|mhcii|seq6949	antigen95|Q7A7B2|CP000253.1|mhcii|seq6691
antigen95|Q7A7B2|CP000253.1|mhcii|seq6949	antigen95|Q7A7B2|CP000253.1|mhcii|seq6947
antigen95|Q7A7B2|CP000253.1|mhcii|seq6949	antigen95|Q7A7B2|CP000253.1|mhcii|seq6692
antigen95|Q7A7B2|CP000253.1|mhcii|seq6949	antigen95|Q7A7B2|CP000253.1|mhcii|seq6948
antigen95|Q7A7B2|CP000253.1|mhcii|seq6949	antigen95|Q7A7B2|CP000253.1|mhcii|seq6693
antigen95|Q7A7B2|CP000253.1|mhcii|seq6949	antigen95|Q7A7B2|CP000253.1|mhcii|seq6694
antigen95|Q7A7B2|CP000253.1|mhcii|seq6949	antigen95|Q7A7B2|CP000253.1|mhcii|seq12904
antigen95|Q7A7B2|CP000253.1|mhcii|seq6949	antigen95|Q7A7B2|CP000253.1|mhcii|seq265
antigen95|Q7A7B2|CP000253.1|mhcii|seq6949	antigen95|Q7A7B2|CP000253.1|mhcii|seq12905
antigen95|Q7A7B2|CP000253.1|mhcii|seq6949	antigen95|Q7A7B2|CP000253.1|mhcii|seq266
antigen95|Q7A7B2|CP000253.1|mhcii|seq6949	antigen95|Q7A7B2|CP000253.1|mhcii|seq267
antigen95|Q7A7B2|CP000253.1|mhcii|seq6949	antigen95|Q7A7B2|CP000253.1|mhcii|seq14635
antigen95|Q7A7B2|CP000253.1|mhcii|seq6949	antigen95|Q7A7B2|CP000253.1|mhcii|seq268
antigen95|Q7A7B2|CP000253.1|mhcii|seq6949	antigen95|Q7A7B2|CP000253.1|mhcii|seq14636
antigen95|Q7A7B2|CP000253.1|mhcii|seq6949	antigen95|Q7A7B2|CP000253.1|mhcii|seq269
antigen95|Q7A7B2|CP000253.1|mhcii|seq6949	antigen95|Q7A7B2|CP000253.1|mhcii|seq14637
antigen95|Q7A7B2|CP000253.1|mhcii|seq6949	antigen95|Q7A7B2|CP000253.1|mhcii|seq270
antigen95|Q7A7B2|CP000253.1|mhcii|seq6949	antigen95|Q7A7B2|CP000253.1|mhcii|seq14638
antigen95|Q7A7B2|CP000253.1|mhcii|seq6949	antigen95|Q7A7B2|CP000253.1|mhcii|seq14639
antigen95|Q7A7B2|CP000253.1|mhcii|seq6949	antigen95|Q7A7B2|CP000253.1|mhcii|seq13809
antigen95|Q7A7B2|CP000253.1|mhcii|seq6949	antigen95|Q7A7B2|CP000253.1|mhcii|seq13810
antigen95|Q7A7B2|CP000253.1|mhcii|seq6949	antigen95|Q7A7B2|CP000253.1|mhcii|seq115
antigen95|Q7A7B2|CP000253.1|mhcii|seq6949	antigen95|Q7A7B2|CP000253.1|mhcii|seq7827
antigen95|Q7A7B2|CP000253.1|mhcii|seq6949	antigen95|Q7A7B2|CP000253.1|mhcii|seq10323
antigen95|Q7A7B2|CP000253.1|mhcii|seq6949	antigen95|Q7A7B2|CP000253.1|mhcii|seq13811
antigen95|Q7A7B2|CP000253.1|mhcii|seq6949	antigen95|Q7A7B2|CP000253.1|mhcii|seq116
antigen95|Q7A7B2|CP000253.1|mhcii|seq6949	antigen95|Q7A7B2|CP000253.1|mhcii|seq7828
antigen95|Q7A7B2|CP000253.1|mhcii|seq6949	antigen95|Q7A7B2|CP000253.1|mhcii|seq10324
antigen95|Q7A7B2|CP000253.1|mhcii|seq6949	antigen95|Q7A7B2|CP000253.1|mhcii|seq13812
antigen95|Q7A7B2|CP000253.1|mhcii|seq6949	antigen95|Q7A7B2|CP000253.1|mhcii|seq117
antigen95|Q7A7B2|CP000253.1|mhcii|seq6949	antigen95|Q7A7B2|CP000253.1|mhcii|seq7829
antigen95|Q7A7B2|CP000253.1|mhcii|seq6949	antigen95|Q7A7B2|CP000253.1|mhcii|seq10325
antigen95|Q7A7B2|CP000253.1|mhcii|seq6949	antigen95|Q7A7B2|CP000253.1|mhcii|seq13813
antigen95|Q7A7B2|CP000253.1|mhcii|seq6949	antigen95|Q7A7B2|CP000253.1|mhcii|seq118
antigen95|Q7A7B2|CP000253.1|mhcii|seq6949	antigen95|Q7A7B2|CP000253.1|mhcii|seq10326
antigen95|Q7A7B2|CP000253.1|mhcii|seq6949	antigen95|Q7A7B2|CP000253.1|mhcii|seq13142
antigen95|Q7A7B2|CP000253.1|mhcii|seq6949	antigen95|Q7A7B2|CP000253.1|mhcii|seq13814
antigen95|Q7A7B2|CP000253.1|mhcii|seq6949	antigen95|Q7A7B2|CP000253.1|mhcii|seq119
antigen95|Q7A7B2|CP000253.1|mhcii|seq6949	antigen95|Q7A7B2|CP000253.1|mhcii|seq10327
antigen95|Q7A7B2|CP000253.1|mhcii|seq6949	antigen95|Q7A7B2|CP000253.1|mhcii|seq13143
antigen95|Q7A7B2|CP000253.1|mhcii|seq6949	antigen95|Q7A7B2|CP000253.1|mhcii|seq120
antigen95|Q7A7B2|CP000253.1|mhcii|seq6949	antigen95|Q7A7B2|CP000253.1|mhcii|seq10328
antigen95|Q7A7B2|CP000253.1|mhcii|seq6949	antigen95|Q7A7B2|CP000253.1|mhcii|seq13144
antigen95|Q7A7B2|CP000253.1|mhcii|seq6949	antigen95|Q7A7B2|CP000253.1|mhcii|seq13145
antigen95|Q7A7B2|CP000253.1|mhcii|seq6949	antigen95|Q7A7B2|CP000253.1|mhcii|seq12187
antigen95|Q7A7B2|CP000253.1|mhcii|seq6949	antigen95|Q7A7B2|CP000253.1|mhcii|seq6944
antigen95|Q7A7B2|CP000253.1|mhcii|seq7365	antigen95|Q7A7B2|CP000253.1|mhcii|seq7365
antigen95|Q7A7B2|CP000253.1|mhcii|seq7653	antigen95|Q7A7B2|CP000253.1|mhcii|seq7653
antigen95|Q7A7B2|CP000253.1|mhcii|seq7653	antigen95|Q7A7B2|CP000253.1|mhcii|seq7652
antigen95|Q7A7B2|CP000253.1|mhcii|seq7653	antigen95|Q7A7B2|CP000253.1|mhcii|seq7651
antigen95|Q7A7B2|CP000253.1|mhcii|seq7653	antigen95|Q7A7B2|CP000253.1|mhcii|seq9128
antigen95|Q7A7B2|CP000253.1|mhcii|seq7653	antigen95|Q7A7B2|CP000253.1|mhcii|seq9125
antigen95|Q7A7B2|CP000253.1|mhcii|seq7653	antigen95|Q7A7B2|CP000253.1|mhcii|seq9126
antigen95|Q7A7B2|CP000253.1|mhcii|seq7653	antigen95|Q7A7B2|CP000253.1|mhcii|seq9127
antigen95|Q7A7B2|CP000253.1|mhcii|seq7653	antigen95|Q7A7B2|CP000253.1|mhcii|seq9129
antigen95|Q7A7B2|CP000253.1|mhcii|seq7653	antigen95|Q7A7B2|CP000253.1|mhcii|seq3934
antigen95|Q7A7B2|CP000253.1|mhcii|seq7653	antigen95|Q7A7B2|CP000253.1|mhcii|seq16148
antigen95|Q7A7B2|CP000253.1|mhcii|seq7653	antigen95|Q7A7B2|CP000253.1|mhcii|seq7654
antigen95|Q7A7B2|CP000253.1|mhcii|seq7653	antigen95|Q7A7B2|CP000253.1|mhcii|seq16145
antigen95|Q7A7B2|CP000253.1|mhcii|seq7653	antigen95|Q7A7B2|CP000253.1|mhcii|seq16146
antigen95|Q7A7B2|CP000253.1|mhcii|seq7653	antigen95|Q7A7B2|CP000253.1|mhcii|seq16147
antigen95|Q7A7B2|CP000253.1|mhcii|seq7653	antigen95|Q7A7B2|CP000253.1|mhcii|seq10676
antigen95|Q7A7B2|CP000253.1|mhcii|seq7653	antigen95|Q7A7B2|CP000253.1|mhcii|seq10677
antigen95|Q7A7B2|CP000253.1|mhcii|seq7653	antigen95|Q7A7B2|CP000253.1|mhcii|seq10678
antigen95|Q7A7B2|CP000253.1|mhcii|seq7653	antigen95|Q7A7B2|CP000253.1|mhcii|seq9658
antigen95|Q7A7B2|CP000253.1|mhcii|seq7653	antigen95|Q7A7B2|CP000253.1|mhcii|seq9655
antigen95|Q7A7B2|CP000253.1|mhcii|seq7653	antigen95|Q7A7B2|CP000253.1|mhcii|seq9656
antigen95|Q7A7B2|CP000253.1|mhcii|seq7653	antigen95|Q7A7B2|CP000253.1|mhcii|seq9657
antigen95|Q7A7B2|CP000253.1|mhcii|seq7653	antigen95|Q7A7B2|CP000253.1|mhcii|seq3933
antigen95|Q7A7B2|CP000253.1|mhcii|seq7653	antigen95|Q7A7B2|CP000253.1|mhcii|seq3930
antigen95|Q7A7B2|CP000253.1|mhcii|seq7653	antigen95|Q7A7B2|CP000253.1|mhcii|seq3935
antigen95|Q7A7B2|CP000253.1|mhcii|seq7653	antigen95|Q7A7B2|CP000253.1|mhcii|seq3936
antigen95|Q7A7B2|CP000253.1|mhcii|seq7653	antigen95|Q7A7B2|CP000253.1|mhcii|seq10589
antigen95|Q7A7B2|CP000253.1|mhcii|seq7653	antigen95|Q7A7B2|CP000253.1|mhcii|seq11656
antigen95|Q7A7B2|CP000253.1|mhcii|seq7653	antigen95|Q7A7B2|CP000253.1|mhcii|seq9130
antigen95|Q7A7B2|CP000253.1|mhcii|seq7653	antigen95|Q7A7B2|CP000253.1|mhcii|seq9131
antigen95|Q7A7B2|CP000253.1|mhcii|seq7653	antigen95|Q7A7B2|CP000253.1|mhcii|seq9132
antigen95|Q7A7B2|CP000253.1|mhcii|seq7653	antigen95|Q7A7B2|CP000253.1|mhcii|seq9133
antigen95|Q7A7B2|CP000253.1|mhcii|seq7653	antigen95|Q7A7B2|CP000253.1|mhcii|seq10586
antigen95|Q7A7B2|CP000253.1|mhcii|seq7653	antigen95|Q7A7B2|CP000253.1|mhcii|seq10587
antigen95|Q7A7B2|CP000253.1|mhcii|seq7653	antigen95|Q7A7B2|CP000253.1|mhcii|seq10588
antigen95|Q7A7B2|CP000253.1|mhcii|seq7653	antigen95|Q7A7B2|CP000253.1|mhcii|seq10590
antigen95|Q7A7B2|CP000253.1|mhcii|seq7653	antigen95|Q7A7B2|CP000253.1|mhcii|seq10591
antigen95|Q7A7B2|CP000253.1|mhcii|seq7653	antigen95|Q7A7B2|CP000253.1|mhcii|seq10592
antigen95|Q7A7B2|CP000253.1|mhcii|seq5511	antigen95|Q7A7B2|CP000253.1|mhcii|seq5511
antigen95|Q7A7B2|CP000253.1|mhcii|seq5511	antigen95|Q7A7B2|CP000253.1|mhcii|seq5509
antigen95|Q7A7B2|CP000253.1|mhcii|seq5511	antigen95|Q7A7B2|CP000253.1|mhcii|seq16741
antigen95|Q7A7B2|CP000253.1|mhcii|seq5511	antigen95|Q7A7B2|CP000253.1|mhcii|seq3238
antigen95|Q7A7B2|CP000253.1|mhcii|seq5511	antigen95|Q7A7B2|CP000253.1|mhcii|seq5510
antigen95|Q7A7B2|CP000253.1|mhcii|seq5511	antigen95|Q7A7B2|CP000253.1|mhcii|seq16742
antigen95|Q7A7B2|CP000253.1|mhcii|seq5511	antigen95|Q7A7B2|CP000253.1|mhcii|seq3239
antigen95|Q7A7B2|CP000253.1|mhcii|seq5511	antigen95|Q7A7B2|CP000253.1|mhcii|seq16743
antigen95|Q7A7B2|CP000253.1|mhcii|seq5511	antigen95|Q7A7B2|CP000253.1|mhcii|seq3240
antigen95|Q7A7B2|CP000253.1|mhcii|seq5511	antigen95|Q7A7B2|CP000253.1|mhcii|seq5512
antigen95|Q7A7B2|CP000253.1|mhcii|seq5511	antigen95|Q7A7B2|CP000253.1|mhcii|seq16744
antigen95|Q7A7B2|CP000253.1|mhcii|seq5511	antigen95|Q7A7B2|CP000253.1|mhcii|seq11709
antigen95|Q7A7B2|CP000253.1|mhcii|seq5511	antigen95|Q7A7B2|CP000253.1|mhcii|seq11708
antigen95|Q7A7B2|CP000253.1|mhcii|seq5511	antigen95|Q7A7B2|CP000253.1|mhcii|seq11711
antigen95|Q7A7B2|CP000253.1|mhcii|seq5991	antigen95|Q7A7B2|CP000253.1|mhcii|seq5991
antigen95|Q7A7B2|CP000253.1|mhcii|seq5991	antigen95|Q7A7B2|CP000253.1|mhcii|seq4804
antigen95|Q7A7B2|CP000253.1|mhcii|seq5991	antigen95|Q7A7B2|CP000253.1|mhcii|seq4805
antigen95|Q7A7B2|CP000253.1|mhcii|seq5991	antigen95|Q7A7B2|CP000253.1|mhcii|seq5990
antigen95|Q7A7B2|CP000253.1|mhcii|seq5991	antigen95|Q7A7B2|CP000253.1|mhcii|seq5992
antigen95|Q7A7B2|CP000253.1|mhcii|seq5991	antigen95|Q7A7B2|CP000253.1|mhcii|seq4806
antigen95|Q7A7B2|CP000253.1|mhcii|seq5991	antigen95|Q7A7B2|CP000253.1|mhcii|seq10438
antigen95|Q7A7B2|CP000253.1|mhcii|seq5991	antigen95|Q7A7B2|CP000253.1|mhcii|seq10435
antigen95|Q7A7B2|CP000253.1|mhcii|seq5991	antigen95|Q7A7B2|CP000253.1|mhcii|seq10436
antigen95|Q7A7B2|CP000253.1|mhcii|seq5991	antigen95|Q7A7B2|CP000253.1|mhcii|seq10437
antigen95|Q7A7B2|CP000253.1|mhcii|seq5991	antigen95|Q7A7B2|CP000253.1|mhcii|seq3750
antigen95|Q7A7B2|CP000253.1|mhcii|seq5991	antigen95|Q7A7B2|CP000253.1|mhcii|seq10439
antigen95|Q7A7B2|CP000253.1|mhcii|seq5991	antigen95|Q7A7B2|CP000253.1|mhcii|seq4432
antigen95|Q7A7B2|CP000253.1|mhcii|seq5991	antigen95|Q7A7B2|CP000253.1|mhcii|seq4433
antigen95|Q7A7B2|CP000253.1|mhcii|seq5991	antigen95|Q7A7B2|CP000253.1|mhcii|seq4734
antigen95|Q7A7B2|CP000253.1|mhcii|seq5991	antigen95|Q7A7B2|CP000253.1|mhcii|seq13542
antigen95|Q7A7B2|CP000253.1|mhcii|seq5991	antigen95|Q7A7B2|CP000253.1|mhcii|seq4735
antigen95|Q7A7B2|CP000253.1|mhcii|seq5991	antigen95|Q7A7B2|CP000253.1|mhcii|seq13543
antigen95|Q7A7B2|CP000253.1|mhcii|seq5991	antigen95|Q7A7B2|CP000253.1|mhcii|seq4736
antigen95|Q7A7B2|CP000253.1|mhcii|seq5991	antigen95|Q7A7B2|CP000253.1|mhcii|seq13544
antigen95|Q7A7B2|CP000253.1|mhcii|seq5991	antigen95|Q7A7B2|CP000253.1|mhcii|seq4431
antigen95|Q7A7B2|CP000253.1|mhcii|seq5991	antigen95|Q7A7B2|CP000253.1|mhcii|seq3749
antigen95|Q7A7B2|CP000253.1|mhcii|seq5991	antigen95|Q7A7B2|CP000253.1|mhcii|seq4429
antigen95|Q7A7B2|CP000253.1|mhcii|seq5991	antigen95|Q7A7B2|CP000253.1|mhcii|seq4430
antigen95|Q7A7B2|CP000253.1|mhcii|seq6471	antigen95|Q7A7B2|CP000253.1|mhcii|seq6471
antigen95|Q7A7B2|CP000253.1|mhcii|seq6471	antigen95|Q7A7B2|CP000253.1|mhcii|seq14597
antigen95|Q7A7B2|CP000253.1|mhcii|seq6471	antigen95|Q7A7B2|CP000253.1|mhcii|seq10241
antigen95|Q7A7B2|CP000253.1|mhcii|seq6471	antigen95|Q7A7B2|CP000253.1|mhcii|seq10242
antigen95|Q7A7B2|CP000253.1|mhcii|seq6471	antigen95|Q7A7B2|CP000253.1|mhcii|seq14596
antigen95|Q7A7B2|CP000253.1|mhcii|seq6471	antigen95|Q7A7B2|CP000253.1|mhcii|seq6470
antigen95|Q7A7B2|CP000253.1|mhcii|seq6471	antigen95|Q7A7B2|CP000253.1|mhcii|seq9589
antigen95|Q7A7B2|CP000253.1|mhcii|seq6919	antigen95|Q7A7B2|CP000253.1|mhcii|seq6919
antigen95|Q7A7B2|CP000253.1|mhcii|seq6919	antigen95|Q7A7B2|CP000253.1|mhcii|seq7779
antigen95|Q7A7B2|CP000253.1|mhcii|seq6919	antigen95|Q7A7B2|CP000253.1|mhcii|seq8099
antigen95|Q7A7B2|CP000253.1|mhcii|seq6919	antigen95|Q7A7B2|CP000253.1|mhcii|seq6916
antigen95|Q7A7B2|CP000253.1|mhcii|seq6919	antigen95|Q7A7B2|CP000253.1|mhcii|seq7780
antigen95|Q7A7B2|CP000253.1|mhcii|seq6919	antigen95|Q7A7B2|CP000253.1|mhcii|seq6917
antigen95|Q7A7B2|CP000253.1|mhcii|seq6919	antigen95|Q7A7B2|CP000253.1|mhcii|seq7781
antigen95|Q7A7B2|CP000253.1|mhcii|seq6919	antigen95|Q7A7B2|CP000253.1|mhcii|seq12645
antigen95|Q7A7B2|CP000253.1|mhcii|seq6919	antigen95|Q7A7B2|CP000253.1|mhcii|seq6918
antigen95|Q7A7B2|CP000253.1|mhcii|seq6919	antigen95|Q7A7B2|CP000253.1|mhcii|seq7782
antigen95|Q7A7B2|CP000253.1|mhcii|seq6919	antigen95|Q7A7B2|CP000253.1|mhcii|seq12646
antigen95|Q7A7B2|CP000253.1|mhcii|seq6919	antigen95|Q7A7B2|CP000253.1|mhcii|seq7783
antigen95|Q7A7B2|CP000253.1|mhcii|seq6919	antigen95|Q7A7B2|CP000253.1|mhcii|seq12647
antigen95|Q7A7B2|CP000253.1|mhcii|seq6919	antigen95|Q7A7B2|CP000253.1|mhcii|seq7784
antigen95|Q7A7B2|CP000253.1|mhcii|seq6919	antigen95|Q7A7B2|CP000253.1|mhcii|seq12648
antigen95|Q7A7B2|CP000253.1|mhcii|seq6919	antigen95|Q7A7B2|CP000253.1|mhcii|seq12649
antigen95|Q7A7B2|CP000253.1|mhcii|seq6919	antigen95|Q7A7B2|CP000253.1|mhcii|seq12650
antigen95|Q7A7B2|CP000253.1|mhcii|seq6919	antigen95|Q7A7B2|CP000253.1|mhcii|seq2827
antigen95|Q7A7B2|CP000253.1|mhcii|seq6919	antigen95|Q7A7B2|CP000253.1|mhcii|seq2828
antigen95|Q7A7B2|CP000253.1|mhcii|seq6919	antigen95|Q7A7B2|CP000253.1|mhcii|seq2829
antigen95|Q7A7B2|CP000253.1|mhcii|seq6919	antigen95|Q7A7B2|CP000253.1|mhcii|seq2830
antigen95|Q7A7B2|CP000253.1|mhcii|seq6919	antigen95|Q7A7B2|CP000253.1|mhcii|seq2831
antigen95|Q7A7B2|CP000253.1|mhcii|seq6919	antigen95|Q7A7B2|CP000253.1|mhcii|seq2832
antigen95|Q7A7B2|CP000253.1|mhcii|seq6919	antigen95|Q7A7B2|CP000253.1|mhcii|seq2482
antigen95|Q7A7B2|CP000253.1|mhcii|seq6919	antigen95|Q7A7B2|CP000253.1|mhcii|seq16338
antigen95|Q7A7B2|CP000253.1|mhcii|seq6919	antigen95|Q7A7B2|CP000253.1|mhcii|seq2483
antigen95|Q7A7B2|CP000253.1|mhcii|seq6919	antigen95|Q7A7B2|CP000253.1|mhcii|seq16691
antigen95|Q7A7B2|CP000253.1|mhcii|seq6919	antigen95|Q7A7B2|CP000253.1|mhcii|seq2484
antigen95|Q7A7B2|CP000253.1|mhcii|seq6919	antigen95|Q7A7B2|CP000253.1|mhcii|seq16692
antigen95|Q7A7B2|CP000253.1|mhcii|seq6919	antigen95|Q7A7B2|CP000253.1|mhcii|seq2485
antigen95|Q7A7B2|CP000253.1|mhcii|seq6919	antigen95|Q7A7B2|CP000253.1|mhcii|seq13653
antigen95|Q7A7B2|CP000253.1|mhcii|seq6919	antigen95|Q7A7B2|CP000253.1|mhcii|seq16693
antigen95|Q7A7B2|CP000253.1|mhcii|seq6919	antigen95|Q7A7B2|CP000253.1|mhcii|seq2486
antigen95|Q7A7B2|CP000253.1|mhcii|seq6919	antigen95|Q7A7B2|CP000253.1|mhcii|seq12246
antigen95|Q7A7B2|CP000253.1|mhcii|seq6919	antigen95|Q7A7B2|CP000253.1|mhcii|seq13654
antigen95|Q7A7B2|CP000253.1|mhcii|seq6919	antigen95|Q7A7B2|CP000253.1|mhcii|seq16694
antigen95|Q7A7B2|CP000253.1|mhcii|seq6919	antigen95|Q7A7B2|CP000253.1|mhcii|seq2487
antigen95|Q7A7B2|CP000253.1|mhcii|seq6919	antigen95|Q7A7B2|CP000253.1|mhcii|seq12247
