antigen42|A5IPD1|CP002114.3|mhcii|seq262	antigen42|A5IPD1|CP002114.3|mhcii|seq262
antigen42|A5IPD1|CP002114.3|mhcii|seq1162	antigen42|A5IPD1|CP002114.3|mhcii|seq1173
antigen42|A5IPD1|CP002114.3|mhcii|seq1162	antigen42|A5IPD1|CP002114.3|mhcii|seq1582
antigen42|A5IPD1|CP002114.3|mhcii|seq1162	antigen42|A5IPD1|CP002114.3|mhcii|seq1174
antigen42|A5IPD1|CP002114.3|mhcii|seq1162	antigen42|A5IPD1|CP002114.3|mhcii|seq1583
antigen42|A5IPD1|CP002114.3|mhcii|seq1162	antigen42|A5IPD1|CP002114.3|mhcii|seq1176
antigen42|A5IPD1|CP002114.3|mhcii|seq1162	antigen42|A5IPD1|CP002114.3|mhcii|seq1585
antigen42|A5IPD1|CP002114.3|mhcii|seq1162	antigen42|A5IPD1|CP002114.3|mhcii|seq1177
antigen42|A5IPD1|CP002114.3|mhcii|seq1162	antigen42|A5IPD1|CP002114.3|mhcii|seq384
antigen42|A5IPD1|CP002114.3|mhcii|seq1258	antigen42|A5IPD1|CP002114.3|mhcii|seq1258
antigen42|A5IPD1|CP002114.3|mhcii|seq1258	antigen42|A5IPD1|CP002114.3|mhcii|seq1253
antigen42|A5IPD1|CP002114.3|mhcii|seq1258	antigen42|A5IPD1|CP002114.3|mhcii|seq1254
antigen42|A5IPD1|CP002114.3|mhcii|seq1258	antigen42|A5IPD1|CP002114.3|mhcii|seq1255
antigen42|A5IPD1|CP002114.3|mhcii|seq1258	antigen42|A5IPD1|CP002114.3|mhcii|seq968
antigen42|A5IPD1|CP002114.3|mhcii|seq1258	antigen42|A5IPD1|CP002114.3|mhcii|seq1256
antigen42|A5IPD1|CP002114.3|mhcii|seq1258	antigen42|A5IPD1|CP002114.3|mhcii|seq969
antigen42|A5IPD1|CP002114.3|mhcii|seq1258	antigen42|A5IPD1|CP002114.3|mhcii|seq1257
antigen42|A5IPD1|CP002114.3|mhcii|seq1258	antigen42|A5IPD1|CP002114.3|mhcii|seq970
antigen42|A5IPD1|CP002114.3|mhcii|seq1258	antigen42|A5IPD1|CP002114.3|mhcii|seq971
antigen42|A5IPD1|CP002114.3|mhcii|seq1258	antigen42|A5IPD1|CP002114.3|mhcii|seq972
antigen42|A5IPD1|CP002114.3|mhcii|seq1258	antigen42|A5IPD1|CP002114.3|mhcii|seq1708
antigen42|A5IPD1|CP002114.3|mhcii|seq1258	antigen42|A5IPD1|CP002114.3|mhcii|seq973
antigen42|A5IPD1|CP002114.3|mhcii|seq1258	antigen42|A5IPD1|CP002114.3|mhcii|seq687
antigen42|A5IPD1|CP002114.3|mhcii|seq1258	antigen42|A5IPD1|CP002114.3|mhcii|seq1455
antigen42|A5IPD1|CP002114.3|mhcii|seq1258	antigen42|A5IPD1|CP002114.3|mhcii|seq368
antigen42|A5IPD1|CP002114.3|mhcii|seq1258	antigen42|A5IPD1|CP002114.3|mhcii|seq688
antigen42|A5IPD1|CP002114.3|mhcii|seq1258	antigen42|A5IPD1|CP002114.3|mhcii|seq1456
antigen42|A5IPD1|CP002114.3|mhcii|seq1258	antigen42|A5IPD1|CP002114.3|mhcii|seq241
antigen42|A5IPD1|CP002114.3|mhcii|seq1258	antigen42|A5IPD1|CP002114.3|mhcii|seq369
antigen42|A5IPD1|CP002114.3|mhcii|seq1258	antigen42|A5IPD1|CP002114.3|mhcii|seq593
antigen42|A5IPD1|CP002114.3|mhcii|seq1258	antigen42|A5IPD1|CP002114.3|mhcii|seq1457
antigen42|A5IPD1|CP002114.3|mhcii|seq1258	antigen42|A5IPD1|CP002114.3|mhcii|seq242
antigen42|A5IPD1|CP002114.3|mhcii|seq1258	antigen42|A5IPD1|CP002114.3|mhcii|seq370
antigen42|A5IPD1|CP002114.3|mhcii|seq1258	antigen42|A5IPD1|CP002114.3|mhcii|seq594
antigen42|A5IPD1|CP002114.3|mhcii|seq1258	antigen42|A5IPD1|CP002114.3|mhcii|seq243
antigen42|A5IPD1|CP002114.3|mhcii|seq1258	antigen42|A5IPD1|CP002114.3|mhcii|seq371
antigen42|A5IPD1|CP002114.3|mhcii|seq1258	antigen42|A5IPD1|CP002114.3|mhcii|seq595
antigen42|A5IPD1|CP002114.3|mhcii|seq1258	antigen42|A5IPD1|CP002114.3|mhcii|seq244
antigen42|A5IPD1|CP002114.3|mhcii|seq1258	antigen42|A5IPD1|CP002114.3|mhcii|seq372
antigen42|A5IPD1|CP002114.3|mhcii|seq1258	antigen42|A5IPD1|CP002114.3|mhcii|seq596
antigen42|A5IPD1|CP002114.3|mhcii|seq1258	antigen42|A5IPD1|CP002114.3|mhcii|seq1300
antigen42|A5IPD1|CP002114.3|mhcii|seq1258	antigen42|A5IPD1|CP002114.3|mhcii|seq245
antigen42|A5IPD1|CP002114.3|mhcii|seq1258	antigen42|A5IPD1|CP002114.3|mhcii|seq373
antigen42|A5IPD1|CP002114.3|mhcii|seq1258	antigen42|A5IPD1|CP002114.3|mhcii|seq533
antigen42|A5IPD1|CP002114.3|mhcii|seq1258	antigen42|A5IPD1|CP002114.3|mhcii|seq597
antigen42|A5IPD1|CP002114.3|mhcii|seq1258	antigen42|A5IPD1|CP002114.3|mhcii|seq1301
antigen42|A5IPD1|CP002114.3|mhcii|seq1258	antigen42|A5IPD1|CP002114.3|mhcii|seq246
antigen42|A5IPD1|CP002114.3|mhcii|seq1258	antigen42|A5IPD1|CP002114.3|mhcii|seq534
antigen42|A5IPD1|CP002114.3|mhcii|seq1258	antigen42|A5IPD1|CP002114.3|mhcii|seq598
antigen42|A5IPD1|CP002114.3|mhcii|seq1258	antigen42|A5IPD1|CP002114.3|mhcii|seq1302
antigen42|A5IPD1|CP002114.3|mhcii|seq1258	antigen42|A5IPD1|CP002114.3|mhcii|seq535
antigen42|A5IPD1|CP002114.3|mhcii|seq1258	antigen42|A5IPD1|CP002114.3|mhcii|seq1303
antigen42|A5IPD1|CP002114.3|mhcii|seq1258	antigen42|A5IPD1|CP002114.3|mhcii|seq56
antigen42|A5IPD1|CP002114.3|mhcii|seq1258	antigen42|A5IPD1|CP002114.3|mhcii|seq536
antigen42|A5IPD1|CP002114.3|mhcii|seq1258	antigen42|A5IPD1|CP002114.3|mhcii|seq57
antigen42|A5IPD1|CP002114.3|mhcii|seq1258	antigen42|A5IPD1|CP002114.3|mhcii|seq537
antigen42|A5IPD1|CP002114.3|mhcii|seq1258	antigen42|A5IPD1|CP002114.3|mhcii|seq58
antigen42|A5IPD1|CP002114.3|mhcii|seq1258	antigen42|A5IPD1|CP002114.3|mhcii|seq538
antigen42|A5IPD1|CP002114.3|mhcii|seq1258	antigen42|A5IPD1|CP002114.3|mhcii|seq59
antigen42|A5IPD1|CP002114.3|mhcii|seq1258	antigen42|A5IPD1|CP002114.3|mhcii|seq60
antigen42|A5IPD1|CP002114.3|mhcii|seq1354	antigen42|A5IPD1|CP002114.3|mhcii|seq1354
antigen42|A5IPD1|CP002114.3|mhcii|seq1354	antigen42|A5IPD1|CP002114.3|mhcii|seq225
antigen42|A5IPD1|CP002114.3|mhcii|seq1354	antigen42|A5IPD1|CP002114.3|mhcii|seq1666
antigen42|A5IPD1|CP002114.3|mhcii|seq1354	antigen42|A5IPD1|CP002114.3|mhcii|seq707
antigen42|A5IPD1|CP002114.3|mhcii|seq1354	antigen42|A5IPD1|CP002114.3|mhcii|seq708
antigen42|A5IPD1|CP002114.3|mhcii|seq1354	antigen42|A5IPD1|CP002114.3|mhcii|seq709
antigen42|A5IPD1|CP002114.3|mhcii|seq1354	antigen42|A5IPD1|CP002114.3|mhcii|seq710
antigen42|A5IPD1|CP002114.3|mhcii|seq1354	antigen42|A5IPD1|CP002114.3|mhcii|seq711
antigen42|A5IPD1|CP002114.3|mhcii|seq1354	antigen42|A5IPD1|CP002114.3|mhcii|seq712
antigen42|A5IPD1|CP002114.3|mhcii|seq1354	antigen42|A5IPD1|CP002114.3|mhcii|seq1351
antigen42|A5IPD1|CP002114.3|mhcii|seq1354	antigen42|A5IPD1|CP002114.3|mhcii|seq1352
antigen42|A5IPD1|CP002114.3|mhcii|seq1354	antigen42|A5IPD1|CP002114.3|mhcii|seq1353
antigen42|A5IPD1|CP002114.3|mhcii|seq1354	antigen42|A5IPD1|CP002114.3|mhcii|seq1355
antigen42|A5IPD1|CP002114.3|mhcii|seq1354	antigen42|A5IPD1|CP002114.3|mhcii|seq1356
antigen42|A5IPD1|CP002114.3|mhcii|seq1354	antigen42|A5IPD1|CP002114.3|mhcii|seq1713
antigen42|A5IPD1|CP002114.3|mhcii|seq1354	antigen42|A5IPD1|CP002114.3|mhcii|seq210
antigen42|A5IPD1|CP002114.3|mhcii|seq1354	antigen42|A5IPD1|CP002114.3|mhcii|seq1714
antigen42|A5IPD1|CP002114.3|mhcii|seq1354	antigen42|A5IPD1|CP002114.3|mhcii|seq1715
antigen42|A5IPD1|CP002114.3|mhcii|seq1354	antigen42|A5IPD1|CP002114.3|mhcii|seq468
antigen42|A5IPD1|CP002114.3|mhcii|seq1354	antigen42|A5IPD1|CP002114.3|mhcii|seq469
antigen42|A5IPD1|CP002114.3|mhcii|seq1354	antigen42|A5IPD1|CP002114.3|mhcii|seq470
antigen42|A5IPD1|CP002114.3|mhcii|seq1354	antigen42|A5IPD1|CP002114.3|mhcii|seq471
antigen42|A5IPD1|CP002114.3|mhcii|seq1354	antigen42|A5IPD1|CP002114.3|mhcii|seq222
antigen42|A5IPD1|CP002114.3|mhcii|seq1354	antigen42|A5IPD1|CP002114.3|mhcii|seq223
antigen42|A5IPD1|CP002114.3|mhcii|seq1354	antigen42|A5IPD1|CP002114.3|mhcii|seq224
antigen42|A5IPD1|CP002114.3|mhcii|seq1770	antigen42|A5IPD1|CP002114.3|mhcii|seq1770
antigen42|A5IPD1|CP002114.3|mhcii|seq1770	antigen42|A5IPD1|CP002114.3|mhcii|seq1769
antigen42|A5IPD1|CP002114.3|mhcii|seq1770	antigen42|A5IPD1|CP002114.3|mhcii|seq989
antigen42|A5IPD1|CP002114.3|mhcii|seq1770	antigen42|A5IPD1|CP002114.3|mhcii|seq990
antigen42|A5IPD1|CP002114.3|mhcii|seq1834	antigen42|A5IPD1|CP002114.3|mhcii|seq1834
antigen42|A5IPD1|CP002114.3|mhcii|seq1834	antigen42|A5IPD1|CP002114.3|mhcii|seq1837
antigen42|A5IPD1|CP002114.3|mhcii|seq1834	antigen42|A5IPD1|CP002114.3|mhcii|seq297
antigen42|A5IPD1|CP002114.3|mhcii|seq1834	antigen42|A5IPD1|CP002114.3|mhcii|seq294
antigen42|A5IPD1|CP002114.3|mhcii|seq1834	antigen42|A5IPD1|CP002114.3|mhcii|seq902
antigen42|A5IPD1|CP002114.3|mhcii|seq1834	antigen42|A5IPD1|CP002114.3|mhcii|seq295
antigen42|A5IPD1|CP002114.3|mhcii|seq1834	antigen42|A5IPD1|CP002114.3|mhcii|seq903
antigen42|A5IPD1|CP002114.3|mhcii|seq1834	antigen42|A5IPD1|CP002114.3|mhcii|seq1831
antigen42|A5IPD1|CP002114.3|mhcii|seq1834	antigen42|A5IPD1|CP002114.3|mhcii|seq296
antigen42|A5IPD1|CP002114.3|mhcii|seq1834	antigen42|A5IPD1|CP002114.3|mhcii|seq904
antigen42|A5IPD1|CP002114.3|mhcii|seq1834	antigen42|A5IPD1|CP002114.3|mhcii|seq1832
antigen42|A5IPD1|CP002114.3|mhcii|seq1834	antigen42|A5IPD1|CP002114.3|mhcii|seq905
antigen42|A5IPD1|CP002114.3|mhcii|seq1834	antigen42|A5IPD1|CP002114.3|mhcii|seq1833
antigen42|A5IPD1|CP002114.3|mhcii|seq1834	antigen42|A5IPD1|CP002114.3|mhcii|seq298
antigen42|A5IPD1|CP002114.3|mhcii|seq1834	antigen42|A5IPD1|CP002114.3|mhcii|seq906
antigen42|A5IPD1|CP002114.3|mhcii|seq1834	antigen42|A5IPD1|CP002114.3|mhcii|seq299
antigen42|A5IPD1|CP002114.3|mhcii|seq1834	antigen42|A5IPD1|CP002114.3|mhcii|seq907
antigen42|A5IPD1|CP002114.3|mhcii|seq1834	antigen42|A5IPD1|CP002114.3|mhcii|seq300
antigen42|A5IPD1|CP002114.3|mhcii|seq1834	antigen42|A5IPD1|CP002114.3|mhcii|seq759
antigen42|A5IPD1|CP002114.3|mhcii|seq1834	antigen42|A5IPD1|CP002114.3|mhcii|seq1401
antigen42|A5IPD1|CP002114.3|mhcii|seq1834	antigen42|A5IPD1|CP002114.3|mhcii|seq1084
antigen42|A5IPD1|CP002114.3|mhcii|seq1834	antigen42|A5IPD1|CP002114.3|mhcii|seq37
antigen42|A5IPD1|CP002114.3|mhcii|seq1834	antigen42|A5IPD1|CP002114.3|mhcii|seq1758
antigen42|A5IPD1|CP002114.3|mhcii|seq1834	antigen42|A5IPD1|CP002114.3|mhcii|seq1759
antigen42|A5IPD1|CP002114.3|mhcii|seq1834	antigen42|A5IPD1|CP002114.3|mhcii|seq573
antigen42|A5IPD1|CP002114.3|mhcii|seq1834	antigen42|A5IPD1|CP002114.3|mhcii|seq1835
antigen42|A5IPD1|CP002114.3|mhcii|seq1834	antigen42|A5IPD1|CP002114.3|mhcii|seq1836
antigen42|A5IPD1|CP002114.3|mhcii|seq1834	antigen42|A5IPD1|CP002114.3|mhcii|seq173
antigen42|A5IPD1|CP002114.3|mhcii|seq1834	antigen42|A5IPD1|CP002114.3|mhcii|seq761
antigen42|A5IPD1|CP002114.3|mhcii|seq1834	antigen42|A5IPD1|CP002114.3|mhcii|seq1403
antigen42|A5IPD1|CP002114.3|mhcii|seq1834	antigen42|A5IPD1|CP002114.3|mhcii|seq570
antigen42|A5IPD1|CP002114.3|mhcii|seq1834	antigen42|A5IPD1|CP002114.3|mhcii|seq762
antigen42|A5IPD1|CP002114.3|mhcii|seq1834	antigen42|A5IPD1|CP002114.3|mhcii|seq1404
antigen42|A5IPD1|CP002114.3|mhcii|seq1834	antigen42|A5IPD1|CP002114.3|mhcii|seq571
antigen42|A5IPD1|CP002114.3|mhcii|seq1834	antigen42|A5IPD1|CP002114.3|mhcii|seq572
antigen42|A5IPD1|CP002114.3|mhcii|seq1834	antigen42|A5IPD1|CP002114.3|mhcii|seq510
antigen42|A5IPD1|CP002114.3|mhcii|seq1834	antigen42|A5IPD1|CP002114.3|mhcii|seq574
antigen42|A5IPD1|CP002114.3|mhcii|seq1834	antigen42|A5IPD1|CP002114.3|mhcii|seq511
antigen42|A5IPD1|CP002114.3|mhcii|seq1834	antigen42|A5IPD1|CP002114.3|mhcii|seq1375
antigen42|A5IPD1|CP002114.3|mhcii|seq1834	antigen42|A5IPD1|CP002114.3|mhcii|seq512
antigen42|A5IPD1|CP002114.3|mhcii|seq1398	antigen42|A5IPD1|CP002114.3|mhcii|seq1398
antigen42|A5IPD1|CP002114.3|mhcii|seq1686	antigen42|A5IPD1|CP002114.3|mhcii|seq1686
antigen42|A5IPD1|CP002114.3|mhcii|seq1686	antigen42|A5IPD1|CP002114.3|mhcii|seq1687
antigen42|A5IPD1|CP002114.3|mhcii|seq1686	antigen42|A5IPD1|CP002114.3|mhcii|seq393
antigen42|A5IPD1|CP002114.3|mhcii|seq1686	antigen42|A5IPD1|CP002114.3|mhcii|seq390
antigen42|A5IPD1|CP002114.3|mhcii|seq1686	antigen42|A5IPD1|CP002114.3|mhcii|seq391
antigen42|A5IPD1|CP002114.3|mhcii|seq1686	antigen42|A5IPD1|CP002114.3|mhcii|seq392
antigen42|A5IPD1|CP002114.3|mhcii|seq1686	antigen42|A5IPD1|CP002114.3|mhcii|seq394
antigen42|A5IPD1|CP002114.3|mhcii|seq1686	antigen42|A5IPD1|CP002114.3|mhcii|seq395
antigen42|A5IPD1|CP002114.3|mhcii|seq1686	antigen42|A5IPD1|CP002114.3|mhcii|seq563
antigen42|A5IPD1|CP002114.3|mhcii|seq1686	antigen42|A5IPD1|CP002114.3|mhcii|seq396
antigen42|A5IPD1|CP002114.3|mhcii|seq1686	antigen42|A5IPD1|CP002114.3|mhcii|seq397
antigen42|A5IPD1|CP002114.3|mhcii|seq1686	antigen42|A5IPD1|CP002114.3|mhcii|seq398
antigen42|A5IPD1|CP002114.3|mhcii|seq1686	antigen42|A5IPD1|CP002114.3|mhcii|seq399
antigen42|A5IPD1|CP002114.3|mhcii|seq1686	antigen42|A5IPD1|CP002114.3|mhcii|seq559
antigen42|A5IPD1|CP002114.3|mhcii|seq1686	antigen42|A5IPD1|CP002114.3|mhcii|seq560
antigen42|A5IPD1|CP002114.3|mhcii|seq1686	antigen42|A5IPD1|CP002114.3|mhcii|seq561
antigen42|A5IPD1|CP002114.3|mhcii|seq1686	antigen42|A5IPD1|CP002114.3|mhcii|seq562
antigen42|A5IPD1|CP002114.3|mhcii|seq1686	antigen42|A5IPD1|CP002114.3|mhcii|seq564
antigen42|A5IPD1|CP002114.3|mhcii|seq1686	antigen42|A5IPD1|CP002114.3|mhcii|seq565
antigen42|A5IPD1|CP002114.3|mhcii|seq1686	antigen42|A5IPD1|CP002114.3|mhcii|seq1688
antigen42|A5IPD1|CP002114.3|mhcii|seq1686	antigen42|A5IPD1|CP002114.3|mhcii|seq1689
antigen42|A5IPD1|CP002114.3|mhcii|seq1686	antigen42|A5IPD1|CP002114.3|mhcii|seq1690
antigen42|A5IPD1|CP002114.3|mhcii|seq1686	antigen42|A5IPD1|CP002114.3|mhcii|seq1691
antigen42|A5IPD1|CP002114.3|mhcii|seq1686	antigen42|A5IPD1|CP002114.3|mhcii|seq1492
antigen42|A5IPD1|CP002114.3|mhcii|seq1814	antigen42|A5IPD1|CP002114.3|mhcii|seq1814
antigen42|A5IPD1|CP002114.3|mhcii|seq247	antigen42|A5IPD1|CP002114.3|mhcii|seq247
antigen42|A5IPD1|CP002114.3|mhcii|seq247	antigen42|A5IPD1|CP002114.3|mhcii|seq248
antigen42|A5IPD1|CP002114.3|mhcii|seq247	antigen42|A5IPD1|CP002114.3|mhcii|seq1376
antigen42|A5IPD1|CP002114.3|mhcii|seq311	antigen42|A5IPD1|CP002114.3|mhcii|seq311
antigen42|A5IPD1|CP002114.3|mhcii|seq311	antigen42|A5IPD1|CP002114.3|mhcii|seq1519
antigen42|A5IPD1|CP002114.3|mhcii|seq311	antigen42|A5IPD1|CP002114.3|mhcii|seq776
antigen42|A5IPD1|CP002114.3|mhcii|seq311	antigen42|A5IPD1|CP002114.3|mhcii|seq777
antigen42|A5IPD1|CP002114.3|mhcii|seq311	antigen42|A5IPD1|CP002114.3|mhcii|seq110
antigen42|A5IPD1|CP002114.3|mhcii|seq311	antigen42|A5IPD1|CP002114.3|mhcii|seq111
antigen42|A5IPD1|CP002114.3|mhcii|seq311	antigen42|A5IPD1|CP002114.3|mhcii|seq112
antigen42|A5IPD1|CP002114.3|mhcii|seq311	antigen42|A5IPD1|CP002114.3|mhcii|seq113
antigen42|A5IPD1|CP002114.3|mhcii|seq311	antigen42|A5IPD1|CP002114.3|mhcii|seq308
antigen42|A5IPD1|CP002114.3|mhcii|seq311	antigen42|A5IPD1|CP002114.3|mhcii|seq1516
antigen42|A5IPD1|CP002114.3|mhcii|seq311	antigen42|A5IPD1|CP002114.3|mhcii|seq309
antigen42|A5IPD1|CP002114.3|mhcii|seq311	antigen42|A5IPD1|CP002114.3|mhcii|seq1517
antigen42|A5IPD1|CP002114.3|mhcii|seq311	antigen42|A5IPD1|CP002114.3|mhcii|seq310
antigen42|A5IPD1|CP002114.3|mhcii|seq311	antigen42|A5IPD1|CP002114.3|mhcii|seq1518
antigen42|A5IPD1|CP002114.3|mhcii|seq311	antigen42|A5IPD1|CP002114.3|mhcii|seq312
antigen42|A5IPD1|CP002114.3|mhcii|seq311	antigen42|A5IPD1|CP002114.3|mhcii|seq1520
antigen42|A5IPD1|CP002114.3|mhcii|seq311	antigen42|A5IPD1|CP002114.3|mhcii|seq313
antigen42|A5IPD1|CP002114.3|mhcii|seq311	antigen42|A5IPD1|CP002114.3|mhcii|seq1521
antigen42|A5IPD1|CP002114.3|mhcii|seq311	antigen42|A5IPD1|CP002114.3|mhcii|seq314
antigen42|A5IPD1|CP002114.3|mhcii|seq311	antigen42|A5IPD1|CP002114.3|mhcii|seq1522
antigen42|A5IPD1|CP002114.3|mhcii|seq311	antigen42|A5IPD1|CP002114.3|mhcii|seq315
antigen42|A5IPD1|CP002114.3|mhcii|seq311	antigen42|A5IPD1|CP002114.3|mhcii|seq1523
antigen42|A5IPD1|CP002114.3|mhcii|seq311	antigen42|A5IPD1|CP002114.3|mhcii|seq860
antigen42|A5IPD1|CP002114.3|mhcii|seq311	antigen42|A5IPD1|CP002114.3|mhcii|seq857
antigen42|A5IPD1|CP002114.3|mhcii|seq311	antigen42|A5IPD1|CP002114.3|mhcii|seq858
antigen42|A5IPD1|CP002114.3|mhcii|seq311	antigen42|A5IPD1|CP002114.3|mhcii|seq859
antigen42|A5IPD1|CP002114.3|mhcii|seq311	antigen42|A5IPD1|CP002114.3|mhcii|seq861
antigen42|A5IPD1|CP002114.3|mhcii|seq311	antigen42|A5IPD1|CP002114.3|mhcii|seq862
antigen42|A5IPD1|CP002114.3|mhcii|seq311	antigen42|A5IPD1|CP002114.3|mhcii|seq863
antigen42|A5IPD1|CP002114.3|mhcii|seq311	antigen42|A5IPD1|CP002114.3|mhcii|seq864
antigen42|A5IPD1|CP002114.3|mhcii|seq311	antigen42|A5IPD1|CP002114.3|mhcii|seq1725
antigen42|A5IPD1|CP002114.3|mhcii|seq311	antigen42|A5IPD1|CP002114.3|mhcii|seq93
antigen42|A5IPD1|CP002114.3|mhcii|seq311	antigen42|A5IPD1|CP002114.3|mhcii|seq1726
antigen42|A5IPD1|CP002114.3|mhcii|seq311	antigen42|A5IPD1|CP002114.3|mhcii|seq94
antigen42|A5IPD1|CP002114.3|mhcii|seq311	antigen42|A5IPD1|CP002114.3|mhcii|seq1727
antigen42|A5IPD1|CP002114.3|mhcii|seq311	antigen42|A5IPD1|CP002114.3|mhcii|seq95
antigen42|A5IPD1|CP002114.3|mhcii|seq311	antigen42|A5IPD1|CP002114.3|mhcii|seq1728
antigen42|A5IPD1|CP002114.3|mhcii|seq311	antigen42|A5IPD1|CP002114.3|mhcii|seq96
antigen42|A5IPD1|CP002114.3|mhcii|seq1559	antigen42|A5IPD1|CP002114.3|mhcii|seq1559
antigen42|A5IPD1|CP002114.3|mhcii|seq824	antigen42|A5IPD1|CP002114.3|mhcii|seq824
antigen42|A5IPD1|CP002114.3|mhcii|seq824	antigen42|A5IPD1|CP002114.3|mhcii|seq1638
antigen42|A5IPD1|CP002114.3|mhcii|seq824	antigen42|A5IPD1|CP002114.3|mhcii|seq1635
antigen42|A5IPD1|CP002114.3|mhcii|seq824	antigen42|A5IPD1|CP002114.3|mhcii|seq1636
antigen42|A5IPD1|CP002114.3|mhcii|seq824	antigen42|A5IPD1|CP002114.3|mhcii|seq1637
antigen42|A5IPD1|CP002114.3|mhcii|seq824	antigen42|A5IPD1|CP002114.3|mhcii|seq1639
antigen42|A5IPD1|CP002114.3|mhcii|seq824	antigen42|A5IPD1|CP002114.3|mhcii|seq1640
antigen42|A5IPD1|CP002114.3|mhcii|seq824	antigen42|A5IPD1|CP002114.3|mhcii|seq1641
antigen42|A5IPD1|CP002114.3|mhcii|seq824	antigen42|A5IPD1|CP002114.3|mhcii|seq1650
antigen42|A5IPD1|CP002114.3|mhcii|seq824	antigen42|A5IPD1|CP002114.3|mhcii|seq1651
antigen42|A5IPD1|CP002114.3|mhcii|seq824	antigen42|A5IPD1|CP002114.3|mhcii|seq1620
antigen42|A5IPD1|CP002114.3|mhcii|seq824	antigen42|A5IPD1|CP002114.3|mhcii|seq1652
antigen42|A5IPD1|CP002114.3|mhcii|seq824	antigen42|A5IPD1|CP002114.3|mhcii|seq405
antigen42|A5IPD1|CP002114.3|mhcii|seq824	antigen42|A5IPD1|CP002114.3|mhcii|seq821
antigen42|A5IPD1|CP002114.3|mhcii|seq824	antigen42|A5IPD1|CP002114.3|mhcii|seq1621
antigen42|A5IPD1|CP002114.3|mhcii|seq824	antigen42|A5IPD1|CP002114.3|mhcii|seq1064
antigen42|A5IPD1|CP002114.3|mhcii|seq824	antigen42|A5IPD1|CP002114.3|mhcii|seq1563
antigen42|A5IPD1|CP002114.3|mhcii|seq824	antigen42|A5IPD1|CP002114.3|mhcii|seq1653
antigen42|A5IPD1|CP002114.3|mhcii|seq824	antigen42|A5IPD1|CP002114.3|mhcii|seq406
antigen42|A5IPD1|CP002114.3|mhcii|seq824	antigen42|A5IPD1|CP002114.3|mhcii|seq822
antigen42|A5IPD1|CP002114.3|mhcii|seq824	antigen42|A5IPD1|CP002114.3|mhcii|seq1654
antigen42|A5IPD1|CP002114.3|mhcii|seq824	antigen42|A5IPD1|CP002114.3|mhcii|seq1655
antigen42|A5IPD1|CP002114.3|mhcii|seq824	antigen42|A5IPD1|CP002114.3|mhcii|seq1656
antigen42|A5IPD1|CP002114.3|mhcii|seq824	antigen42|A5IPD1|CP002114.3|mhcii|seq407
antigen42|A5IPD1|CP002114.3|mhcii|seq824	antigen42|A5IPD1|CP002114.3|mhcii|seq823
antigen42|A5IPD1|CP002114.3|mhcii|seq824	antigen42|A5IPD1|CP002114.3|mhcii|seq408
antigen42|A5IPD1|CP002114.3|mhcii|seq824	antigen42|A5IPD1|CP002114.3|mhcii|seq409
antigen42|A5IPD1|CP002114.3|mhcii|seq824	antigen42|A5IPD1|CP002114.3|mhcii|seq410
antigen42|A5IPD1|CP002114.3|mhcii|seq824	antigen42|A5IPD1|CP002114.3|mhcii|seq825
antigen42|A5IPD1|CP002114.3|mhcii|seq824	antigen42|A5IPD1|CP002114.3|mhcii|seq826
antigen42|A5IPD1|CP002114.3|mhcii|seq824	antigen42|A5IPD1|CP002114.3|mhcii|seq827
antigen42|A5IPD1|CP002114.3|mhcii|seq824	antigen42|A5IPD1|CP002114.3|mhcii|seq828
antigen42|A5IPD1|CP002114.3|mhcii|seq824	antigen42|A5IPD1|CP002114.3|mhcii|seq159
antigen42|A5IPD1|CP002114.3|mhcii|seq824	antigen42|A5IPD1|CP002114.3|mhcii|seq161
antigen42|A5IPD1|CP002114.3|mhcii|seq824	antigen42|A5IPD1|CP002114.3|mhcii|seq162
antigen42|A5IPD1|CP002114.3|mhcii|seq824	antigen42|A5IPD1|CP002114.3|mhcii|seq157
antigen42|A5IPD1|CP002114.3|mhcii|seq824	antigen42|A5IPD1|CP002114.3|mhcii|seq158
antigen42|A5IPD1|CP002114.3|mhcii|seq824	antigen42|A5IPD1|CP002114.3|mhcii|seq160
antigen42|A5IPD1|CP002114.3|mhcii|seq824	antigen42|A5IPD1|CP002114.3|mhcii|seq191
antigen42|A5IPD1|CP002114.3|mhcii|seq824	antigen42|A5IPD1|CP002114.3|mhcii|seq193
antigen42|A5IPD1|CP002114.3|mhcii|seq824	antigen42|A5IPD1|CP002114.3|mhcii|seq194
antigen42|A5IPD1|CP002114.3|mhcii|seq824	antigen42|A5IPD1|CP002114.3|mhcii|seq188
antigen42|A5IPD1|CP002114.3|mhcii|seq824	antigen42|A5IPD1|CP002114.3|mhcii|seq189
antigen42|A5IPD1|CP002114.3|mhcii|seq824	antigen42|A5IPD1|CP002114.3|mhcii|seq190
antigen42|A5IPD1|CP002114.3|mhcii|seq824	antigen42|A5IPD1|CP002114.3|mhcii|seq192
antigen42|A5IPD1|CP002114.3|mhcii|seq1624	antigen42|A5IPD1|CP002114.3|mhcii|seq1624
antigen42|A5IPD1|CP002114.3|mhcii|seq1624	antigen42|A5IPD1|CP002114.3|mhcii|seq1067
antigen42|A5IPD1|CP002114.3|mhcii|seq1624	antigen42|A5IPD1|CP002114.3|mhcii|seq1566
