antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1741	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1741
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq763	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1602
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq763	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq291
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq763	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1603
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq763	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq292
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq763	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1604
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq763	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq293
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq763	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq294
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq763	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq394
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq763	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq395
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq763	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq396
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq763	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq109
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq763	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq110
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq763	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq398
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq763	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq111
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq763	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq399
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq763	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq112
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq763	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1618
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq763	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq563
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq763	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1619
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq763	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq564
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq763	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq565
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq763	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq566
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq763	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq567
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq763	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq764
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq763	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq765
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq763	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq766
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq923	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq923
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1051	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1051
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1243	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1243
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1243	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1349
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1371	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1371
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1371	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq824
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1371	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1468
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1371	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1165
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq444	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq444
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq444	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1541
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq444	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq124
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq444	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1277
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq444	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1538
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq444	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq121
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq444	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1274
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq444	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1539
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq444	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq122
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq444	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1275
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq444	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1540
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq444	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq123
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq444	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1276
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq444	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq333
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq444	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq442
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq444	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq443
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq444	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq656
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq444	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1441
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq444	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq708
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq444	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq709
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq444	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq710
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq444	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq711
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq444	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq652
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq444	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1437
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq444	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq653
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq444	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1438
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq444	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq654
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq444	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1439
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq444	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq718
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq444	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq655
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq444	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1440
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq444	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq719
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq444	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq720
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq444	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq657
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq444	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1442
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq444	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq721
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq444	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq658
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq444	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1443
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq444	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq722
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq444	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq659
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq444	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1444
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq444	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq723
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq444	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq724
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq444	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1237
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq444	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1238
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq444	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1239
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq444	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1240
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq444	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq441
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq444	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1113
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq444	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1339
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq444	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1241
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq444	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1114
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq444	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1340
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq444	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1242
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq444	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1115
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq444	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1341
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq444	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1116
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq444	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1342
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq444	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1117
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq444	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1343
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1184	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1184
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1184	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1185
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1184	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1186
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1184	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1258
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1184	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1183
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1009	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1009
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1009	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1010
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1009	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq864
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1041	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1041
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1041	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1090
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1041	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1089
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1041	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1091
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1041	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1092
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1041	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1088
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1041	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq679
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1041	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq677
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1041	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq678
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1041	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq680
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1041	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq681
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1041	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq682
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1041	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq170
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1041	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1413
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1041	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq167
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1041	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1410
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1041	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq168
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1041	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1411
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1041	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq169
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1041	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1412
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1041	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq171
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1041	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1414
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1041	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq172
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1041	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1415
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1041	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1007
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1041	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1039
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1041	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1040
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1041	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq497
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1041	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq498
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1041	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1042
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1041	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq499
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1041	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq983
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1041	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq984
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1105	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1105
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1105	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1104
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1233	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1233
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1233	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq705
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1233	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1454
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1233	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq706
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1233	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq707
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1233	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1230
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1233	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1231
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1233	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1232
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1233	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1234
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1233	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1235
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1233	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1236
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1233	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1017
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1233	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq701
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1233	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1450
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1233	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq702
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1233	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1451
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1233	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq703
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1233	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1452
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1233	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq704
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1233	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1453
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1393	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1393
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1521	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1521
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1202	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1202
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1202	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq422
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1202	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq423
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1202	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq424
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1202	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1199
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1202	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1203
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1202	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq234
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1202	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq231
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1202	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq232
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1202	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq233
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1202	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq138
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1202	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq139
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1202	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq235
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1202	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq140
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1202	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq236
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1202	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq141
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1202	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq237
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1202	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq142
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1202	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq143
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1202	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1200
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1202	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1201
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1202	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq21
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1202	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq22
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1202	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq502
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1202	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq23
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1202	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq503
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1202	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq24
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1202	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq504
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1202	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq505
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1202	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq825
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1202	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq506
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1202	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq826
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1202	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1469
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1202	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1173
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1202	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq425
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1202	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq426
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1202	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq427
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1202	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq428
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1202	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq429
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1202	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1170
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1202	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1171
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1202	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1172
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1202	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1204
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1202	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1205
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1202	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1206
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1202	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq507
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1202	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq508
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1202	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq925
